N|TP|FP|FN|TN|Acuraccy|Precision|Recall|F-Measure
108|93|5|1|11|0.8545455|0.9489796|0.8942308|0.92079204
109|94|5|1|11|0.8558559|0.94949496|0.8952381|0.92156863
110|95|5|1|11|0.85714287|0.95|0.8962264|0.9223301
111|96|5|1|11|0.8584071|0.95049506|0.89719623|0.9230769
112|97|5|1|11|0.8596491|0.95098037|0.8981481|0.92380947
113|98|5|1|11|0.8608696|0.9514563|0.89908254|0.9245283
114|99|5|1|11|0.86206895|0.9519231|0.9|0.92523366
115|100|5|1|11|0.8632479|0.95238096|0.9009009|0.92592597
116|101|5|1|11|0.86440676|0.9528302|0.90178573|0.9266055
117|102|5|1|11|0.8655462|0.95327103|0.9026549|0.92727274
118|103|5|1|11|0.8666667|0.9537037|0.9035088|0.9279279
119|104|5|1|11|0.8677686|0.95412844|0.90434784|0.92857146
120|105|5|1|11|0.86885244|0.95454544|0.9051724|0.92920357
121|106|5|1|11|0.8699187|0.954955|0.9059829|0.92982465
122|106|5|1|12|0.86290324|0.954955|0.89830506|0.9257642
123|107|5|1|12|0.864|0.95535713|0.89915967|0.926407
124|108|5|1|12|0.86507934|0.9557522|0.9|0.9270386
125|109|5|1|12|0.86614174|0.95614034|0.90082645|0.9276596
126|110|5|1|12|0.8671875|0.95652175|0.90163934|0.9282701
127|111|5|1|12|0.86821705|0.95689654|0.902439|0.92887026
128|112|5|1|12|0.86923075|0.95726496|0.9032258|0.9294606
129|112|6|1|12|0.86259544|0.9491525|0.9032258|0.9256198
130|113|6|1|12|0.8636364|0.94957983|0.904|0.92622954
131|113|6|1|13|0.85714287|0.94957983|0.8968254|0.92244893
132|114|6|1|13|0.85820895|0.95|0.8976378|0.9230769
133|115|6|1|13|0.85925925|0.9504132|0.8984375|0.9236948
134|116|6|1|13|0.8602941|0.9508197|0.8992248|0.9243028
135|117|6|1|13|0.8613139|0.9512195|0.9|0.9249012
136|117|7|1|13|0.85507244|0.9435484|0.9|0.9212598
137|118|7|1|13|0.8561151|0.944|0.90076333|0.921875
138|119|7|1|13|0.85714287|0.9444444|0.9015151|0.92248064
139|119|7|1|14|0.85106385|0.9444444|0.8947368|0.9189189
140|120|7|1|14|0.85211265|0.9448819|0.8955224|0.9195403
141|121|7|1|14|0.85314685|0.9453125|0.8962963|0.9201522
142|122|7|1|14|0.8541667|0.9457364|0.89705884|0.92075473
143|122|7|1|15|0.84827584|0.9457364|0.890511|0.9172932
144|123|7|1|15|0.84931505|0.9461538|0.8913044|0.91791046
145|124|7|1|15|0.8503401|0.9465649|0.8920863|0.9185186
146|125|7|1|15|0.8513514|0.9469697|0.89285713|0.9191176
147|126|7|1|15|0.852349|0.94736844|0.89361703|0.919708
148|127|7|1|15|0.85333335|0.9477612|0.8943662|0.9202899
149|128|7|1|15|0.8543046|0.94814813|0.8951049|0.9208633
150|129|7|1|15|0.8552632|0.9485294|0.8958333|0.92142856
151|130|7|1|15|0.85620916|0.9489051|0.8965517|0.9219858
152|130|8|1|15|0.85064936|0.942029|0.8965517|0.91872793
153|131|8|1|15|0.8516129|0.94244605|0.89726025|0.91929823
154|132|8|1|15|0.8525641|0.94285715|0.8979592|0.9198606
155|133|8|1|15|0.85350317|0.9432624|0.8986486|0.92041516
156|134|8|1|15|0.8544304|0.943662|0.8993289|0.9209622
157|135|8|1|15|0.8553459|0.9440559|0.9|0.9215017
158|135|8|1|16|0.85|0.9440559|0.89403975|0.9183673
159|135|8|1|17|0.8447205|0.9440559|0.8881579|0.9152542
160|136|8|1|17|0.845679|0.9444444|0.8888889|0.91582495
161|137|8|1|17|0.84662575|0.94482756|0.8896104|0.916388
162|138|8|1|17|0.847561|0.94520545|0.89032257|0.9169435
163|138|8|1|18|0.8424242|0.94520545|0.88461536|0.91390723
164|138|8|1|19|0.8373494|0.94520545|0.8789809|0.91089106
165|139|8|1|19|0.83832335|0.9455782|0.87974685|0.9114755
166|139|8|1|20|0.8333333|0.9455782|0.8742138|0.90849674
167|140|8|1|20|0.83431953|0.9459459|0.875|0.9090909
168|141|8|1|20|0.8352941|0.94630873|0.8757764|0.9096774
169|142|8|1|20|0.83625734|0.94666666|0.8765432|0.9102564
170|143|8|1|20|0.8372093|0.9470199|0.8773006|0.910828
171|143|8|1|21|0.8323699|0.9470199|0.8719512|0.90793645
172|144|8|1|21|0.8333333|0.94736844|0.8727273|0.9085173
173|145|8|1|21|0.83428574|0.9477124|0.87349397|0.90909094
174|146|8|1|21|0.83522725|0.9480519|0.8742515|0.9096573
175|147|8|1|21|0.8361582|0.9483871|0.875|0.9102167
176|147|8|1|22|0.83146065|0.9483871|0.8698225|0.90740734
177|148|8|1|22|0.8324022|0.94871795|0.87058824|0.9079755
178|149|8|1|22|0.8333333|0.9490446|0.87134504|0.9085366
179|150|8|1|22|0.83425415|0.9493671|0.872093|0.9090909
180|151|8|1|22|0.83516484|0.9496855|0.87283236|0.9096385
181|152|8|1|22|0.8360656|0.95|0.87356323|0.9101797
182|153|8|1|22|0.8369565|0.9503106|0.8742857|0.9107143
183|154|8|1|22|0.8378378|0.9506173|0.875|0.9112426
184|155|8|1|22|0.83870965|0.9509202|0.8757062|0.9117647
185|156|8|1|22|0.8395722|0.9512195|0.8764045|0.9122807
186|156|8|1|23|0.8351064|0.9512195|0.87150836|0.90962094
187|157|8|1|23|0.83597887|0.95151514|0.87222224|0.910145
188|158|8|1|23|0.8368421|0.9518072|0.8729282|0.91066283
189|159|8|1|23|0.8376963|0.9520958|0.87362635|0.9111747
190|159|8|1|24|0.8333333|0.9520958|0.86885244|0.9085714
191|160|8|1|24|0.83419687|0.95238096|0.8695652|0.9090909
192|161|8|1|24|0.83505154|0.9526627|0.87027025|0.9096045
193|162|8|1|24|0.83589745|0.9529412|0.87096775|0.9101124
194|163|8|1|24|0.8367347|0.9532164|0.8716577|0.9106145
195|164|8|1|24|0.83756346|0.95348835|0.87234044|0.91111106
196|165|8|1|24|0.83838385|0.9537572|0.8730159|0.91160214
197|166|8|1|24|0.83919597|0.954023|0.8736842|0.9120879
198|167|8|1|24|0.84|0.95428574|0.87434554|0.91256833
199|168|8|1|24|0.840796|0.95454544|0.875|0.91304344
200|169|8|1|24|0.84158415|0.9548023|0.87564766|0.9135135
201|170|8|1|24|0.84236455|0.9550562|0.87628865|0.91397846
202|171|8|1|24|0.84313726|0.95530725|0.8769231|0.91443855
203|172|8|1|24|0.84390247|0.95555556|0.877551|0.9148937
204|173|8|1|24|0.8446602|0.9558011|0.8781726|0.91534394
205|174|8|1|24|0.84541065|0.95604396|0.8787879|0.9157895
206|174|8|1|25|0.84134614|0.95604396|0.8743719|0.91338587
207|174|8|1|26|0.83732057|0.95604396|0.87|0.91099477
208|175|8|1|26|0.83809525|0.95628417|0.8706468|0.9114584
209|175|8|1|27|0.8341232|0.95628417|0.86633664|0.90909094
210|176|8|1|27|0.8349057|0.95652175|0.8669951|0.90956074
211|177|8|1|27|0.8356807|0.9567568|0.86764705|0.9100257
212|178|8|1|27|0.8364486|0.9569892|0.8682927|0.9104859
213|178|9|1|27|0.83255816|0.95187163|0.8682927|0.90816325
214|179|9|1|27|0.8333333|0.95212764|0.86893207|0.9086294
215|180|9|1|27|0.8341014|0.95238096|0.8695652|0.9090909
216|181|9|1|27|0.8348624|0.9526316|0.8701923|0.9095477
217|182|9|1|27|0.8356164|0.9528796|0.87081337|0.90999997
218|183|9|1|27|0.8363636|0.953125|0.87142855|0.9104478
219|184|9|1|27|0.8371041|0.9533679|0.8720379|0.91089106
220|185|9|1|27|0.8378378|0.9536083|0.8726415|0.91133004
221|186|9|1|27|0.83856505|0.95384616|0.87323946|0.91176474
222|187|9|1|27|0.83928573|0.95408165|0.87383175|0.91219515
223|187|9|1|28|0.83555555|0.95408165|0.8697674|0.9099757
224|188|9|1|28|0.8362832|0.9543147|0.8703704|0.9104116
225|189|9|1|28|0.8370044|0.95454544|0.87096775|0.9108434
226|190|9|1|28|0.8377193|0.95477384|0.8715596|0.911271
227|191|9|1|28|0.83842796|0.955|0.8721461|0.9116945
228|191|10|1|28|0.8347826|0.9502488|0.8721461|0.90952384
229|192|10|1|28|0.83549786|0.95049506|0.8727273|0.9099526
230|193|10|1|28|0.8362069|0.9507389|0.8733032|0.9103773
231|194|10|1|28|0.8369099|0.95098037|0.8738739|0.91079813
232|194|11|1|28|0.8333333|0.94634145|0.8738739|0.9086651
233|194|11|1|29|0.82978725|0.94634145|0.8699552|0.9065421
234|195|11|1|29|0.8305085|0.9466019|0.87053573|0.9069767
235|196|11|1|29|0.8312236|0.9468599|0.8711111|0.9074074
236|197|11|1|29|0.8319328|0.94711536|0.8716814|0.9078341
237|198|11|1|29|0.832636|0.94736844|0.8722467|0.9082569
238|199|11|1|29|0.8333333|0.947619|0.872807|0.9086758
239|200|11|1|29|0.8340249|0.9478673|0.8733624|0.90909094
240|201|11|1|29|0.8347107|0.9481132|0.87391305|0.90950227
241|202|11|1|29|0.8353909|0.9483568|0.87445885|0.90990984
242|203|11|1|29|0.8360656|0.94859815|0.875|0.91031396
243|204|11|1|29|0.8367347|0.9488372|0.8755365|0.9107143
244|205|11|1|29|0.83739835|0.9490741|0.87606835|0.9111112
245|205|11|1|30|0.8340081|0.9490741|0.87234044|0.909091
246|206|11|1|30|0.8346774|0.94930875|0.87288135|0.9094923
247|207|11|1|30|0.8353414|0.9495413|0.87341774|0.9098901
248|208|11|1|30|0.836|0.9497717|0.8739496|0.9102845
249|209|11|1|30|0.8366534|0.95|0.87447697|0.91067535
250|210|11|1|30|0.8373016|0.95022625|0.875|0.9110629
251|211|11|1|30|0.8379447|0.9504505|0.8755187|0.9114471
252|212|11|1|30|0.8385827|0.9506726|0.87603307|0.9118279
253|213|11|1|30|0.8392157|0.95089287|0.8765432|0.9122056
254|214|11|1|30|0.83984375|0.95111114|0.8770492|0.91258
255|215|11|1|30|0.8404669|0.95132744|0.877551|0.91295123
256|216|11|1|30|0.84108526|0.95154184|0.8780488|0.91331923
257|217|11|1|30|0.8416988|0.9517544|0.8785425|0.9136842
258|218|11|1|30|0.8423077|0.9519651|0.87903225|0.9140461
259|219|11|1|30|0.8429119|0.9521739|0.8795181|0.914405
260|220|11|1|30|0.84351146|0.95238096|0.88|0.9147609
261|221|11|1|30|0.84410644|0.95258623|0.8804781|0.91511387
262|222|11|1|30|0.844697|0.9527897|0.88095236|0.9154639
263|223|11|1|30|0.84528303|0.9529914|0.88142294|0.9158111
264|224|11|1|30|0.84586465|0.9531915|0.88188976|0.9161554
265|225|11|1|30|0.8464419|0.9533898|0.88235295|0.916497
266|226|11|1|30|0.8470149|0.9535865|0.8828125|0.9168357
267|227|11|1|30|0.84758365|0.9537815|0.8832685|0.9171717
268|228|11|1|30|0.84814817|0.9539749|0.88372093|0.9175051
269|229|11|1|30|0.8487085|0.95416665|0.8841699|0.91783565
270|230|11|1|30|0.8492647|0.95435685|0.88461536|0.9181637
271|230|11|1|31|0.84615386|0.95435685|0.88122606|0.9163346
272|231|11|1|31|0.84671533|0.95454544|0.8816794|0.9166667
273|232|11|1|31|0.84727275|0.95473254|0.88212925|0.916996
274|233|11|1|31|0.84782606|0.954918|0.88257575|0.9173228
275|234|11|1|31|0.84837544|0.955102|0.88301885|0.91764706
276|235|11|1|31|0.8489209|0.95528454|0.8834587|0.91796875
277|236|11|1|31|0.8494624|0.9554656|0.88389516|0.918288
278|237|11|1|31|0.85|0.95564514|0.88432837|0.9186047
279|237|11|1|32|0.8469751|0.95564514|0.8810409|0.91682786
280|238|11|1|32|0.8475177|0.9558233|0.88148147|0.9171483
281|238|11|1|33|0.84452295|0.9558233|0.8782288|0.9153846
282|239|11|1|33|0.8450704|0.956|0.8786765|0.9157088
283|240|11|1|33|0.845614|0.9561753|0.8791209|0.9160306
284|241|11|1|33|0.84615386|0.9563492|0.879562|0.9163497
285|242|11|1|33|0.8466899|0.95652175|0.88|0.9166666
286|242|11|1|34|0.84375|0.95652175|0.8768116|0.91493386
287|243|11|1|34|0.8442907|0.95669293|0.87725633|0.91525424
288|243|11|1|35|0.8413793|0.95669293|0.87410074|0.91353387
289|244|11|1|35|0.84192437|0.95686275|0.87455195|0.9138577
290|245|11|1|35|0.84246576|0.95703125|0.875|0.9141791
291|246|11|1|35|0.8430034|0.95719844|0.8754448|0.91449815
292|247|11|1|35|0.8435374|0.9573643|0.8758865|0.9148148
293|248|11|1|35|0.8440678|0.95752895|0.8763251|0.9151292
294|249|11|1|35|0.8445946|0.9576923|0.87676054|0.91544116
295|250|11|1|35|0.84511787|0.9578544|0.877193|0.9157509
296|251|11|1|35|0.84563756|0.95801526|0.87762237|0.9160584
297|252|11|1|35|0.84615386|0.9581749|0.8780488|0.91636366
298|252|11|1|36|0.8433333|0.9581749|0.875|0.9147005
299|253|11|1|36|0.84385383|0.9583333|0.87543255|0.915009
300|254|11|1|36|0.84437084|0.95849055|0.87586206|0.9153153
301|255|11|1|36|0.8448845|0.9586466|0.87628865|0.9156194
302|256|11|1|36|0.84539473|0.9588015|0.8767123|0.9159213
303|257|11|1|36|0.84590167|0.9589552|0.87713313|0.916221
304|258|11|1|36|0.8464052|0.9591078|0.877551|0.9165186
305|258|11|1|37|0.8436482|0.9591078|0.8745763|0.9148936
306|259|11|1|37|0.84415585|0.9592593|0.875|0.9151944
307|260|11|1|37|0.8446602|0.9594096|0.87542087|0.91549295
308|261|11|1|37|0.8451613|0.95955884|0.87583894|0.91578954
309|262|11|1|37|0.84565914|0.95970696|0.8762542|0.916084
310|262|11|1|38|0.84294873|0.95970696|0.87333333|0.91448516
311|263|11|1|38|0.8434505|0.959854|0.87375414|0.9147826
312|264|11|1|38|0.843949|0.96|0.8741722|0.915078
313|265|11|1|38|0.84444445|0.96014494|0.8745875|0.91537136
314|266|11|1|38|0.8449367|0.9602888|0.875|0.91566265
315|267|11|1|38|0.84542584|0.96043164|0.87540984|0.915952
316|268|11|1|38|0.8459119|0.9605735|0.875817|0.9162393
317|268|11|1|39|0.84326017|0.9605735|0.87296414|0.9146758
318|269|11|1|39|0.84375|0.9607143|0.8733766|0.9149659
319|270|11|1|39|0.84423673|0.9608541|0.8737864|0.91525424
320|271|11|1|39|0.8447205|0.96099293|0.87419355|0.9155406
321|272|11|1|39|0.84520125|0.96113074|0.8745981|0.9158249
322|273|11|1|39|0.845679|0.9612676|0.875|0.9161074
323|274|11|1|39|0.84615386|0.9614035|0.87539935|0.9163879
324|275|11|1|39|0.84662575|0.96153843|0.8757962|0.9166667
325|276|11|1|39|0.8470948|0.9616725|0.8761905|0.91694355
326|277|11|1|39|0.847561|0.9618056|0.87658226|0.91721857
327|278|11|1|39|0.8480243|0.9619377|0.8769716|0.9174917
328|279|11|1|39|0.8484849|0.962069|0.8773585|0.9177632
329|279|11|1|40|0.84592146|0.962069|0.87460816|0.9162562
330|279|11|1|41|0.8433735|0.962069|0.871875|0.9147541
331|280|11|1|41|0.8438438|0.96219933|0.87227416|0.9150327
332|281|11|1|41|0.84431136|0.9623288|0.8726708|0.9153095
333|282|11|1|41|0.8447761|0.96245736|0.873065|0.9155844
334|282|11|1|42|0.8422619|0.96245736|0.8703704|0.9141005
335|283|11|1|42|0.84273|0.96258503|0.8707692|0.91437805
336|284|11|1|42|0.84319526|0.9627119|0.87116563|0.9146538
337|285|11|1|42|0.8436578|0.9628378|0.8715596|0.9149278
338|286|11|1|42|0.84411764|0.962963|0.8719512|0.91520005
339|287|11|1|42|0.8445748|0.96308726|0.87234044|0.9154705
340|287|11|1|43|0.84210527|0.96308726|0.869697|0.9140128
341|288|11|1|43|0.8425656|0.9632107|0.87009066|0.9142858
342|289|11|1|43|0.84302324|0.9633333|0.8704819|0.9145569
343|290|11|1|43|0.84347826|0.96345514|0.8708709|0.9148265
344|290|11|1|44|0.8410405|0.96345514|0.8682635|0.91338575
345|291|11|1|44|0.84149855|0.96357614|0.8686567|0.9136578
346|291|11|1|45|0.83908045|0.96357614|0.8660714|0.9122257
347|292|11|1|45|0.83954155|0.96369636|0.86646885|0.9125
348|293|11|1|45|0.84|0.9638158|0.8668639|0.91277266
349|294|11|1|45|0.84045583|0.9639344|0.86725664|0.91304344
350|295|11|1|45|0.84090906|0.96405226|0.86764705|0.9133126
351|296|11|1|45|0.8413598|0.9641694|0.8680352|0.91358024
352|297|11|1|45|0.8418079|0.96428573|0.8684211|0.91384614
353|298|11|1|45|0.8422535|0.9644013|0.8688047|0.9141105
354|298|12|1|45|0.8398876|0.9612903|0.8688047|0.91271055
355|299|12|1|45|0.84033614|0.9614148|0.86918604|0.9129771
356|300|12|1|45|0.8407821|0.96153843|0.8695652|0.91324204
357|301|12|1|45|0.8412256|0.96166134|0.8699422|0.9135053
358|302|12|1|45|0.84166664|0.96178347|0.870317|0.91376704
359|302|12|1|46|0.8393352|0.96178347|0.8678161|0.9123867
360|303|12|1|46|0.839779|0.96190476|0.8681948|0.9126506
361|304|12|1|46|0.8402204|0.96202534|0.8685714|0.9129129
362|305|12|1|46|0.8406593|0.9621451|0.8689459|0.9131737
363|306|12|1|46|0.84109586|0.9622642|0.8693182|0.9134329
364|307|12|1|46|0.84153|0.96238244|0.8696884|0.91369045
365|308|12|1|46|0.84196186|0.9625|0.8700565|0.91394657
366|308|12|1|47|0.83967394|0.9625|0.8676056|0.9125926
367|309|12|1|47|0.8401084|0.9626168|0.8679775|0.9128508
368|309|13|1|47|0.8378378|0.95962733|0.8679775|0.91150445
369|310|13|1|47|0.83827496|0.9597523|0.86834735|0.9117647
370|310|13|1|48|0.8360215|0.9597523|0.8659218|0.9104259
371|311|13|1|48|0.8364611|0.95987654|0.8662953|0.91068816
372|312|13|1|48|0.8368984|0.96|0.8666667|0.91094893
373|312|13|1|49|0.83466667|0.96|0.8642659|0.90962094
374|313|13|1|49|0.8351064|0.9601227|0.8646409|0.90988374
375|314|13|1|49|0.83554375|0.96024466|0.8650138|0.9101449
376|315|13|1|49|0.83597887|0.96036583|0.86538464|0.9104046
377|316|13|1|49|0.8364116|0.9604863|0.8657534|0.9106628
378|317|13|1|49|0.8368421|0.96060604|0.8661202|0.91091955
379|318|13|1|49|0.8372703|0.96072507|0.866485|0.9111748
380|319|13|1|49|0.8376963|0.9608434|0.8668478|0.9114286
381|320|13|1|49|0.8381201|0.960961|0.86720866|0.91168094
382|321|13|1|49|0.8385417|0.96107787|0.86756754|0.91193175
383|322|13|1|49|0.83896106|0.96119404|0.8679245|0.9121814
384|323|13|1|49|0.83937824|0.96130955|0.8682796|0.9124294
385|324|13|1|49|0.83979326|0.96142435|0.86863273|0.91267604
386|325|13|1|49|0.8402062|0.96153843|0.868984|0.91292137
387|325|13|1|50|0.83804625|0.96153843|0.8666667|0.91164094
388|326|13|1|50|0.8384615|0.9616519|0.86702126|0.9118881
389|327|13|1|50|0.8388747|0.9617647|0.867374|0.9121338
390|328|13|1|50|0.83928573|0.9618768|0.8677249|0.91237825
391|329|13|1|50|0.8396947|0.96198833|0.8680739|0.9126214
392|330|13|1|50|0.84010154|0.96209913|0.8684211|0.9128631
393|331|13|1|50|0.8405063|0.9622093|0.8687664|0.9131034
394|331|13|1|51|0.83838385|0.9622093|0.86649215|0.9118457
395|332|13|1|51|0.83879095|0.96231884|0.8668407|0.9120879
396|333|13|1|51|0.83919597|0.96242774|0.8671875|0.9123287
397|334|13|1|51|0.839599|0.96253604|0.8675325|0.9125683
398|335|13|1|51|0.84|0.9626437|0.86787564|0.9128065
399|335|13|1|52|0.8379052|0.9626437|0.8656331|0.9115646
400|336|13|1|52|0.83830845|0.96275073|0.8659794|0.9118046
401|337|13|1|52|0.83870965|0.9628571|0.8663239|0.91204333
402|338|13|1|52|0.8391089|0.962963|0.8666667|0.9122807
403|339|13|1|52|0.83950615|0.9630682|0.8670077|0.91251683
404|340|13|1|52|0.8399015|0.9631728|0.86734694|0.91275173
405|341|13|1|52|0.84029484|0.96327686|0.8676845|0.91298527
406|341|13|1|53|0.8382353|0.96327686|0.8654822|0.9117647
407|342|13|1|53|0.8386308|0.9633803|0.8658228|0.91199994
408|343|13|1|53|0.83902436|0.96348315|0.86616164|0.91223407
409|344|13|1|53|0.8394161|0.96358544|0.86649877|0.9124669
410|345|13|1|53|0.83980584|0.9636871|0.86683416|0.9126983
411|346|13|1|53|0.8401937|0.96378833|0.8671679|0.91292876
412|347|13|1|53|0.8405797|0.9638889|0.8675|0.9131578
413|348|13|1|53|0.84096384|0.9639889|0.8678304|0.91338575
414|349|13|1|53|0.84134614|0.9640884|0.8681592|0.9136126
415|350|13|1|53|0.8417266|0.9641873|0.86848634|0.9138381
416|351|13|1|53|0.84210527|0.96428573|0.8688119|0.9140625
417|352|13|1|53|0.8424821|0.96438354|0.8691358|0.91428566
418|353|13|1|53|0.8428571|0.9644809|0.86945814|0.91450775
