N|TP|FP|FN|TN|Acuraccy|Precision|Recall|F-Measure
5899|4697|183|1|1020|0.79613626|0.9625|0.82158476|0.88647723
5900|4698|183|1|1020|0.7961708|0.96250767|0.82161593|0.8864987
5901|4699|183|1|1020|0.79620534|0.96251535|0.82164717|0.88652015
5902|4700|183|1|1020|0.79623985|0.96252304|0.82167834|0.88654155
5903|4701|183|1|1020|0.79627436|0.96253073|0.8217095|0.886563
5904|4702|183|1|1020|0.7963088|0.96253836|0.8217406|0.8865843
5905|4703|183|1|1020|0.7963433|0.96254605|0.8217718|0.88660574
5906|4704|183|1|1020|0.7963778|0.96255374|0.8218029|0.8866271
5907|4704|183|1|1021|0.796243|0.96255374|0.8216594|0.8865436
5908|4705|183|1|1021|0.7962775|0.96256137|0.82169056|0.8865649
5909|4705|183|1|1022|0.79614276|0.96256137|0.82154703|0.88648134
5910|4706|183|1|1022|0.79617727|0.96256906|0.8215782|0.8865028
5911|4707|183|1|1022|0.7962117|0.9625767|0.8216094|0.88652414
5912|4708|183|1|1022|0.7962462|0.9625843|0.8216405|0.88654554
5913|4709|183|1|1022|0.7962806|0.962592|0.8216716|0.8865669
5914|4710|183|1|1022|0.7963151|0.96259964|0.8217027|0.8865882
5915|4711|183|1|1022|0.7963495|0.96260726|0.82173383|0.8866096
5916|4711|183|1|1023|0.79621494|0.96260726|0.8215905|0.88652605
5917|4711|183|1|1024|0.7960804|0.96260726|0.82144725|0.8864427
5918|4712|183|1|1024|0.79611486|0.9626149|0.82147837|0.8864641
5919|4713|183|1|1024|0.7961493|0.9626225|0.8215095|0.88648546
5920|4713|183|1|1025|0.79601485|0.9626225|0.8213663|0.8864021
5921|4714|183|1|1025|0.7960493|0.96263015|0.8213975|0.8864235
5922|4714|183|1|1026|0.79591495|0.96263015|0.8212544|0.88634014
5923|4715|183|1|1026|0.79594934|0.9626378|0.8212855|0.8863615
5924|4716|183|1|1026|0.7959838|0.9626454|0.8213166|0.8863828
5925|4717|183|1|1026|0.79601824|0.96265304|0.8213477|0.8864042
5926|4718|183|1|1026|0.79605263|0.9626607|0.8213788|0.88642555
5927|4719|183|1|1026|0.796087|0.9626683|0.82140994|0.8864469
5928|4720|183|1|1026|0.7961214|0.9626759|0.821441|0.88646823
5929|4721|183|1|1026|0.7961558|0.9626835|0.82147205|0.88648945
5930|4721|183|1|1027|0.7960216|0.9626835|0.8213292|0.8864063
5931|4722|183|1|1027|0.796056|0.9626911|0.82136023|0.88642764
5932|4723|183|1|1027|0.7960903|0.96269876|0.8213913|0.8864489
5933|4724|183|1|1027|0.7961247|0.9627063|0.82142234|0.8864702
5934|4725|183|1|1027|0.796159|0.96271396|0.8214534|0.8864916
5935|4725|183|1|1028|0.7960249|0.96271396|0.82131064|0.8864084
5936|4726|183|1|1028|0.79605925|0.9627215|0.8213417|0.8864297
5937|4727|183|1|1028|0.79609364|0.9627291|0.82137275|0.886451
5938|4728|183|1|1028|0.796128|0.9627367|0.82140374|0.8864723
5939|4729|183|1|1028|0.79616225|0.9627443|0.8214348|0.8864936
5940|4730|183|1|1028|0.7961966|0.96275187|0.8214658|0.8865149
5941|4731|183|1|1028|0.79623085|0.96275944|0.8214968|0.8865361
5942|4732|183|1|1028|0.7962651|0.96276706|0.8215278|0.88655734
5943|4733|183|1|1028|0.7962994|0.96277463|0.8215588|0.8865786
5944|4734|183|1|1028|0.7963337|0.9627822|0.8215897|0.8865999
5945|4735|183|1|1028|0.79636794|0.9627898|0.8216207|0.8866211
5946|4736|183|1|1028|0.79640216|0.96279734|0.82165164|0.88664234
5947|4737|183|1|1028|0.79643637|0.96280485|0.8216826|0.88666356
5948|4738|183|1|1028|0.7964706|0.9628124|0.8217135|0.88668483
5949|4739|183|1|1028|0.7965048|0.96282|0.8217444|0.88670594
5950|4740|183|1|1028|0.79653895|0.96282756|0.8217753|0.88672715
5951|4740|183|1|1029|0.7964052|0.96282756|0.82163286|0.88664424
5952|4740|183|1|1030|0.79627144|0.96282756|0.82149047|0.88656133
5953|4741|183|1|1030|0.7963056|0.9628351|0.8215214|0.88658255
5954|4742|183|1|1030|0.7963398|0.96284264|0.82155234|0.8866038
5955|4743|183|1|1030|0.796374|0.96285015|0.8215832|0.8866249
5956|4744|183|1|1030|0.7964082|0.9628577|0.82161415|0.8866461
5957|4745|183|1|1030|0.79644233|0.96286523|0.821645|0.88666725
5958|4746|183|1|1030|0.7964765|0.9628728|0.8216759|0.8866884
5959|4746|184|1|1030|0.7963429|0.9626775|0.8216759|0.8866056
5960|4747|184|1|1030|0.79637706|0.96268505|0.8217068|0.8866268
5961|4748|184|1|1030|0.7964112|0.9626926|0.82173765|0.886648
5962|4749|184|1|1030|0.7964453|0.9627002|0.82176846|0.88666916
5963|4750|184|1|1030|0.79647946|0.96270776|0.8217993|0.8866903
5964|4751|184|1|1030|0.79651356|0.9627153|0.82183015|0.8867115
5965|4752|184|1|1030|0.79654765|0.96272284|0.82186097|0.8867326
5966|4752|184|1|1031|0.7964142|0.96272284|0.8217188|0.8866498
5967|4753|184|1|1031|0.7964483|0.9627304|0.8217496|0.88667095
5968|4754|184|1|1031|0.7964824|0.962738|0.82178044|0.8866921
5969|4755|184|1|1031|0.7965165|0.9627455|0.82181126|0.88671327
5970|4756|184|1|1031|0.7965506|0.96275306|0.8218421|0.8867344
5971|4756|184|1|1032|0.79641724|0.96275306|0.8217001|0.8866518
5972|4757|184|1|1032|0.7964513|0.96276057|0.82173085|0.88667285
5973|4758|184|1|1032|0.79648536|0.96276814|0.82176167|0.886694
5974|4759|184|1|1032|0.7965194|0.96277565|0.8217924|0.88671505
5975|4760|184|1|1032|0.79655343|0.96278316|0.8218232|0.8867362
5976|4761|184|1|1032|0.79658747|0.96279067|0.82185394|0.88675725
5977|4762|184|1|1032|0.7966215|0.96279824|0.8218847|0.88677835
5978|4763|184|1|1032|0.79665554|0.96280575|0.82191545|0.8867995
5979|4764|184|1|1032|0.7966895|0.96281326|0.82194614|0.88682055
5980|4765|184|1|1032|0.7967235|0.96282077|0.8219769|0.8868416
5981|4766|184|1|1032|0.79675746|0.9628283|0.8220076|0.8868627
5982|4767|184|1|1032|0.79679143|0.9628358|0.8220383|0.88688374
5983|4768|184|1|1032|0.7968254|0.9628433|0.822069|0.8869048
5984|4769|184|1|1032|0.7968593|0.9628508|0.8220996|0.88692576
5985|4770|184|1|1032|0.79689324|0.9628583|0.8221303|0.88694686
5986|4771|184|1|1032|0.7969272|0.96286577|0.82216096|0.8869678
5987|4772|184|1|1032|0.79696107|0.9628733|0.8221916|0.8869888
5988|4773|184|1|1032|0.796995|0.9628808|0.82222223|0.8870098
5989|4774|184|1|1032|0.7970289|0.96288824|0.82225287|0.88703084
5990|4775|184|1|1032|0.79706275|0.96289575|0.82228345|0.8870519
5991|4776|184|1|1032|0.7970966|0.9629032|0.822314|0.88707274
5992|4777|184|1|1032|0.79713047|0.9629107|0.82234466|0.8870938
5993|4778|184|1|1032|0.7971643|0.96291816|0.82237524|0.8871148
5994|4779|184|1|1032|0.7971981|0.9629257|0.82240576|0.8871356
5995|4780|184|1|1032|0.797232|0.9629331|0.82243633|0.88715667
5996|4781|184|1|1032|0.79726577|0.9629406|0.8224669|0.8871776
5997|4782|184|1|1032|0.79729956|0.962948|0.8224974|0.8871985
5998|4783|184|1|1032|0.79733336|0.96295553|0.82252795|0.8872194
5999|4784|184|1|1032|0.7973671|0.962963|0.82255846|0.8872403
6000|4785|184|1|1032|0.7974009|0.96297044|0.822589|0.8872613
6001|4786|184|1|1032|0.7974346|0.9629779|0.82261944|0.88728213
6002|4787|184|1|1032|0.79746836|0.96298534|0.82264996|0.8873031
6003|4788|184|1|1032|0.7975021|0.9629928|0.8226804|0.887324
6004|4788|185|1|1032|0.7973693|0.96279913|0.8226804|0.8872417
6005|4789|185|1|1032|0.79740304|0.9628066|0.8227109|0.88726264
6006|4790|185|1|1032|0.7974368|0.9628141|0.8227413|0.8872835
6007|4791|185|1|1032|0.79747045|0.96282154|0.8227718|0.8873044
6008|4791|186|1|1032|0.7973378|0.96262807|0.8227718|0.88722223
6009|4792|186|1|1032|0.7973715|0.9626356|0.8228022|0.88724303
6010|4792|186|1|1033|0.7972388|0.9626356|0.8226609|0.887161
6011|4793|186|1|1033|0.79727256|0.9626431|0.8226914|0.8871818
6012|4793|187|1|1033|0.79714|0.9624498|0.8226914|0.8870997
6013|4794|187|1|1033|0.79717374|0.96245736|0.82272184|0.8871207
6014|4795|187|1|1033|0.7972075|0.96246487|0.82275224|0.8871416
6015|4795|188|1|1033|0.797075|0.96227175|0.82275224|0.8870595
6016|4795|188|1|1034|0.79694253|0.96227175|0.8226111|0.8869775
6017|4796|188|1|1034|0.79697627|0.9622793|0.8226415|0.88699836
6018|4797|188|1|1034|0.79700994|0.9622869|0.82267195|0.8870192
6019|4798|188|1|1034|0.7970437|0.9622944|0.82270235|0.88704014
6020|4799|188|1|1034|0.79707736|0.96230197|0.82273275|0.88706106
6021|4800|188|1|1034|0.7971111|0.96230954|0.8227631|0.88708186
6022|4801|188|1|1034|0.7971448|0.9623171|0.8227935|0.8871027
6023|4802|188|1|1034|0.79717845|0.9623247|0.8228238|0.8871236
6024|4802|188|1|1035|0.7970461|0.9623247|0.82268286|0.8870417
6025|4803|188|1|1035|0.7970798|0.9623322|0.82271326|0.88706255
6026|4804|188|1|1035|0.7971135|0.96233976|0.8227436|0.8870834
6027|4805|188|1|1035|0.7971471|0.96234727|0.822774|0.8871043
6028|4806|188|1|1035|0.7971808|0.96235484|0.82280433|0.8871251
6029|4807|188|1|1035|0.7972144|0.96236235|0.8228347|0.8871459
6030|4807|188|1|1036|0.79708225|0.96236235|0.8226938|0.88706404
6031|4808|188|1|1036|0.79711586|0.9623699|0.82272416|0.8870849
6032|4809|188|1|1036|0.7971495|0.9623774|0.8227545|0.8871057
6033|4810|188|1|1036|0.7971831|0.96238494|0.8227848|0.8871265
6034|4810|188|1|1037|0.797051|0.96238494|0.8226441|0.8870447
6035|4811|188|1|1037|0.7970846|0.96239245|0.8226744|0.88706553
6036|4812|188|1|1037|0.79711825|0.9624|0.82270473|0.8870864
6037|4813|188|1|1037|0.79715186|0.9624075|0.8227351|0.88710713
6038|4814|188|1|1037|0.7971854|0.96241504|0.82276535|0.887128
6039|4815|188|1|1037|0.797219|0.96242255|0.8227956|0.8871488
6040|4815|189|1|1037|0.7970871|0.9622302|0.8227956|0.887067
6041|4815|189|1|1038|0.79695517|0.9622302|0.822655|0.8869854
6042|4816|189|1|1038|0.7969887|0.9622378|0.82268536|0.8870062
6043|4817|189|1|1038|0.79702234|0.9622453|0.82271564|0.8870269
6044|4817|190|1|1038|0.7968905|0.9620531|0.82271564|0.8869453
6045|4818|190|1|1038|0.7969241|0.9620607|0.8227459|0.8869661
6046|4819|190|1|1038|0.7969577|0.96206826|0.82277614|0.8869869
6047|4820|190|1|1038|0.7969912|0.9620758|0.8228064|0.8870077
6048|4821|190|1|1038|0.7970248|0.9620834|0.82283664|0.8870285
6049|4822|190|1|1038|0.79705834|0.96209097|0.8228669|0.8870493
6050|4823|190|1|1038|0.79709184|0.96209854|0.82289714|0.88707006
6051|4824|190|1|1038|0.7971254|0.9621061|0.82292736|0.88709086
6052|4825|190|1|1038|0.7971589|0.9621137|0.8229575|0.8871116
6053|4826|190|1|1038|0.7971924|0.9621212|0.82298774|0.88713235
6054|4827|190|1|1038|0.7972259|0.96212876|0.8230179|0.8871531
6055|4828|190|1|1038|0.7972594|0.9621363|0.82304806|0.88717383
6056|4828|190|1|1039|0.7971278|0.9621363|0.8229078|0.8870923
6057|4829|190|1|1039|0.7971612|0.96214384|0.82293797|0.88711303
6058|4830|190|1|1039|0.7971947|0.9621514|0.8229681|0.8871338
6059|4831|190|1|1039|0.79722816|0.9621589|0.8229983|0.8871545
6060|4832|190|1|1039|0.79726166|0.9621665|0.82302845|0.88717526
6061|4833|190|1|1039|0.7972951|0.962174|0.8230586|0.887196
6062|4834|190|1|1039|0.7973285|0.9621815|0.8230887|0.8872166
6063|4834|190|1|1040|0.79719704|0.9621815|0.8229486|0.88713527
6064|4834|190|1|1041|0.7970656|0.9621815|0.8228085|0.8870538
6065|4835|190|1|1041|0.79709905|0.9621891|0.82283866|0.8870746
6066|4836|190|1|1041|0.7971325|0.9621966|0.8228688|0.88709533
6067|4837|190|1|1041|0.79716593|0.9622041|0.8228989|0.887116
6068|4838|190|1|1041|0.79719937|0.9622116|0.8229291|0.8871367
6069|4839|190|1|1041|0.79723275|0.9622191|0.8229592|0.8871574
6070|4839|190|1|1042|0.79710144|0.9622191|0.82281923|0.887076
6071|4840|190|1|1042|0.7971349|0.9622266|0.8228494|0.88709676
6072|4841|190|1|1042|0.79716825|0.96223414|0.8228795|0.8871175
6073|4842|190|1|1042|0.79720163|0.96224165|0.8229096|0.8871381
6074|4843|190|1|1042|0.797235|0.96224916|0.8229397|0.8871588
6075|4844|190|1|1042|0.7972684|0.96225667|0.82296973|0.88717955
6076|4845|190|1|1042|0.79730177|0.9622642|0.82299984|0.8872002
6077|4846|190|1|1042|0.7973351|0.96227163|0.8230299|0.8872208
6078|4847|190|1|1042|0.7973684|0.96227914|0.8230599|0.8872414
6079|4848|190|1|1042|0.7974017|0.96228665|0.82308996|0.8872621
6080|4849|190|1|1042|0.79743505|0.9622941|0.82312|0.88728267
6081|4850|190|1|1042|0.79746836|0.9623016|0.82315004|0.88730335
6082|4851|190|1|1042|0.7975016|0.96230906|0.82318|0.8873239
6083|4852|190|1|1042|0.79753494|0.9623165|0.82321006|0.8873446
6084|4853|190|1|1042|0.7975682|0.962324|0.82324004|0.88736516
6085|4853|190|1|1043|0.79743713|0.962324|0.8231004|0.887284
6086|4854|190|1|1043|0.79747045|0.9623315|0.8231304|0.88730466
6087|4855|190|1|1043|0.7975037|0.9623389|0.8231604|0.8873252
6088|4856|190|1|1043|0.79753697|0.96234643|0.8231904|0.8873459
6089|4857|190|1|1043|0.79757017|0.9623539|0.8232203|0.8873664
6090|4858|190|1|1043|0.7976034|0.96236134|0.8232503|0.8873869
6091|4858|191|1|1043|0.79747254|0.9621707|0.8232503|0.887306
6092|4859|191|1|1043|0.79750574|0.96217823|0.8232802|0.8873265
6093|4860|191|1|1043|0.797539|0.9621857|0.8233102|0.88734704
6094|4860|191|1|1044|0.79740816|0.9621857|0.8231707|0.8872661
6095|4861|191|1|1044|0.79744136|0.9621932|0.8232007|0.88728666
6096|4862|191|1|1044|0.79747456|0.9622007|0.8232306|0.8873072
6097|4863|191|1|1044|0.79750776|0.96220815|0.82326055|0.8873278
6098|4864|191|1|1044|0.79754096|0.9622156|0.82329047|0.88734835
6099|4865|191|1|1044|0.79757416|0.9622231|0.8233203|0.8873689
6100|4866|191|1|1044|0.79760736|0.96223056|0.82335025|0.8873894
6101|4867|191|1|1044|0.7976405|0.962238|0.8233801|0.88741
6102|4868|191|1|1044|0.79767364|0.9622455|0.82341003|0.88743055
6103|4868|191|1|1045|0.797543|0.9622455|0.82327074|0.8873496
6104|4869|191|1|1045|0.7975761|0.962253|0.82330066|0.8873701
6105|4870|191|1|1045|0.7976093|0.9622604|0.8233305|0.88739073
6106|4871|191|1|1045|0.7976424|0.9622679|0.8233604|0.8874112
6107|4872|191|1|1045|0.79767555|0.9622753|0.82339025|0.88743174
6108|4873|191|1|1045|0.7977087|0.9622828|0.82342005|0.8874522
6109|4874|191|1|1045|0.7977418|0.9622902|0.8234499|0.8874727
6110|4874|191|1|1046|0.79761124|0.9622902|0.8233108|0.88739187
6111|4875|191|1|1046|0.7976444|0.9622977|0.82334065|0.88741237
6112|4875|191|1|1047|0.7975139|0.9622977|0.8232016|0.8873316
6113|4875|191|1|1048|0.7973835|0.9622977|0.82306266|0.8872509
6114|4876|191|1|1048|0.7974166|0.9623051|0.8230925|0.8872714
6115|4876|191|1|1049|0.7972863|0.9623051|0.8229536|0.8871907
6116|4877|191|1|1049|0.7973194|0.9623125|0.82298344|0.8872112
6117|4877|191|1|1050|0.79718906|0.9623125|0.8228446|0.8871305
6118|4877|191|1|1051|0.7970588|0.9623125|0.8227058|0.88704985
6119|4878|191|1|1051|0.79709196|0.96231997|0.8227357|0.88707036
6120|4879|191|1|1051|0.7971251|0.9623274|0.8227656|0.88709086
6121|4880|191|1|1051|0.79715824|0.9623349|0.8227955|0.8871114
6122|4880|191|1|1052|0.79702806|0.9623349|0.82265675|0.8870308
6123|4881|191|1|1052|0.7970612|0.96234226|0.8226867|0.88705134
6124|4881|191|1|1053|0.7969311|0.96234226|0.82254803|0.88697076
6125|4882|191|1|1053|0.7969642|0.9623497|0.82257795|0.8869914
6126|4883|191|1|1053|0.79699737|0.9623571|0.8226078|0.8870118
6127|4884|191|1|1053|0.7970305|0.96236455|0.8226377|0.88703233
6128|4885|191|1|1053|0.79706365|0.96237195|0.82266754|0.88705283
6129|4886|191|1|1053|0.7970967|0.96237934|0.8226974|0.88707334
6130|4887|191|1|1053|0.7971298|0.9623868|0.82272726|0.88709384
6131|4887|191|1|1054|0.7969998|0.9623868|0.8225888|0.8870134
6132|4888|191|1|1054|0.79703295|0.9623942|0.82261866|0.8870339
6133|4888|191|1|1055|0.796903|0.9623942|0.8224802|0.88695335
6134|4889|191|1|1055|0.7969361|0.96240157|0.8225101|0.8869739
6135|4890|191|1|1055|0.7969692|0.96240896|0.8225399|0.88699436
6136|4891|191|1|1055|0.79700226|0.96241635|0.8225698|0.8870148
6137|4891|191|1|1056|0.79687244|0.96241635|0.8224315|0.88693446
6138|4892|191|1|1056|0.7969055|0.96242374|0.8224613|0.8869549
6139|4893|191|1|1056|0.7969386|0.96243113|0.82249117|0.8869754
6140|4894|191|1|1056|0.7969717|0.9624385|0.82252103|0.8869959
6141|4894|191|1|1057|0.7968419|0.9624385|0.8223828|0.88691556
6142|4895|191|1|1057|0.796875|0.9624459|0.8224126|0.886936
6143|4895|191|1|1058|0.7967453|0.9624459|0.8222745|0.88685566
6144|4896|191|1|1058|0.7967784|0.9624533|0.8223043|0.88687617
6145|4896|191|1|1059|0.7966488|0.9624533|0.82216626|0.8867959
6146|4897|191|1|1059|0.7966818|0.9624607|0.8221961|0.88681644
6147|4898|191|1|1059|0.7967149|0.9624681|0.8222259|0.8868369
6148|4899|191|1|1059|0.796748|0.9624754|0.8222558|0.88685733
6149|4900|191|1|1059|0.796781|0.9624828|0.8222856|0.88687783
6150|4901|191|1|1059|0.796814|0.9624902|0.82231545|0.88689834
6151|4901|192|1|1059|0.79668456|0.9623012|0.82231545|0.88681805
6152|4902|192|1|1059|0.7967176|0.9623086|0.82234526|0.8868385
6153|4903|192|1|1059|0.7967506|0.962316|0.82237506|0.88685894
6154|4904|192|1|1059|0.7967836|0.96232337|0.8224048|0.88687944
6155|4905|192|1|1059|0.79681665|0.96233076|0.8224346|0.88689995
6156|4906|192|1|1059|0.7968496|0.96233815|0.82246435|0.8869204
6157|4907|192|1|1059|0.7968826|0.96234554|0.82249415|0.88694084
6158|4908|192|1|1059|0.7969156|0.96235293|0.8225239|0.8869612
6159|4909|192|1|1059|0.79694855|0.9623603|0.82255363|0.8869816
6160|4910|192|1|1059|0.7969815|0.9623677|0.8225833|0.8870021
6161|4910|192|1|1060|0.7968522|0.9623677|0.8224456|0.886922
6162|4911|192|1|1060|0.79688513|0.96237504|0.8224753|0.8869424
6163|4912|192|1|1060|0.7969181|0.96238244|0.822505|0.8869628
6164|4913|192|1|1060|0.796951|0.9623898|0.82253474|0.8869833
6165|4914|192|1|1060|0.79698396|0.96239716|0.8225644|0.8870036
6166|4915|192|1|1060|0.79701686|0.96240455|0.82259417|0.88702404
6167|4916|192|1|1060|0.79704976|0.9624119|0.82262385|0.8870444
6168|4917|192|1|1060|0.79708266|0.9624193|0.82265353|0.8870648
6169|4918|192|1|1060|0.79711556|0.9624266|0.82268316|0.8870851
6170|4919|192|1|1060|0.7971484|0.962434|0.82271284|0.8871055
6171|4920|192|1|1060|0.79718125|0.9624413|0.82274246|0.88712585
6172|4921|192|1|1060|0.79721415|0.96244866|0.8227721|0.8871462
6173|4922|192|1|1060|0.797247|0.962456|0.8228017|0.8871665
6174|4922|193|1|1060|0.7971179|0.9622678|0.8228017|0.88708663
6175|4923|193|1|1060|0.79715073|0.9622752|0.82283133|0.88710696
6176|4924|193|1|1060|0.7971836|0.9622826|0.82286096|0.8871272
6177|4925|193|1|1060|0.79721636|0.9622899|0.8228906|0.8871476
6178|4926|193|1|1060|0.7972492|0.9622973|0.82292014|0.8871679
6179|4927|193|1|1060|0.797282|0.9623047|0.8229497|0.88718826
6180|4927|193|1|1061|0.797153|0.9623047|0.8228123|0.8871084
6181|4928|193|1|1061|0.79718584|0.96231204|0.8228419|0.8871288
6182|4929|193|1|1061|0.7972186|0.96231943|0.82287145|0.88714904
6183|4930|193|1|1061|0.7972514|0.96232677|0.822901|0.88716936
6184|4930|193|1|1062|0.79712254|0.96232677|0.8227637|0.88708955
6185|4930|193|1|1063|0.7969937|0.96232677|0.8226264|0.88700974
6186|4930|193|1|1064|0.7968649|0.96232677|0.82248914|0.8869299
6187|4931|193|1|1064|0.7968977|0.9623341|0.82251877|0.8869503
6188|4932|193|1|1064|0.79693055|0.9623415|0.8225484|0.8869706
6189|4933|193|1|1064|0.79696333|0.9623488|0.82257795|0.8869909
6190|4934|193|1|1064|0.7969961|0.96235615|0.8226075|0.8870113
6191|4934|193|1|1065|0.79686743|0.96235615|0.8224704|0.88693154
6192|4934|193|1|1066|0.7967388|0.96235615|0.82233334|0.88685185
6193|4935|193|1|1066|0.7967716|0.9623635|0.82236296|0.8868722
6194|4936|193|1|1066|0.79680437|0.9623708|0.8223925|0.88689244
6195|4937|193|1|1066|0.79683715|0.96237814|0.82242215|0.88691276
6196|4938|193|1|1066|0.79686993|0.9623855|0.8224517|0.8869331
6197|4939|193|1|1066|0.7969027|0.9623928|0.8224813|0.88695335
6198|4940|193|1|1066|0.7969355|0.96240014|0.82251084|0.88697374
6199|4941|193|1|1066|0.7969682|0.96240747|0.82254034|0.8869939
6200|4942|193|1|1066|0.79700094|0.9624148|0.8225699|0.88701427
6201|4942|193|1|1067|0.7968725|0.9624148|0.822433|0.8869347
6202|4943|193|1|1067|0.7969052|0.96242213|0.82246256|0.88695496
6203|4944|193|1|1067|0.79693794|0.9624294|0.8224921|0.8869753
6204|4944|193|1|1068|0.79680955|0.9624294|0.8223553|0.88689566
6205|4945|193|1|1068|0.7968423|0.96243674|0.82238483|0.886916
6206|4945|193|1|1069|0.7967139|0.96243674|0.8222481|0.8868364
6207|4946|193|1|1069|0.7967467|0.96244407|0.82227767|0.88685673
6208|4947|193|1|1069|0.7967794|0.96245134|0.82230717|0.886877
6209|4948|193|1|1069|0.7968121|0.96245867|0.82233673|0.88689727
6210|4949|193|1|1069|0.79684484|0.96246594|0.82236624|0.88691753
6211|4950|193|1|1069|0.7968775|0.9624733|0.82239574|0.88693786
6212|4951|193|1|1069|0.7969102|0.96248055|0.82242525|0.88695806
6213|4951|193|1|1070|0.79678196|0.96248055|0.82228863|0.8868786
6214|4952|193|1|1070|0.7968147|0.9624879|0.8223182|0.88689893
6215|4953|193|1|1070|0.79684734|0.96249515|0.82234764|0.8869192
6216|4953|193|1|1071|0.7967192|0.96249515|0.82221115|0.88683975
6217|4953|194|1|1071|0.7965911|0.96230817|0.82221115|0.88676035
6218|4954|194|1|1071|0.79662377|0.96231544|0.82224065|0.8867806
6219|4955|194|1|1071|0.7966565|0.9623228|0.82227015|0.8868009
6220|4956|194|1|1071|0.79668915|0.9623301|0.82229966|0.88682115
6221|4956|194|1|1072|0.7965611|0.9623301|0.8221632|0.8867418
6222|4957|194|1|1072|0.79659384|0.96233743|0.8221927|0.8867621
6223|4958|194|1|1072|0.7966265|0.9623447|0.82222223|0.88678235
6224|4959|194|1|1072|0.7966592|0.96235204|0.8222517|0.88680255
6225|4960|194|1|1072|0.79669183|0.9623593|0.8222812|0.88682276
6226|4961|194|1|1072|0.7967245|0.96236664|0.8223106|0.886843
6227|4961|194|1|1073|0.7965966|0.96236664|0.8221744|0.8867638
6228|4962|194|1|1073|0.7966292|0.9623739|0.8222038|0.886784
6229|4963|194|1|1073|0.79666185|0.96238124|0.82223326|0.8868042
6230|4964|194|1|1073|0.79669446|0.9623885|0.8222627|0.8868244
6231|4965|194|1|1073|0.7967271|0.9623958|0.82229215|0.88684464
6232|4966|194|1|1073|0.7967597|0.9624031|0.8223216|0.8868649
6233|4967|194|1|1073|0.7967923|0.9624104|0.822351|0.88688505
6234|4968|194|1|1073|0.7968249|0.96241766|0.8223804|0.88690525
6235|4969|194|1|1073|0.7968575|0.96242493|0.8224098|0.8869255
6236|4969|195|1|1073|0.79672974|0.96223855|0.8224098|0.8868463
6237|4970|195|1|1073|0.7967623|0.9622459|0.8224392|0.8868665
6238|4971|195|1|1073|0.7967949|0.9622532|0.8224686|0.88688666
6239|4972|195|1|1073|0.79682744|0.9622605|0.8224979|0.8869069
6240|4973|195|1|1073|0.79686|0.9622678|0.8225273|0.8869271
6241|4974|195|1|1073|0.7968925|0.9622751|0.8225566|0.88694715
6242|4975|195|1|1073|0.79692507|0.9622824|0.822586|0.88696736
6243|4976|195|1|1073|0.79695755|0.9622897|0.8226153|0.88698757
6244|4977|195|1|1073|0.7969901|0.96229696|0.82264465|0.8870076
6245|4977|196|1|1073|0.7968625|0.96211094|0.82264465|0.8869286
6246|4978|196|1|1073|0.796895|0.96211827|0.8226739|0.88694876
6247|4979|196|1|1073|0.7969275|0.9621256|0.82270324|0.88696885
6248|4980|196|1|1073|0.79696|0.96213293|0.8227325|0.88698906
6249|4981|196|1|1073|0.7969925|0.96214026|0.82276183|0.8870092
6250|4981|197|1|1073|0.796865|0.9619544|0.82276183|0.8869302
6251|4982|197|1|1073|0.7968975|0.96196175|0.8227911|0.8869503
6252|4983|197|1|1073|0.79692996|0.96196914|0.82282037|0.88697046
6253|4984|197|1|1073|0.79696244|0.96197647|0.8228496|0.88699055
6254|4985|197|1|1073|0.79699486|0.9619838|0.82287884|0.8870107
6255|4985|197|1|1074|0.7968675|0.9619838|0.822743|0.8869318
6256|4986|197|1|1074|0.7969|0.96199113|0.82277226|0.8869519
6257|4987|197|1|1074|0.7969324|0.96199846|0.82280153|0.886972
6258|4988|197|1|1074|0.7969649|0.9620058|0.82283074|0.88699204
6259|4989|197|1|1074|0.7969973|0.9620131|0.82285994|0.8870122
6260|4990|197|1|1074|0.7970297|0.96202046|0.8228892|0.8870322
6261|4991|197|1|1074|0.7970621|0.9620277|0.82291836|0.8870523
6262|4992|197|1|1074|0.7970945|0.96203506|0.82294756|0.8870724
6263|4993|197|1|1074|0.7971269|0.9620424|0.82297677|0.8870925
6264|4994|197|1|1074|0.79715925|0.9620497|0.8230059|0.8871125
6265|4995|197|1|1074|0.7971916|0.962057|0.8230351|0.8871326
6266|4996|197|1|1074|0.797224|0.9620643|0.82306427|0.8871527
6267|4997|197|1|1074|0.79725635|0.9620716|0.8230934|0.8871726
6268|4998|197|1|1074|0.79728866|0.9620789|0.8231225|0.88719267
6269|4999|197|1|1074|0.797321|0.9620862|0.82315165|0.8872127
6270|5000|197|1|1074|0.7973533|0.96209353|0.8231808|0.8872328
6271|5001|197|1|1074|0.79738563|0.9621008|0.8232099|0.8872527
6272|5002|197|1|1074|0.79741794|0.9621081|0.82323897|0.8872728
6273|5002|198|1|1074|0.79729086|0.96192306|0.82323897|0.88719404
6274|5002|198|1|1075|0.7971638|0.96192306|0.8231035|0.88711536
6275|5003|198|1|1075|0.7971961|0.9619304|0.82313263|0.88713545
6276|5004|198|1|1075|0.7972284|0.9619377|0.8231617|0.88715535
6277|5005|198|1|1075|0.7972607|0.96194506|0.8231908|0.88717544
