N|TP|FP|FN|TN|Acuraccy|Precision|Recall|F-Measure
1|2|0|1|0|1.0|1.0|1.0|1.0
2|3|0|1|0|1.0|1.0|1.0|1.0
3|3|1|1|0|0.8|0.75|1.0|0.85714287
4|4|1|1|0|0.8333333|0.8|1.0|0.88888896
5|5|1|1|0|0.85714287|0.8333333|1.0|0.90909094
6|6|1|1|0|0.875|0.85714287|1.0|0.9230769
7|7|1|1|0|0.8888889|0.875|1.0|0.93333334
8|8|1|1|0|0.9|0.8888889|1.0|0.94117653
9|9|1|1|0|0.90909094|0.9|1.0|0.9473684
10|10|1|1|0|0.9166667|0.90909094|1.0|0.95238096
11|11|1|1|0|0.9230769|0.9166667|1.0|0.95652175
12|12|1|1|0|0.9285714|0.9230769|1.0|0.96000004
13|13|1|1|0|0.93333334|0.9285714|1.0|0.9629629
14|14|1|1|0|0.9375|0.93333334|1.0|0.9655172
15|15|1|1|0|0.9411765|0.9375|1.0|0.9677419
16|16|1|1|0|0.9444444|0.9411765|1.0|0.969697
17|17|1|1|0|0.94736844|0.9444444|1.0|0.9714286
18|18|1|1|0|0.95|0.94736844|1.0|0.972973
19|18|2|1|0|0.9047619|0.9|1.0|0.9473684
20|18|3|1|0|0.8636364|0.85714287|1.0|0.9230769
21|19|3|1|0|0.8695652|0.8636364|1.0|0.9268293
22|20|3|1|0|0.875|0.8695652|1.0|0.9302325
23|21|3|1|0|0.88|0.875|1.0|0.93333334
24|21|4|1|0|0.84615386|0.84|1.0|0.9130435
25|22|4|1|0|0.8518519|0.84615386|1.0|0.9166667
26|23|4|1|0|0.85714287|0.8518519|1.0|0.92
27|24|4|1|0|0.86206895|0.85714287|1.0|0.9230769
28|25|4|1|0|0.8666667|0.86206895|1.0|0.92592597
29|25|5|1|0|0.83870965|0.8333333|1.0|0.90909094
30|26|5|1|0|0.84375|0.83870965|1.0|0.91228074
31|27|5|1|0|0.8484849|0.84375|1.0|0.91525424
32|28|5|1|0|0.85294116|0.8484849|1.0|0.9180328
33|29|5|1|0|0.85714287|0.85294116|1.0|0.9206349
34|30|5|1|0|0.8611111|0.85714287|1.0|0.9230769
35|30|5|1|1|0.8378378|0.85714287|0.9677419|0.9090909
36|31|5|1|1|0.84210527|0.8611111|0.96875|0.9117647
37|32|5|1|1|0.84615386|0.8648649|0.969697|0.9142858
38|33|5|1|1|0.85|0.8684211|0.9705882|0.9166666
39|34|5|1|1|0.85365856|0.8717949|0.9714286|0.9189189
40|35|5|1|1|0.85714287|0.875|0.9722222|0.92105263
41|36|5|1|1|0.8604651|0.8780488|0.972973|0.9230769
42|37|5|1|1|0.8636364|0.88095236|0.9736842|0.92499995
43|38|5|1|1|0.8666667|0.88372093|0.974359|0.9268293
44|39|5|1|1|0.8695652|0.8863636|0.975|0.92857146
45|40|5|1|1|0.87234044|0.8888889|0.9756098|0.93023264
46|41|5|1|1|0.875|0.8913044|0.97619045|0.9318182
47|42|5|1|1|0.877551|0.89361703|0.9767442|0.93333334
48|42|6|1|1|0.86|0.875|0.9767442|0.9230769
49|43|6|1|1|0.8627451|0.877551|0.97727275|0.9247312
50|43|7|1|1|0.84615386|0.86|0.97727275|0.9148936
51|44|7|1|1|0.8490566|0.8627451|0.9777778|0.9166666
52|45|7|1|1|0.8518519|0.86538464|0.9782609|0.9183673
53|46|7|1|1|0.8545455|0.8679245|0.9787234|0.91999996
54|47|7|1|1|0.85714287|0.8703704|0.9791667|0.92156863
55|48|7|1|1|0.8596491|0.8727273|0.97959185|0.9230769
56|48|7|1|2|0.8448276|0.8727273|0.96|0.9142857
57|48|7|1|3|0.8305085|0.8727273|0.9411765|0.9056604
58|48|7|1|4|0.81666666|0.8727273|0.9230769|0.89719623
59|49|7|1|4|0.8196721|0.875|0.9245283|0.89908254
60|49|7|1|5|0.8064516|0.875|0.9074074|0.8909091
61|50|7|1|5|0.8095238|0.877193|0.90909094|0.8928571
62|50|8|1|5|0.796875|0.86206895|0.90909094|0.88495576
63|51|8|1|5|0.8|0.86440676|0.91071427|0.8869565
64|52|8|1|5|0.8030303|0.8666667|0.9122807|0.8888889
65|52|8|1|6|0.7910448|0.8666667|0.8965517|0.88135594
66|53|8|1|6|0.7941176|0.86885244|0.89830506|0.88333327
67|54|8|1|6|0.79710144|0.87096775|0.9|0.88524586
68|55|8|1|6|0.8|0.8730159|0.90163934|0.88709676
69|56|8|1|6|0.8028169|0.875|0.9032258|0.88888884
70|56|9|1|6|0.7916667|0.86153847|0.9032258|0.8818897
71|57|9|1|6|0.79452056|0.8636364|0.9047619|0.88372093
72|58|9|1|6|0.7972973|0.86567163|0.90625|0.88549614
73|58|10|1|6|0.7866667|0.85294116|0.90625|0.8787879
74|58|11|1|6|0.7763158|0.8405797|0.90625|0.8721804
75|59|11|1|6|0.77922076|0.8428571|0.9076923|0.8740741
76|60|11|1|6|0.78205127|0.8450704|0.90909094|0.8759124
77|61|11|1|6|0.7848101|0.8472222|0.9104478|0.8776979
78|62|11|1|6|0.7875|0.84931505|0.9117647|0.87943256
79|63|11|1|6|0.79012346|0.8513514|0.9130435|0.88111895
80|64|11|1|6|0.79268295|0.85333335|0.9142857|0.8827586
81|65|11|1|6|0.79518074|0.8552632|0.91549295|0.88435376
82|66|11|1|6|0.79761904|0.85714287|0.9166667|0.8859061
83|67|11|1|6|0.8|0.85897434|0.91780823|0.88741726
84|68|11|1|6|0.8023256|0.8607595|0.9189189|0.8888889
85|69|11|1|6|0.8045977|0.8625|0.92|0.89032257
86|70|11|1|6|0.8068182|0.86419755|0.92105263|0.89171976
87|71|11|1|6|0.80898875|0.86585367|0.9220779|0.8930818
88|72|11|1|6|0.8111111|0.8674699|0.9230769|0.8944099
89|73|11|1|6|0.8131868|0.86904764|0.9240506|0.8957056
90|73|12|1|6|0.8043478|0.85882354|0.9240506|0.89024395
91|74|12|1|6|0.8064516|0.8604651|0.925|0.8915662
92|75|12|1|6|0.80851066|0.86206895|0.9259259|0.89285713
93|76|12|1|6|0.8105263|0.8636364|0.9268293|0.89411765
94|77|12|1|6|0.8125|0.8651685|0.92771083|0.8953488
95|78|12|1|6|0.814433|0.8666667|0.9285714|0.8965517
96|79|12|1|6|0.81632656|0.8681319|0.92941177|0.89772725
97|80|12|1|6|0.8181818|0.8695652|0.9302326|0.89887637
98|80|12|1|7|0.81|0.8695652|0.9195402|0.89385474
99|81|12|1|7|0.8118812|0.87096775|0.92045456|0.8950276
100|82|12|1|7|0.8137255|0.87234044|0.92134833|0.8961749
101|82|12|1|8|0.80582523|0.87234044|0.9111111|0.8913044
102|82|12|1|9|0.7980769|0.87234044|0.9010989|0.8864865
103|82|12|1|10|0.7904762|0.87234044|0.8913044|0.8817204
104|83|12|1|10|0.7924528|0.8736842|0.8924731|0.8829787
105|84|12|1|10|0.7943925|0.875|0.89361703|0.8842105
106|84|12|1|11|0.787037|0.875|0.8842105|0.8795811
107|85|12|1|11|0.78899086|0.87628865|0.8854167|0.880829
108|86|12|1|11|0.7909091|0.877551|0.88659793|0.8820513
109|87|12|1|11|0.7927928|0.8787879|0.8877551|0.88324875
110|88|12|1|11|0.79464287|0.88|0.8888889|0.88442206
111|89|12|1|11|0.79646015|0.8811881|0.89|0.8855722
112|90|12|1|11|0.7982456|0.88235295|0.8910891|0.8866995
113|91|12|1|11|0.8|0.88349515|0.89215684|0.88780487
114|92|12|1|11|0.80172414|0.88461536|0.89320385|0.88888896
115|93|12|1|11|0.8034188|0.8857143|0.8942308|0.8899521
116|94|12|1|11|0.80508476|0.8867925|0.8952381|0.89099526
117|95|12|1|11|0.8067227|0.88785046|0.8962264|0.89201874
118|96|12|1|11|0.80833334|0.8888889|0.89719623|0.89302325
119|97|12|1|11|0.80991733|0.88990825|0.8981481|0.89400923
120|98|12|1|11|0.8114754|0.8909091|0.89908254|0.89497715
121|99|12|1|11|0.8130081|0.8918919|0.9|0.8959276
122|99|12|1|12|0.8064516|0.8918919|0.8918919|0.8918919
123|100|12|1|12|0.808|0.89285713|0.89285713|0.89285713
124|101|12|1|12|0.8095238|0.8938053|0.8938053|0.8938053
125|102|12|1|12|0.8110236|0.8947368|0.8947368|0.8947368
126|103|12|1|12|0.8125|0.8956522|0.8956522|0.8956522
127|104|12|1|12|0.81395346|0.8965517|0.8965517|0.8965517
128|105|12|1|12|0.8153846|0.8974359|0.8974359|0.8974359
129|105|13|1|12|0.8091603|0.8898305|0.8974359|0.89361703
130|106|13|1|12|0.81060606|0.8907563|0.89830506|0.8945148
131|106|13|1|13|0.80451125|0.8907563|0.8907563|0.8907563
132|107|13|1|13|0.80597013|0.89166665|0.89166665|0.89166665
133|108|13|1|13|0.8074074|0.892562|0.892562|0.892562
134|109|13|1|13|0.8088235|0.89344263|0.89344263|0.89344263
135|110|13|1|13|0.810219|0.8943089|0.8943089|0.8943089
136|110|14|1|13|0.8043478|0.88709676|0.8943089|0.89068824
137|111|14|1|13|0.8057554|0.888|0.8951613|0.8915663
138|112|14|1|13|0.80714285|0.8888889|0.896|0.89243025
139|112|14|1|14|0.8014184|0.8888889|0.8888889|0.8888889
140|113|14|1|14|0.8028169|0.8897638|0.8897638|0.8897638
141|114|14|1|14|0.8041958|0.890625|0.890625|0.890625
142|115|14|1|14|0.8055556|0.8914729|0.8914729|0.8914729
143|115|14|1|15|0.8|0.8914729|0.88461536|0.8880308
144|116|14|1|15|0.80136985|0.8923077|0.8854962|0.8888889
145|117|14|1|15|0.8027211|0.89312977|0.8863636|0.88973385
146|118|14|1|15|0.8040541|0.8939394|0.88721806|0.890566
147|119|14|1|15|0.80536914|0.8947368|0.8880597|0.89138573
148|120|14|1|15|0.8066667|0.8955224|0.8888889|0.8921933
149|121|14|1|15|0.80794704|0.8962963|0.8897059|0.892989
150|122|14|1|15|0.80921054|0.89705884|0.890511|0.89377296
151|122|15|1|15|0.8039216|0.890511|0.890511|0.890511
152|122|16|1|15|0.7987013|0.884058|0.890511|0.8872727
153|123|16|1|15|0.8|0.8848921|0.8913044|0.8880867
154|124|16|1|15|0.80128205|0.8857143|0.8920863|0.8888889
155|125|16|1|15|0.80254775|0.8865248|0.89285713|0.8896797
156|126|16|1|15|0.8037975|0.8873239|0.89361703|0.8904593
157|127|16|1|15|0.8050314|0.8881119|0.8943662|0.8912281
158|127|16|1|16|0.8|0.8881119|0.8881119|0.8881119
159|127|16|1|17|0.7950311|0.8881119|0.8819444|0.88501745
160|128|16|1|17|0.7962963|0.8888889|0.8827586|0.8858132
161|129|16|1|17|0.797546|0.8896552|0.8835617|0.886598
162|130|16|1|17|0.7987805|0.89041096|0.88435376|0.887372
163|130|16|1|18|0.7939394|0.89041096|0.8783784|0.88435376
164|130|16|1|19|0.7891566|0.89041096|0.8724832|0.8813559
165|131|16|1|19|0.79041916|0.89115644|0.87333333|0.8821549
166|131|16|1|20|0.78571427|0.89115644|0.86754966|0.8791946
167|132|16|1|20|0.78698224|0.8918919|0.8684211|0.88
168|133|16|1|20|0.7882353|0.89261746|0.86928105|0.88079476
169|134|16|1|20|0.7894737|0.8933333|0.8701299|0.8815789
170|135|16|1|20|0.7906977|0.89403975|0.87096775|0.88235295
171|135|16|1|21|0.78612715|0.89403975|0.86538464|0.8794788
172|136|16|1|21|0.7873563|0.8947368|0.86624205|0.8802589
173|137|16|1|21|0.7885714|0.89542484|0.8670886|0.88102895
174|138|16|1|21|0.78977275|0.8961039|0.8679245|0.88178915
175|139|16|1|21|0.79096043|0.8967742|0.86875|0.88253963
176|139|16|1|22|0.78651685|0.8967742|0.863354|0.8797468
177|140|16|1|22|0.7877095|0.8974359|0.86419755|0.88050324
178|141|16|1|22|0.7888889|0.8980892|0.86503065|0.88124996
179|142|16|1|22|0.7900553|0.89873415|0.86585367|0.8819875
180|143|16|1|22|0.7912088|0.8993711|0.8666667|0.88271606
181|144|16|1|22|0.79234976|0.9|0.8674699|0.8834356
182|145|16|1|22|0.79347825|0.9006211|0.8682635|0.8841463
183|146|16|1|22|0.7945946|0.90123457|0.86904764|0.8848485
184|147|16|1|22|0.79569894|0.9018405|0.8698225|0.8855422
185|148|16|1|22|0.79679143|0.902439|0.87058824|0.88622755
186|148|16|1|23|0.7925532|0.902439|0.86549705|0.8835821
187|149|16|1|23|0.7936508|0.9030303|0.86627907|0.884273
188|150|16|1|23|0.79473686|0.90361446|0.867052|0.88495576
189|151|16|1|23|0.79581153|0.9041916|0.8678161|0.8856305
190|151|16|1|24|0.7916667|0.9041916|0.86285716|0.8830409
191|152|16|1|24|0.7927461|0.9047619|0.8636364|0.88372093
192|153|16|1|24|0.7938144|0.9053255|0.86440676|0.8843931
193|154|16|1|24|0.7948718|0.90588236|0.8651685|0.8850574
194|155|16|1|24|0.79591835|0.90643275|0.8659218|0.8857143
195|156|16|1|24|0.79695433|0.90697676|0.8666667|0.88636357
196|157|16|1|24|0.7979798|0.90751445|0.8674033|0.8870056
197|158|16|1|24|0.79899496|0.90804595|0.8681319|0.8876404
198|159|16|1|24|0.8|0.9085714|0.86885244|0.8882681
199|160|16|1|24|0.80099505|0.90909094|0.8695652|0.8888889
200|161|16|1|24|0.8019802|0.90960455|0.87027025|0.88950276
201|162|16|1|24|0.8029557|0.9101124|0.87096775|0.8901099
202|163|16|1|24|0.8039216|0.91061455|0.8716577|0.89071035
203|164|16|1|24|0.80487806|0.9111111|0.87234044|0.8913044
204|165|16|1|24|0.80582523|0.9116022|0.8730159|0.89189184
205|166|16|1|24|0.8067633|0.9120879|0.8736842|0.89247316
206|166|16|1|25|0.80288464|0.9120879|0.8691099|0.89008045
207|166|16|1|26|0.79904306|0.9120879|0.8645833|0.88770056
208|167|16|1|26|0.8|0.91256833|0.865285|0.8882979
209|167|16|1|27|0.79620856|0.91256833|0.86082476|0.8859417
210|168|16|1|27|0.7971698|0.9130435|0.86153847|0.8865436
211|169|16|1|27|0.79812205|0.91351354|0.8622449|0.8871391
212|170|16|1|27|0.7990654|0.9139785|0.8629442|0.88772845
213|170|17|1|27|0.7953488|0.90909094|0.8629442|0.8854167
214|171|17|1|27|0.7962963|0.90957445|0.8636364|0.8860104
215|172|17|1|27|0.797235|0.9100529|0.8643216|0.88659793
216|173|17|1|27|0.79816514|0.91052634|0.865|0.88717955
217|174|17|1|27|0.79908675|0.91099477|0.86567163|0.8877551
218|175|17|1|27|0.8|0.9114583|0.86633664|0.8883249
219|176|17|1|27|0.800905|0.9119171|0.8669951|0.8888889
220|177|17|1|27|0.8018018|0.91237116|0.86764705|0.8894472
221|178|17|1|27|0.80269057|0.9128205|0.8682927|0.89000005
222|179|17|1|27|0.8035714|0.9132653|0.86893207|0.8905473
223|179|17|1|28|0.8|0.9132653|0.8647343|0.88833743
224|180|17|1|28|0.80088496|0.9137056|0.86538464|0.8888889
225|181|17|1|28|0.8017621|0.9141414|0.8660287|0.8894349
226|182|17|1|28|0.80263156|0.91457283|0.8666667|0.88997555
227|183|17|1|28|0.80349344|0.915|0.8672986|0.89051104
228|183|18|1|28|0.8|0.9104478|0.8672986|0.8883495
229|184|18|1|28|0.8008658|0.9108911|0.8679245|0.8888889
230|185|18|1|28|0.80172414|0.91133004|0.8685446|0.88942313
231|186|18|1|28|0.8025751|0.9117647|0.86915886|0.8899521
232|186|19|1|28|0.7991453|0.9073171|0.86915886|0.88782823
233|186|19|1|29|0.79574466|0.9073171|0.8651163|0.8857143
234|187|19|1|29|0.7966102|0.907767|0.8657407|0.8862559
235|188|19|1|29|0.79746836|0.90821254|0.8663595|0.8867924
236|189|19|1|29|0.79831934|0.90865386|0.8669725|0.8873239
237|190|19|1|29|0.79916316|0.90909094|0.86757994|0.88785046
238|190|20|1|29|0.79583335|0.9047619|0.86757994|0.88578093
239|191|20|1|29|0.7966805|0.9052133|0.8681818|0.886311
240|192|20|1|29|0.79752064|0.9056604|0.8687783|0.88683605
241|193|20|1|29|0.7983539|0.9061033|0.8693694|0.8873564
242|194|20|1|29|0.7991803|0.90654206|0.8699552|0.8878719
243|195|20|1|29|0.8|0.90697676|0.87053573|0.8883827
244|196|20|1|29|0.800813|0.9074074|0.8711111|0.8888889
245|196|20|1|30|0.7975708|0.9074074|0.86725664|0.88687783
246|197|20|1|30|0.7983871|0.9078341|0.8678414|0.8873874
247|198|20|1|30|0.7991968|0.9082569|0.8684211|0.88789237
248|199|20|1|30|0.8|0.9086758|0.8689956|0.88839287
249|200|20|1|30|0.8007968|0.90909094|0.8695652|0.8888889
250|201|20|1|30|0.8015873|0.90950227|0.8701299|0.8893806
251|202|20|1|30|0.80237156|0.9099099|0.87068963|0.88986784
252|203|20|1|30|0.8031496|0.9103139|0.8712446|0.8903509
253|204|20|1|30|0.8039216|0.91071427|0.8717949|0.89082974
254|205|20|1|30|0.8046875|0.9111111|0.87234044|0.8913044
255|206|20|1|30|0.80544746|0.91150445|0.87288135|0.8917749
256|207|20|1|30|0.8062016|0.91189426|0.87341774|0.8922414
257|208|20|1|30|0.8069498|0.9122807|0.8739496|0.89270383
258|209|20|1|30|0.8076923|0.91266376|0.87447697|0.8931624
259|210|20|1|30|0.8084291|0.9130435|0.875|0.89361703
260|211|20|1|30|0.8091603|0.9134199|0.8755187|0.8940678
261|212|20|1|30|0.8098859|0.9137931|0.87603307|0.8945148
262|213|20|1|30|0.81060606|0.9141631|0.8765432|0.894958
263|214|20|1|30|0.8113208|0.9145299|0.8770492|0.8953975
264|215|20|1|30|0.8120301|0.9148936|0.877551|0.8958333
265|216|20|1|30|0.81273407|0.91525424|0.8780488|0.89626557
266|217|20|1|30|0.8134328|0.9156118|0.8785425|0.8966942
267|218|20|1|30|0.8141264|0.9159664|0.87903225|0.89711934
268|219|20|1|30|0.8148148|0.916318|0.8795181|0.89754105
269|220|20|1|30|0.8154982|0.9166667|0.88|0.89795923
270|221|20|1|30|0.8161765|0.91701245|0.8804781|0.8983739
271|221|20|1|31|0.8131868|0.91701245|0.8769841|0.8965517
272|222|20|1|31|0.81386864|0.91735536|0.8774704|0.8969697
273|223|20|1|31|0.81454545|0.91769546|0.87795275|0.8973843
274|224|20|1|31|0.8152174|0.91803277|0.8784314|0.89779556
275|225|20|1|31|0.8158845|0.9183673|0.87890625|0.89820355
276|225|21|1|31|0.81294966|0.91463417|0.87890625|0.89641434
277|226|21|1|31|0.8136201|0.91497976|0.8793774|0.8968254
278|227|21|1|31|0.8142857|0.9153226|0.87984496|0.8972332
279|227|21|1|32|0.8113879|0.9153226|0.87644786|0.89546347
280|228|21|1|32|0.8120567|0.91566265|0.8769231|0.89587426
281|228|21|1|33|0.8091873|0.91566265|0.87356323|0.89411765
282|229|21|1|33|0.80985916|0.916|0.8740458|0.8945313
283|230|21|1|33|0.8105263|0.9163347|0.8745247|0.8949416
284|231|21|1|33|0.8111888|0.9166667|0.875|0.89534885
285|232|21|1|33|0.8118467|0.91699606|0.8754717|0.8957529
286|232|21|1|34|0.8090278|0.91699606|0.87218046|0.894027
287|232|22|1|34|0.8062284|0.9133858|0.87218046|0.89230764
288|232|22|1|35|0.80344826|0.9133858|0.8689138|0.89059496
289|233|22|1|35|0.8041237|0.9137255|0.869403|0.8910134
290|234|22|1|35|0.80479455|0.9140625|0.8698885|0.8914286
291|235|22|1|35|0.80546075|0.9143969|0.8703704|0.89184064
292|236|22|1|35|0.8061224|0.9147287|0.8708487|0.8922496
293|237|22|1|35|0.8067797|0.9150579|0.8713235|0.8926553
294|238|22|1|35|0.8074324|0.9153846|0.8717949|0.8930581
295|239|22|1|35|0.8080808|0.91570884|0.8722628|0.89345795
296|240|22|1|35|0.8087248|0.9160305|0.8727273|0.8938548
297|240|23|1|35|0.8060201|0.9125475|0.8727273|0.8921934
298|240|23|1|36|0.80333334|0.9125475|0.8695652|0.89053804
299|241|23|1|36|0.8039867|0.9128788|0.8700361|0.89094275
300|242|23|1|36|0.80463576|0.91320753|0.8705036|0.8913443
301|243|23|1|36|0.8052805|0.9135338|0.87096775|0.8917431
302|244|23|1|36|0.8059211|0.9138577|0.87142855|0.89213896
303|245|23|1|36|0.80655736|0.9141791|0.87188613|0.8925319
304|246|23|1|36|0.8071895|0.91449815|0.87234044|0.892922
305|246|23|1|37|0.80456024|0.91449815|0.8692579|0.8913044
306|247|23|1|37|0.8051948|0.91481483|0.8697183|0.8916968
307|248|23|1|37|0.80582523|0.9151291|0.8701754|0.8920863
308|249|23|1|37|0.8064516|0.91544116|0.8706294|0.89247304
309|250|23|1|37|0.80707395|0.9157509|0.87108016|0.89285713
310|250|23|1|38|0.80448717|0.9157509|0.8680556|0.8912656
311|251|23|1|38|0.8051118|0.9160584|0.8685121|0.89165187
312|252|23|1|38|0.8057325|0.91636366|0.8689655|0.8920355
313|253|23|1|38|0.8063492|0.9166667|0.8694158|0.89241624
314|254|23|1|38|0.806962|0.9169675|0.86986303|0.8927944
315|255|23|1|38|0.807571|0.9172662|0.87030715|0.8931699
316|256|23|1|38|0.8081761|0.9175627|0.8707483|0.89354277
317|256|23|1|39|0.8056426|0.9175627|0.8677966|0.891986
318|257|23|1|39|0.80625|0.91785717|0.8682432|0.8923611
319|258|23|1|39|0.8068536|0.9181495|0.86868685|0.8927335
320|259|23|1|39|0.8074534|0.91843975|0.8691275|0.8931035
321|260|23|1|39|0.80804956|0.91872793|0.8695652|0.89347076
322|261|23|1|39|0.80864197|0.9190141|0.87|0.8938356
323|262|23|1|39|0.80923074|0.91929823|0.8704319|0.894198
324|263|23|1|39|0.80981594|0.9195804|0.87086093|0.8945579
325|263|24|1|39|0.80733943|0.9163763|0.87086093|0.8930391
326|264|24|1|39|0.80792683|0.9166667|0.8712871|0.893401
327|265|24|1|39|0.80851066|0.916955|0.87171054|0.8937605
328|266|24|1|39|0.8090909|0.9172414|0.87213117|0.8941177
329|266|24|1|40|0.8066465|0.9172414|0.86928105|0.8926175
330|266|24|1|41|0.80421686|0.9172414|0.86644953|0.8911223
331|267|24|1|41|0.8048048|0.91752577|0.8668831|0.8914858
332|268|24|1|41|0.8053892|0.91780823|0.8673139|0.8918469
333|269|24|1|41|0.80597013|0.91808873|0.86774194|0.89220566
334|269|24|1|42|0.8035714|0.91808873|0.8649518|0.8907285
335|270|24|1|42|0.8041543|0.9183673|0.86538464|0.8910891
336|271|24|1|42|0.80473375|0.9186441|0.8658147|0.89144737
337|272|24|1|42|0.8053097|0.9189189|0.86624205|0.89180326
338|273|24|1|42|0.80588233|0.9191919|0.8666667|0.89215684
339|274|24|1|42|0.8064516|0.9194631|0.8670886|0.89250815
340|274|24|1|43|0.80409354|0.9194631|0.8643533|0.89105695
341|275|24|1|43|0.80466473|0.91973245|0.8647799|0.89141005
342|276|24|1|43|0.8052326|0.92|0.86520374|0.8917609
343|277|24|1|43|0.8057971|0.9202658|0.865625|0.8921095
344|277|24|1|44|0.8034682|0.9202658|0.86292833|0.89067525
345|278|24|1|44|0.8040346|0.9205298|0.863354|0.89102566
346|278|24|1|45|0.80172414|0.9205298|0.8606811|0.8896
347|279|24|1|45|0.8022923|0.9207921|0.8611111|0.8899521
348|280|24|1|45|0.80285716|0.92105263|0.86153847|0.8903021
349|281|24|1|45|0.8034188|0.9213115|0.8619632|0.89064986
350|282|24|1|45|0.80397725|0.92156863|0.86238533|0.8909953
351|283|24|1|45|0.8045326|0.9218241|0.8628049|0.8913386
352|284|24|1|45|0.80508476|0.9220779|0.8632219|0.8916797
353|284|25|1|45|0.8028169|0.91909385|0.8632219|0.89028215
354|284|26|1|45|0.8005618|0.91612905|0.8632219|0.88888884
355|285|26|1|45|0.80112046|0.9163987|0.8636364|0.8892356
356|286|26|1|45|0.801676|0.9166667|0.86404836|0.88958013
357|287|26|1|45|0.8022284|0.9169329|0.86445785|0.8899225
358|288|26|1|45|0.80277777|0.91719747|0.8648649|0.8902628
359|288|26|1|46|0.80055404|0.91719747|0.8622754|0.8888889
360|289|26|1|46|0.80110496|0.9174603|0.8626866|0.88923085
361|290|26|1|46|0.8016529|0.9177215|0.8630952|0.88957053
362|291|26|1|46|0.8021978|0.9179811|0.8635015|0.8899083
363|292|26|1|46|0.80273974|0.918239|0.8639053|0.8902439
364|293|26|1|46|0.8032787|0.9184953|0.8643068|0.89057755
365|294|26|1|46|0.8038147|0.91875|0.86470586|0.8909091
366|294|26|1|47|0.80163044|0.91875|0.8621701|0.8895613
367|295|26|1|47|0.802168|0.9190031|0.8625731|0.8898945
368|295|27|1|47|0.8|0.9161491|0.8625731|0.8885542
369|296|27|1|47|0.8005391|0.91640866|0.86297375|0.8888889
370|296|27|1|48|0.7983871|0.91640866|0.8604651|0.8875562
371|297|27|1|48|0.7989276|0.9166667|0.8608696|0.88789237
372|298|27|1|48|0.79946524|0.9169231|0.8612717|0.8882265
373|298|27|1|49|0.79733336|0.9169231|0.8587896|0.8869048
374|299|27|1|49|0.79787236|0.9171779|0.8591954|0.8872403
375|300|27|1|49|0.7984085|0.9174312|0.8595989|0.88757396
376|301|27|1|49|0.7989418|0.91768295|0.86|0.8879056
377|302|27|1|49|0.7994723|0.9179331|0.8603989|0.8882353
378|302|28|1|49|0.7973684|0.91515154|0.8603989|0.886931
379|303|28|1|49|0.79790026|0.91540784|0.86079544|0.88726205
380|304|28|1|49|0.7984293|0.91566265|0.8611898|0.88759124
381|304|29|1|49|0.79634464|0.9129129|0.8611898|0.8862974
382|305|29|1|49|0.796875|0.9131737|0.8615819|0.8866279
383|306|29|1|49|0.7974026|0.91343284|0.86197186|0.8869565
384|307|29|1|49|0.79792744|0.91369045|0.8623595|0.8872832
385|308|29|1|49|0.79844964|0.91394657|0.8627451|0.88760805
386|309|29|1|49|0.7989691|0.9142012|0.8631285|0.88793105
387|309|29|1|50|0.7969152|0.9142012|0.8607242|0.8866571
388|310|29|1|50|0.7974359|0.9144543|0.8611111|0.8869814
389|311|29|1|50|0.79795396|0.9147059|0.86149585|0.8873038
390|312|29|1|50|0.79846936|0.91495603|0.86187845|0.8876245
391|313|29|1|50|0.7989822|0.9152047|0.862259|0.88794327
392|314|29|1|50|0.79949236|0.9154519|0.86263734|0.8882602
393|315|29|1|50|0.8|0.9156977|0.8630137|0.8885755
394|315|29|1|51|0.7979798|0.9156977|0.8606557|0.887324
395|316|29|1|51|0.7984887|0.915942|0.8610354|0.8876404
396|317|29|1|51|0.79899496|0.91618496|0.86141306|0.8879552
397|318|29|1|51|0.79949874|0.91642654|0.86178863|0.8882682
398|319|29|1|51|0.8|0.9166667|0.8621622|0.88857937
399|319|29|1|52|0.798005|0.9166667|0.85983825|0.88734347
400|320|29|1|52|0.79850745|0.91690546|0.86021507|0.887656
401|321|29|1|52|0.7990074|0.91714287|0.8605898|0.8879669
402|322|29|1|52|0.79950494|0.9173789|0.86096257|0.8882758
403|323|29|1|52|0.8|0.9176136|0.8613333|0.88858324
404|324|29|1|52|0.8004926|0.91784704|0.86170214|0.88888896
405|325|29|1|52|0.8009828|0.9180791|0.86206895|0.8891929
406|325|29|1|53|0.79901963|0.9180791|0.85978836|0.88797814
407|326|29|1|53|0.799511|0.91830987|0.8601583|0.88828343
408|327|29|1|53|0.8|0.91853935|0.8605263|0.888587
409|328|29|1|53|0.8004866|0.9187675|0.8608924|0.88888884
410|329|29|1|53|0.80097085|0.9189944|0.86125654|0.8891892
411|330|29|1|53|0.80145276|0.91922003|0.8616188|0.88948786
412|331|29|1|53|0.8019324|0.91944444|0.8619792|0.889785
413|332|29|1|53|0.80240965|0.9196676|0.86233765|0.8900804
414|333|29|1|53|0.80288464|0.9198895|0.8626943|0.89037436
415|334|29|1|53|0.8033573|0.92011017|0.8630491|0.8906666
416|335|29|1|53|0.80382776|0.9203297|0.86340207|0.8909575
417|336|29|1|53|0.80429596|0.92054796|0.8637532|0.8912467
418|337|29|1|53|0.8047619|0.92076504|0.86410254|0.8915344
419|338|29|1|53|0.8052257|0.92098093|0.86445016|0.89182055
