1|1.0|1.0|1.0|1.0
2|1.0|1.0|1.0|1.0
4|1.0|1.0|1.0|1.0
6|0.8|0.75|1.0|0.85714287
8|0.8333333|0.8|1.0|0.88888896
11|0.85714287|0.8|1.0|0.88888896
15|0.875|0.8|1.0|0.88888896
16|0.8888889|0.8|1.0|0.88888896
19|0.8|0.6666667|1.0|0.8
20|0.72727275|0.6666667|0.8|0.72727275
22|0.75|0.71428573|0.8333333|0.7692307
23|0.7692308|0.71428573|0.8333333|0.7692307
24|0.71428573|0.625|0.8333333|0.71428573
25|0.73333335|0.6666667|0.85714287|0.75
26|0.75|0.6666667|0.85714287|0.75
32|0.7058824|0.6|0.85714287|0.70588243
33|0.6666667|0.6|0.75|0.6666667
35|0.6315789|0.6|0.6666667|0.63157904
36|0.65|0.6|0.6666667|0.63157904
39|0.6666667|0.6|0.6666667|0.63157904
41|0.6818182|0.6|0.6666667|0.63157904
42|0.6956522|0.6|0.6666667|0.63157904
46|0.7083333|0.6363636|0.7|0.6666667
48|0.72|0.6666667|0.72727275|0.6956521
49|0.7307692|0.6666667|0.72727275|0.6956521
51|0.7407407|0.6923077|0.75|0.72
53|0.71428573|0.6923077|0.6923077|0.6923077
54|0.7241379|0.71428573|0.71428573|0.7142857
55|0.73333335|0.71428573|0.71428573|0.7142857
56|0.7096774|0.6666667|0.71428573|0.68965524
58|0.6875|0.6666667|0.6666667|0.6666667
59|0.6969697|0.6875|0.6875|0.6875
60|0.7058824|0.6875|0.6875|0.6875
61|0.71428573|0.7058824|0.7058824|0.7058824
62|0.7222222|0.7058824|0.7058824|0.7058824
63|0.7027027|0.7058824|0.6666667|0.6857143
69|0.68421054|0.6666667|0.6666667|0.6666667
71|0.6923077|0.6666667|0.6666667|0.6666667
79|0.7|0.6666667|0.6666667|0.6666667
80|0.70731705|0.68421054|0.68421054|0.68421054
81|0.71428573|0.68421054|0.68421054|0.68421054
83|0.6976744|0.65|0.68421054|0.6666667
85|0.70454544|0.6666667|0.7|0.68292683
86|0.7111111|0.6818182|0.71428573|0.69767445
87|0.7173913|0.6818182|0.71428573|0.69767445
90|0.70212764|0.6818182|0.6818182|0.6818182
92|0.7083333|0.6956522|0.6956522|0.6956522
93|0.71428573|0.7083333|0.7083333|0.7083334
94|0.72|0.7083333|0.7083333|0.7083334
95|0.7254902|0.72|0.72|0.71999997
97|0.7307692|0.7307692|0.7307692|0.7307692
98|0.7358491|0.7307692|0.7307692|0.7307692
99|0.7407407|0.7407407|0.7407407|0.7407407
100|0.72727275|0.7407407|0.71428573|0.72727275
101|0.73214287|0.75|0.7241379|0.73684216
102|0.7368421|0.7586207|0.73333335|0.7457627
103|0.7241379|0.73333335|0.73333335|0.73333335
104|0.7288136|0.73333335|0.73333335|0.73333335
105|0.73333335|0.73333335|0.73333335|0.73333335
106|0.73333335|0.73333335|0.73333335|0.73333335
107|0.73770493|0.7419355|0.7419355|0.7419355
110|0.7419355|0.75|0.75|0.75
112|0.73015875|0.72727275|0.75|0.73846155
113|0.71875|0.72727275|0.72727275|0.72727275
114|0.7076923|0.7058824|0.72727275|0.71641797
115|0.7121212|0.71428573|0.7352941|0.7246377
116|0.7164179|0.7222222|0.74285716|0.73239446
120|0.7205882|0.7297297|0.75|0.73972607
121|0.7246377|0.7368421|0.7567568|0.74666667
123|0.7285714|0.74358976|0.7631579|0.7532467
128|0.7183099|0.725|0.7631579|0.7435897
129|0.7222222|0.725|0.7631579|0.7435897
130|0.72602737|0.73170733|0.7692308|0.74999994
131|0.72602737|0.73170733|0.7692308|0.74999994
132|0.7297297|0.7380952|0.775|0.7560976
133|0.73333335|0.7380952|0.775|0.7560976
134|0.7236842|0.7209302|0.775|0.74698794
136|0.72727275|0.72727275|0.7804878|0.7529412
137|0.7307692|0.72727275|0.7804878|0.7529412
138|0.721519|0.7111111|0.7804878|0.74418604
140|0.7125|0.6956522|0.7804878|0.7356321
141|0.7160494|0.70212764|0.78571427|0.74157304
142|0.7195122|0.7083333|0.7906977|0.7472527
143|0.7108434|0.7083333|0.77272725|0.73913044
144|0.70238096|0.6938776|0.77272725|0.7311828
146|0.69411767|0.6938776|0.75555557|0.72340435
148|0.6976744|0.6938776|0.75555557|0.72340435
149|0.6896552|0.6938776|0.73913044|0.7157895
151|0.6818182|0.6938776|0.7234042|0.7083333
152|0.6741573|0.6938776|0.7083333|0.7010309
154|0.6666667|0.68|0.7083333|0.6938775
158|0.6703297|0.6862745|0.71428573|0.70000005
159|0.6630435|0.6730769|0.71428573|0.6930693
160|0.6666667|0.6792453|0.72|0.69902915
163|0.65957445|0.6666667|0.72|0.69230765
164|0.6631579|0.6727273|0.7254902|0.69811326
165|0.65625|0.6727273|0.71153843|0.6915888
167|0.6494845|0.6727273|0.6981132|0.6851852
168|0.6530612|0.6785714|0.7037037|0.690909
169|0.65656567|0.68421054|0.7090909|0.69642854
170|0.66|0.6896552|0.71428573|0.7017544
171|0.6633663|0.69491524|0.71929824|0.7068966
172|0.6666667|0.7|0.7241379|0.71186435
173|0.6699029|0.704918|0.7288136|0.7166667
174|0.6730769|0.7096774|0.73333335|0.72131145
175|0.6761905|0.7096774|0.73333335|0.72131145
176|0.6792453|0.71428573|0.73770493|0.72580653
177|0.682243|0.71428573|0.73770493|0.72580653
178|0.6759259|0.703125|0.73770493|0.7199999
179|0.6788991|0.7076923|0.7419355|0.7244094
180|0.6727273|0.7076923|0.73015875|0.71875
181|0.6756757|0.7076923|0.73015875|0.71875
184|0.6785714|0.7076923|0.73015875|0.71875
185|0.6814159|0.7076923|0.73015875|0.71875
186|0.6754386|0.6969697|0.73015875|0.7131783
187|0.6695652|0.6865672|0.73015875|0.7076923
188|0.6637931|0.6764706|0.73015875|0.70229006
189|0.6581197|0.6666667|0.73015875|0.6969697
191|0.66101694|0.6666667|0.73015875|0.6969697
192|0.6554622|0.6571429|0.73015875|0.6917293
193|0.65|0.64788735|0.73015875|0.6865672
194|0.6446281|0.6388889|0.73015875|0.68148154
195|0.647541|0.6438356|0.734375|0.6861314
196|0.6422764|0.6351351|0.734375|0.6811594
197|0.63709676|0.6351351|0.72307694|0.67625904
198|0.632|0.6351351|0.7121212|0.6714285
199|0.63492066|0.6351351|0.7121212|0.6714285
202|0.63779527|0.6351351|0.7121212|0.6714285
203|0.6328125|0.6351351|0.70149255|0.6666666
206|0.6356589|0.64|0.7058824|0.67132866
207|0.63076925|0.64|0.6956522|0.6666667
208|0.6259542|0.64|0.6857143|0.6620689
210|0.6287879|0.6447368|0.69014084|0.6666666
211|0.62406015|0.6363636|0.69014084|0.6621621
212|0.6268657|0.64102566|0.6944444|0.6666667
214|0.62222224|0.64102566|0.6849315|0.6622517
217|0.61764705|0.64102566|0.6756757|0.65789473
218|0.620438|0.64102566|0.6756757|0.65789473
219|0.615942|0.6329114|0.6756757|0.65359473
220|0.61870503|0.6375|0.68|0.6580645
221|0.6142857|0.6296296|0.68|0.65384614
223|0.6099291|0.6219512|0.68|0.64968157
224|0.6126761|0.6219512|0.68|0.64968157
225|0.61538464|0.62650603|0.68421054|0.654088
227|0.6111111|0.62650603|0.6753247|0.65
228|0.6068966|0.62650603|0.6666667|0.6459627
229|0.60958904|0.63095236|0.6708861|0.65030676
230|0.60544217|0.62352943|0.6708861|0.6463415
231|0.6081081|0.627907|0.675|0.6506024
232|0.60402685|0.62068963|0.675|0.64670664
234|0.6|0.6136364|0.675|0.64285713
235|0.5960265|0.60674155|0.675|0.6390532
237|0.5986842|0.6111111|0.67901236|0.64327484
238|0.6013072|0.61538464|0.68292683|0.6473989
239|0.5974026|0.6086956|0.68292683|0.6436782
240|0.59354836|0.60215056|0.68292683|0.64000005
241|0.5897436|0.59574467|0.68292683|0.6363636
243|0.58598727|0.58947366|0.68292683|0.63276833
244|0.5822785|0.5833333|0.68292683|0.62921345
247|0.5786164|0.5833333|0.67469877|0.6256983
248|0.575|0.5833333|0.6666667|0.62222224
249|0.5714286|0.57731956|0.6666667|0.6187845
251|0.5740741|0.5816327|0.67058825|0.62295085
252|0.5766871|0.5858586|0.6744186|0.62702703
253|0.5792683|0.5858586|0.6744186|0.62702703
254|0.58181816|0.5858586|0.6744186|0.62702703
256|0.58433735|0.5858586|0.6744186|0.62702703
257|0.5808383|0.5858586|0.6666667|0.6236559
258|0.5833333|0.5858586|0.6666667|0.6236559
259|0.5857988|0.5858586|0.6666667|0.6236559
262|0.58235294|0.5858586|0.65909094|0.62032086
263|0.5847953|0.59|0.66292137|0.6243386
265|0.5872093|0.5940594|0.6666667|0.62827224
267|0.58381504|0.5940594|0.6593407|0.625
268|0.5862069|0.5940594|0.6593407|0.625
270|0.58285713|0.5882353|0.6593407|0.6217617
271|0.57954544|0.5882353|0.65217394|0.61855674
272|0.5819209|0.5882353|0.65217394|0.61855674
274|0.57865167|0.5825243|0.65217394|0.6153846
275|0.575419|0.5825243|0.6451613|0.6122449
281|0.5777778|0.58653843|0.64893615|0.6161616
282|0.5801105|0.5904762|0.6526316|0.62
284|0.5769231|0.5849057|0.6526316|0.61691546
285|0.57377046|0.5849057|0.6458333|0.6138614
286|0.57608694|0.5849057|0.6458333|0.6138614
287|0.5783784|0.5849057|0.6458333|0.6138614
288|0.5752688|0.5849057|0.63917524|0.61083746
289|0.5752688|0.5849057|0.63917524|0.61083746
290|0.5775401|0.5849057|0.63917524|0.61083746
291|0.5744681|0.5849057|0.63265306|0.60784316
292|0.5767196|0.58878505|0.6363636|0.61165047
293|0.57894737|0.58878505|0.6363636|0.61165047
294|0.57591623|0.58878505|0.63|0.6086956
295|0.5729167|0.5833333|0.63|0.60576916
296|0.5699482|0.57798165|0.63|0.6028708
298|0.5670103|0.57798165|0.62376237|0.59999996
299|0.5641026|0.57798165|0.61764705|0.5971564
300|0.56122446|0.57272726|0.61764705|0.5943396
301|0.56345177|0.57272726|0.61764705|0.5943396
302|0.56345177|0.57272726|0.61764705|0.5943396
303|0.56345177|0.57272726|0.61764705|0.5943396
304|0.56060606|0.5675676|0.61764705|0.5915493
305|0.56281406|0.5714286|0.6213592|0.59534883
306|0.56|0.5714286|0.61538464|0.59259266
307|0.56|0.5714286|0.61538464|0.59259266
308|0.5572139|0.5663717|0.61538464|0.5898618
309|0.55445546|0.5614035|0.61538464|0.587156
310|0.55172414|0.5565217|0.61538464|0.58447486
311|0.54901963|0.55172414|0.61538464|0.5818182
313|0.5463415|0.5470086|0.61538464|0.57918555
314|0.5485437|0.5508475|0.61904764|0.58295965
315|0.5458937|0.5462185|0.61904764|0.58035713
320|0.5432692|0.5416667|0.61904764|0.5777778
321|0.54066986|0.5371901|0.61904764|0.57522124
322|0.54285717|0.5371901|0.61904764|0.57522124
323|0.5450237|0.5409836|0.6226415|0.57894737
324|0.5450237|0.5409836|0.6226415|0.57894737
325|0.5471698|0.54471546|0.62616825|0.58260876
327|0.54460096|0.5403226|0.62616825|0.58008665
328|0.54460096|0.5403226|0.62616825|0.58008665
329|0.5420561|0.536|0.62616825|0.57758623
330|0.53953487|0.536|0.6203704|0.57510734
332|0.537037|0.536|0.6146789|0.57264966
333|0.5391705|0.53968257|0.6181818|0.57627124
334|0.53669727|0.53543305|0.6181818|0.57383966
335|0.53881276|0.5390625|0.6216216|0.57740587
338|0.5409091|0.5426357|0.625|0.5809129
339|0.54298645|0.5426357|0.625|0.5809129
341|0.545045|0.54615384|0.6283186|0.58436215
342|0.54260087|0.54615384|0.622807|0.58196723
343|0.5401786|0.54198474|0.622807|0.5795918
344|0.5422222|0.54545456|0.62608695|0.582996
349|0.5442478|0.5488722|0.62931037|0.5863454
351|0.5462555|0.5488722|0.62931037|0.5863454
352|0.5482456|0.5522388|0.63247865|0.58964145
353|0.55021834|0.5555556|0.63559324|0.59288543
354|0.5521739|0.5555556|0.63559324|0.59288543
356|0.5497835|0.5555556|0.6302521|0.5905512
359|0.54741377|0.5514706|0.6302521|0.5882353
360|0.5450644|0.54744524|0.6302521|0.58593744
361|0.54273504|0.54347825|0.6302521|0.58365756
363|0.54468083|0.54347825|0.6302521|0.58365756
365|0.5466102|0.5467626|0.6333333|0.5868726
366|0.5443038|0.54285717|0.6333333|0.5846154
369|0.5420168|0.53900707|0.6333333|0.58237547
