N|TP|FP|FN|TN|Acuraccy|Precision|Recall|F-Measure
1|2|0|1|0|1.0|1.0|1.0|1.0
2|3|0|1|0|1.0|1.0|1.0|1.0
3|4|0|1|0|1.0|1.0|1.0|1.0
4|5|0|1|0|1.0|1.0|1.0|1.0
5|6|0|1|0|1.0|1.0|1.0|1.0
6|6|0|1|1|0.875|1.0|0.85714287|0.9230769
7|6|0|1|2|0.7777778|1.0|0.75|0.85714287
8|6|0|2|2|0.8|1.0|0.75|0.85714287
9|7|0|2|2|0.8181818|1.0|0.7777778|0.875
10|7|0|2|3|0.75|1.0|0.7|0.82352936
11|8|0|2|3|0.7692308|1.0|0.72727275|0.84210527
12|8|0|2|4|0.71428573|1.0|0.6666667|0.8
13|9|0|2|4|0.73333335|1.0|0.6923077|0.8181818
14|10|0|2|4|0.75|1.0|0.71428573|0.8333334
15|10|0|2|5|0.7058824|1.0|0.6666667|0.8
16|11|0|2|5|0.7222222|1.0|0.6875|0.8148148
17|11|0|2|6|0.68421054|1.0|0.64705884|0.7857143
18|11|0|2|7|0.65|1.0|0.6111111|0.7586207
19|11|0|3|7|0.6666667|1.0|0.6111111|0.7586207
20|11|0|4|7|0.6818182|1.0|0.6111111|0.7586207
21|11|0|4|8|0.65217394|1.0|0.57894737|0.73333335
22|11|0|4|9|0.625|1.0|0.55|0.70967746
23|12|0|4|9|0.64|1.0|0.5714286|0.72727275
24|13|0|4|9|0.65384614|1.0|0.59090906|0.74285716
25|13|0|4|10|0.6296296|1.0|0.5652174|0.7222222
26|14|0|4|10|0.64285713|1.0|0.5833333|0.7368421
27|14|0|4|11|0.62068963|1.0|0.56|0.71794873
28|15|0|4|11|0.6333333|1.0|0.5769231|0.7317073
29|15|0|5|11|0.6451613|1.0|0.5769231|0.7317073
30|16|0|5|11|0.65625|1.0|0.5925926|0.74418604
31|16|0|5|12|0.6363636|1.0|0.5714286|0.72727275
32|17|0|5|12|0.64705884|1.0|0.5862069|0.73913044
33|17|0|5|13|0.62857145|1.0|0.56666666|0.7234043
34|18|0|5|13|0.6388889|1.0|0.58064514|0.7346939
35|18|0|5|14|0.6216216|1.0|0.5625|0.72
36|18|0|6|14|0.6315789|1.0|0.5625|0.72
37|19|0|6|14|0.64102566|1.0|0.57575756|0.7307693
38|19|0|6|15|0.625|1.0|0.5588235|0.7169811
39|19|0|7|15|0.63414633|1.0|0.5588235|0.7169811
40|20|0|7|15|0.64285713|1.0|0.5714286|0.72727275
41|20|0|8|15|0.6511628|1.0|0.5714286|0.72727275
42|21|0|8|15|0.65909094|1.0|0.5833333|0.7368421
43|22|0|8|15|0.6666667|1.0|0.5945946|0.7457627
44|23|0|8|15|0.67391306|1.0|0.6052632|0.75409836
45|23|0|8|15|0.67391306|1.0|0.6052632|0.75409836
46|23|0|8|16|0.65957445|1.0|0.5897436|0.7419355
47|24|0|8|16|0.6666667|1.0|0.6|0.75
48|25|0|8|16|0.67346936|1.0|0.6097561|0.75757575
49|25|0|8|16|0.67346936|1.0|0.6097561|0.75757575
50|26|0|8|16|0.68|1.0|0.61904764|0.7647059
51|27|0|8|16|0.6862745|1.0|0.627907|0.7714285
52|27|0|8|17|0.6730769|1.0|0.6136364|0.7605634
53|28|0|8|17|0.6792453|1.0|0.62222224|0.76712334
54|28|0|8|18|0.6666667|1.0|0.6086956|0.7567567
55|29|0|8|18|0.6727273|1.0|0.61702126|0.76315784
56|30|0|8|18|0.6785714|1.0|0.625|0.7692308
57|31|0|8|18|0.68421054|1.0|0.63265306|0.77500004
58|31|0|8|19|0.67241377|1.0|0.62|0.7654321
59|31|0|8|20|0.66101694|1.0|0.60784316|0.75609756
60|31|0|8|21|0.65|1.0|0.59615386|0.74698794
61|32|0|8|21|0.6557377|1.0|0.6037736|0.7529412
62|33|0|8|21|0.66129035|1.0|0.6111111|0.7586207
63|34|0|8|21|0.6666667|1.0|0.6181818|0.76404494
64|34|0|8|22|0.65625|1.0|0.60714287|0.7555555
65|34|1|8|22|0.64615387|0.9714286|0.60714287|0.74725276
66|34|2|8|22|0.6363636|0.9444444|0.60714287|0.73913044
67|35|2|8|22|0.64179105|0.9459459|0.61403507|0.7446808
68|36|2|8|22|0.64705884|0.94736844|0.62068963|0.75
69|37|2|8|22|0.65217394|0.94871795|0.62711865|0.75510204
70|37|3|8|22|0.64285713|0.925|0.62711865|0.74747473
71|38|3|8|22|0.64788735|0.9268293|0.6333333|0.75247526
72|38|3|9|22|0.6527778|0.9268293|0.6333333|0.75247526
73|39|3|9|22|0.65753424|0.9285714|0.6393443|0.75728154
74|39|3|9|23|0.6486486|0.9285714|0.62903225|0.75000006
75|40|3|9|23|0.6533333|0.9302326|0.63492066|0.754717
76|40|3|9|24|0.6447368|0.9302326|0.625|0.7476636
77|41|3|9|24|0.64935064|0.9318182|0.63076925|0.7522935
78|41|4|9|24|0.64102566|0.9111111|0.63076925|0.7454546
79|41|4|9|25|0.6329114|0.9111111|0.6212121|0.7387387
80|42|4|9|25|0.6375|0.9130435|0.6268657|0.74336284
81|42|4|9|25|0.6375|0.9130435|0.6268657|0.74336284
82|43|4|9|25|0.6419753|0.9148936|0.63235295|0.7478261
83|44|4|9|25|0.64634144|0.9166667|0.6376812|0.75213677
84|44|4|9|26|0.6385542|0.9166667|0.62857145|0.74576277
85|45|4|9|26|0.64285713|0.9183673|0.63380283|0.75
86|45|4|9|27|0.63529414|0.9183673|0.625|0.7438016
87|45|4|9|28|0.627907|0.9183673|0.6164383|0.7377049
88|45|4|9|29|0.62068963|0.9183673|0.6081081|0.73170733
89|45|4|9|30|0.6136364|0.9183673|0.6|0.72580653
90|45|4|9|31|0.60674155|0.9183673|0.59210527|0.72
91|45|5|9|31|0.6|0.9|0.59210527|0.71428573
92|46|5|9|31|0.6043956|0.9019608|0.5974026|0.71874994
93|47|5|9|31|0.6086956|0.90384614|0.6025641|0.7230769
94|48|5|9|31|0.61290324|0.9056604|0.6075949|0.72727275
95|49|5|9|31|0.61702126|0.9074074|0.6125|0.7313432
96|50|5|9|31|0.6210526|0.90909094|0.61728394|0.73529416
97|50|5|9|32|0.6145833|0.90909094|0.6097561|0.729927
98|50|5|9|33|0.6082474|0.90909094|0.60240966|0.7246377
99|51|5|9|33|0.6122449|0.91071427|0.60714287|0.7285715
100|52|5|9|33|0.61616164|0.9122807|0.6117647|0.73239434
101|53|5|9|33|0.62|0.9137931|0.61627907|0.73611104
102|54|5|9|33|0.62376237|0.91525424|0.62068963|0.739726
103|55|5|9|33|0.627451|0.9166667|0.625|0.7432432
104|56|5|9|33|0.63106793|0.91803277|0.6292135|0.7466667
105|57|5|9|33|0.63461536|0.91935486|0.6333333|0.75
106|57|5|10|33|0.63809526|0.91935486|0.6333333|0.75
107|58|5|10|33|0.6415094|0.9206349|0.63736266|0.7532468
108|58|5|10|34|0.635514|0.9206349|0.6304348|0.7483871
109|59|5|10|34|0.6388889|0.921875|0.6344086|0.75159234
110|60|5|10|34|0.64220184|0.9230769|0.63829786|0.754717
111|60|5|11|34|0.6454545|0.9230769|0.63829786|0.754717
112|60|5|11|35|0.6396396|0.9230769|0.6315789|0.75000006
113|60|5|11|36|0.6339286|0.9230769|0.625|0.74534166
114|60|5|12|36|0.63716817|0.9230769|0.625|0.74534166
115|60|6|12|36|0.6315789|0.90909094|0.625|0.7407407
116|61|6|12|36|0.6347826|0.9104478|0.62886596|0.74390244
117|62|6|12|36|0.63793105|0.9117647|0.63265306|0.7469879
118|62|7|12|36|0.63247865|0.89855075|0.63265306|0.742515
119|62|7|12|37|0.62711865|0.89855075|0.6262626|0.7380952
120|63|7|12|37|0.6302521|0.9|0.63|0.7411764
121|64|7|12|37|0.6333333|0.90140843|0.63366336|0.74418604
122|65|7|12|37|0.6363636|0.9027778|0.6372549|0.74712646
123|66|7|12|37|0.6393443|0.9041096|0.6407767|0.74999994
124|67|7|12|37|0.6422764|0.9054054|0.6442308|0.75280905
125|67|7|12|38|0.63709676|0.9054054|0.63809526|0.74860334
126|67|7|12|39|0.632|0.9054054|0.6320755|0.7444445
127|67|7|12|40|0.6269841|0.9054054|0.62616825|0.74033153
128|67|7|12|41|0.62204725|0.9054054|0.6203704|0.73626375
129|67|7|12|42|0.6171875|0.9054054|0.6146789|0.73224044
130|68|7|12|42|0.62015504|0.9066667|0.6181818|0.7351352
131|68|7|12|43|0.61538464|0.9066667|0.6126126|0.7311828
132|68|7|12|44|0.610687|0.9066667|0.60714287|0.7272727
133|69|7|12|44|0.6136364|0.90789473|0.6106195|0.73015875
134|70|7|12|44|0.6165413|0.90909094|0.61403507|0.7329843
135|71|7|12|44|0.619403|0.9102564|0.6173913|0.7357513
136|71|7|13|44|0.62222224|0.9102564|0.6173913|0.7357513
137|71|7|14|44|0.625|0.9102564|0.6173913|0.7357513
138|71|7|14|45|0.620438|0.9102564|0.61206895|0.7319588
139|72|7|14|45|0.6231884|0.9113924|0.61538464|0.7346939
140|73|7|14|45|0.62589926|0.9125|0.61864406|0.7373737
141|74|7|14|45|0.62857145|0.91358024|0.62184876|0.74
142|75|7|14|45|0.6312057|0.91463417|0.625|0.7425742
143|75|7|15|45|0.63380283|0.91463417|0.625|0.7425742
144|76|7|15|45|0.6363636|0.91566265|0.6280992|0.7450981
145|76|7|15|46|0.6319444|0.91566265|0.6229508|0.74146336
146|76|7|15|47|0.6275862|0.91566265|0.6178862|0.7378641
147|76|7|15|47|0.6275862|0.91566265|0.6178862|0.7378641
148|77|7|15|47|0.63013697|0.9166667|0.62096775|0.74038464
149|78|7|15|47|0.63265306|0.91764706|0.624|0.7428572
150|79|7|15|47|0.6351351|0.9186047|0.6269841|0.74528307
151|80|7|15|47|0.6375839|0.9195402|0.62992126|0.74766356
152|81|7|15|47|0.64|0.92045456|0.6328125|0.75
153|82|7|15|47|0.6423841|0.92134833|0.6356589|0.7522935
154|83|7|15|47|0.6447368|0.9222222|0.63846153|0.75454545
155|84|7|15|47|0.64705884|0.9230769|0.64122134|0.7567568
156|85|7|15|47|0.64935064|0.92391306|0.6439394|0.75892854
157|86|7|15|47|0.6516129|0.9247312|0.6466165|0.7610619
158|87|7|15|47|0.65384614|0.9255319|0.6492537|0.7631579
159|87|8|15|47|0.6496815|0.9157895|0.6492537|0.75982535
160|87|8|15|48|0.6455696|0.9157895|0.64444447|0.75652176
161|87|8|15|49|0.6415094|0.9157895|0.6397059|0.7532468
162|87|9|15|49|0.6375|0.90625|0.6397059|0.75000006
163|87|10|15|49|0.6335404|0.8969072|0.6397059|0.7467811
164|87|11|15|49|0.6296296|0.8877551|0.6397059|0.7435897
165|87|11|15|50|0.6257669|0.8877551|0.63503647|0.7404255
166|87|11|15|51|0.6219512|0.8877551|0.6304348|0.7372881
167|87|11|15|52|0.6181818|0.8877551|0.62589926|0.7341772
168|87|11|15|53|0.61445785|0.8877551|0.62142855|0.7310924
169|87|11|16|53|0.61676645|0.8877551|0.62142855|0.7310924
170|87|11|17|53|0.61904764|0.8877551|0.62142855|0.7310924
171|87|11|17|54|0.61538464|0.8877551|0.61702126|0.7280335
172|88|11|17|54|0.61764705|0.8888889|0.6197183|0.7302905
173|89|11|17|54|0.61988306|0.89|0.62237763|0.7325103
174|89|11|17|55|0.61627907|0.89|0.6180556|0.7295082
175|89|11|17|56|0.61271673|0.89|0.6137931|0.7265307
176|89|12|17|56|0.6091954|0.8811881|0.6137931|0.7235772
177|89|12|17|57|0.60571426|0.8811881|0.60958904|0.72064775
178|89|12|18|57|0.60795456|0.8811881|0.60958904|0.72064775
179|89|13|18|57|0.6045198|0.872549|0.60958904|0.7177419
180|89|13|19|57|0.60674155|0.872549|0.60958904|0.7177419
181|90|13|19|57|0.6089386|0.8737864|0.6122449|0.71999997
182|91|13|19|57|0.6111111|0.875|0.6148649|0.72222227
183|92|13|19|57|0.6132597|0.8761905|0.61744964|0.72440946
184|92|13|19|58|0.6098901|0.8761905|0.61333334|0.72156864
185|92|13|19|59|0.60655737|0.8761905|0.6092715|0.71875006
186|92|13|19|60|0.6032609|0.8761905|0.6052632|0.7159533
187|92|13|19|61|0.6|0.8761905|0.6013072|0.7131783
188|92|13|19|62|0.5967742|0.8761905|0.5974026|0.7104247
189|92|13|19|63|0.59358287|0.8761905|0.59354836|0.7076923
190|92|13|19|64|0.59042555|0.8761905|0.5897436|0.7049809
191|93|13|19|64|0.5925926|0.8773585|0.5923567|0.70722437
192|93|13|20|64|0.5947368|0.8773585|0.5923567|0.70722437
193|93|13|20|65|0.591623|0.8773585|0.5886076|0.70454544
194|93|14|20|65|0.5885417|0.86915886|0.5886076|0.7018868
195|93|15|20|65|0.58549225|0.8611111|0.5886076|0.69924814
196|93|15|20|66|0.58247423|0.8611111|0.5849057|0.6966292
197|93|15|20|67|0.5794872|0.8611111|0.58125|0.6940298
198|94|15|20|67|0.5816327|0.86238533|0.5838509|0.6962963
199|94|15|20|68|0.5786802|0.86238533|0.5802469|0.69372696
200|94|15|20|69|0.57575756|0.86238533|0.5766871|0.6911765
201|94|15|20|70|0.5728643|0.86238533|0.5731707|0.68864465
202|95|15|20|70|0.575|0.8636364|0.57575756|0.690909
203|95|16|20|70|0.5721393|0.8558559|0.57575756|0.68840575
204|95|16|20|71|0.5693069|0.8558559|0.57228917|0.6859206
205|96|16|20|71|0.5714286|0.85714287|0.5748503|0.68817204
206|96|17|20|71|0.5686275|0.8495575|0.5748503|0.6857143
207|97|17|20|71|0.5707317|0.85087717|0.57738096|0.6879432
208|98|17|20|71|0.57281554|0.8521739|0.57988167|0.69014084
209|99|17|20|71|0.5748792|0.8534483|0.58235294|0.69230765
210|100|17|20|71|0.5769231|0.85470086|0.5847953|0.6944444
211|101|17|20|71|0.57894737|0.8559322|0.5872093|0.69655174
212|101|18|20|71|0.5761905|0.8487395|0.5872093|0.694158
213|102|18|20|71|0.578199|0.85|0.5895954|0.69624573
214|103|18|20|71|0.5801887|0.8512397|0.59195405|0.6983052
215|103|18|21|71|0.58215964|0.8512397|0.59195405|0.6983052
216|104|18|21|71|0.58411217|0.852459|0.5942857|0.7003367
217|104|18|22|71|0.5860465|0.852459|0.5942857|0.7003367
218|105|18|22|71|0.587963|0.85365856|0.59659094|0.7023412
219|105|19|22|71|0.5852535|0.8467742|0.59659094|0.7
220|106|19|22|71|0.58715594|0.848|0.59887004|0.7019867
221|107|19|22|71|0.5890411|0.8492063|0.6011236|0.70394737
222|107|19|22|72|0.5863636|0.8492063|0.5977654|0.7016394
223|107|19|22|73|0.58371043|0.8492063|0.59444445|0.6993464
224|108|19|22|73|0.5855856|0.8503937|0.5966851|0.7012987
225|109|19|22|73|0.58744395|0.8515625|0.5989011|0.70322585
226|109|19|22|73|0.58744395|0.8515625|0.5989011|0.70322585
227|110|19|22|73|0.58928573|0.85271317|0.6010929|0.7051282
228|110|19|22|74|0.58666664|0.85271317|0.59782606|0.7028754
229|111|19|22|74|0.58849555|0.85384613|0.6|0.70476186
230|111|19|22|75|0.5859031|0.85384613|0.5967742|0.70253164
231|112|19|22|75|0.5877193|0.8549618|0.5989305|0.7044025
232|113|19|22|75|0.5895197|0.8560606|0.60106385|0.7062501
233|114|19|22|75|0.59130436|0.85714287|0.6031746|0.7080745
234|114|19|22|76|0.5887446|0.85714287|0.6|0.70588243
235|115|19|22|76|0.5905172|0.85820895|0.60209423|0.7076923
236|116|19|22|76|0.59227467|0.85925925|0.6041667|0.70948017
237|116|19|22|77|0.5897436|0.85925925|0.60103625|0.70731705
238|116|19|22|78|0.587234|0.85925925|0.5979381|0.7051671
239|117|19|22|78|0.58898306|0.8602941|0.6|0.70694864
240|118|19|22|78|0.5907173|0.8613139|0.6020408|0.7087087
241|118|19|22|78|0.5907173|0.8613139|0.6020408|0.7087087
242|118|19|22|79|0.5882353|0.8613139|0.5989848|0.70658684
243|119|19|22|79|0.58995813|0.8623188|0.6010101|0.7083334
244|120|19|22|79|0.59166664|0.8633093|0.60301507|0.71005917
245|121|19|22|79|0.593361|0.8642857|0.605|0.71176475
246|122|19|22|79|0.59504133|0.8652482|0.6069652|0.71345025
247|123|19|22|79|0.5967078|0.86619717|0.6089109|0.71511626
248|123|19|23|79|0.59836066|0.86619717|0.6089109|0.71511626
249|123|19|23|79|0.59836066|0.86619717|0.6089109|0.71511626
250|124|19|23|79|0.6|0.86713284|0.61083746|0.71676296
251|125|19|23|79|0.60162604|0.8680556|0.6127451|0.7183909
252|126|19|23|79|0.6032389|0.8689655|0.61463416|0.72
253|127|19|23|79|0.6048387|0.86986303|0.61650485|0.7215909
254|127|19|24|79|0.6064257|0.86986303|0.61650485|0.7215909
255|128|19|24|79|0.608|0.8707483|0.6183575|0.7231639
256|128|19|25|79|0.60956174|0.8707483|0.6183575|0.7231639
257|128|19|26|79|0.6111111|0.8707483|0.6183575|0.7231639
258|128|19|27|79|0.61264825|0.8707483|0.6183575|0.7231639
259|128|19|27|80|0.6102362|0.8707483|0.61538464|0.7211268
260|128|19|28|80|0.6117647|0.8707483|0.61538464|0.7211268
261|128|19|28|81|0.609375|0.8707483|0.61244017|0.71910113
262|128|19|29|81|0.6108949|0.8707483|0.61244017|0.71910113
263|129|19|29|81|0.6124031|0.8716216|0.6142857|0.7206704
264|129|19|30|81|0.6138996|0.8716216|0.6142857|0.7206704
265|129|19|31|81|0.61538464|0.8716216|0.6142857|0.7206704
266|129|19|31|82|0.6130268|0.8716216|0.6113744|0.7186629
267|129|19|31|83|0.610687|0.8716216|0.6084906|0.7166667
268|129|19|31|84|0.608365|0.8716216|0.6056338|0.7146815
269|129|19|31|85|0.6060606|0.8716216|0.60280377|0.7127072
270|129|19|31|86|0.6037736|0.8716216|0.6|0.71074384
271|129|19|31|87|0.60150373|0.8716216|0.5972222|0.7087912
272|129|19|31|88|0.5992509|0.8716216|0.59447|0.7068493
273|129|19|31|89|0.5970149|0.8716216|0.5917431|0.704918
274|129|19|31|90|0.5947955|0.8716216|0.5890411|0.70299727
275|129|19|31|91|0.5925926|0.8716216|0.5863636|0.70108694
276|130|19|31|91|0.59409595|0.8724832|0.5882353|0.7027027
277|130|19|31|92|0.5919118|0.8724832|0.5855856|0.70080864
278|130|19|31|93|0.5897436|0.8724832|0.58295965|0.6989247
279|130|19|31|94|0.58759123|0.8724832|0.58035713|0.69705087
280|130|19|31|95|0.5854545|0.8724832|0.5777778|0.69518715
281|130|19|32|95|0.5869565|0.8724832|0.5777778|0.69518715
282|131|19|32|95|0.58844763|0.87333333|0.579646|0.69680846
283|132|19|32|95|0.58992803|0.8741722|0.5814978|0.6984127
284|132|19|32|96|0.5878136|0.8741722|0.57894737|0.69657
285|132|19|32|97|0.5857143|0.8741722|0.57641923|0.6947369
286|133|19|32|97|0.5871886|0.875|0.5782609|0.6963351
287|134|19|32|97|0.5886525|0.875817|0.5800866|0.6979167
288|135|19|32|97|0.590106|0.8766234|0.58189654|0.69948184
289|136|19|32|97|0.5915493|0.87741935|0.583691|0.7010309
290|137|19|32|97|0.5929825|0.8782051|0.5854701|0.70256406
291|137|19|33|97|0.5944056|0.8782051|0.5854701|0.70256406
292|137|19|33|98|0.5923345|0.8782051|0.5829787|0.70076734
293|137|19|33|99|0.5902778|0.8782051|0.5805085|0.6989796
294|137|19|33|100|0.5882353|0.8782051|0.5780591|0.69720095
295|137|19|33|101|0.5862069|0.8782051|0.57563025|0.6954315
296|137|20|33|101|0.58419245|0.87261146|0.57563025|0.6936709
297|138|20|33|101|0.5856164|0.87341774|0.57740587|0.6952141
298|138|21|33|101|0.58361775|0.8679245|0.57740587|0.6934673
299|138|21|33|102|0.5816327|0.8679245|0.575|0.6917293
300|139|21|33|102|0.58305085|0.86875|0.5767635|0.69326687
301|139|21|33|103|0.5810811|0.86875|0.57438016|0.69154227
302|139|21|33|103|0.5810811|0.86875|0.57438016|0.69154227
303|139|21|33|104|0.57912457|0.86875|0.5720165|0.6898263
304|139|21|34|104|0.5805369|0.86875|0.5720165|0.6898263
305|139|21|35|104|0.5819398|0.86875|0.5720165|0.6898263
306|139|21|35|105|0.58|0.86875|0.5696721|0.6881188
307|139|22|35|105|0.5780731|0.863354|0.5696721|0.6864198
308|139|22|35|106|0.57615894|0.863354|0.56734693|0.68472904
309|139|23|35|106|0.57425743|0.8580247|0.56734693|0.6830467
310|140|23|35|106|0.5756579|0.8588957|0.5691057|0.6845966
311|141|23|35|106|0.5770492|0.8597561|0.5708502|0.68613136
312|141|23|36|106|0.57843137|0.8597561|0.5708502|0.68613136
313|141|23|36|107|0.5765472|0.8597561|0.5685484|0.68446606
314|141|23|36|107|0.5765472|0.8597561|0.5685484|0.68446606
315|142|23|36|107|0.5779221|0.8606061|0.57028115|0.68599033
316|142|23|37|107|0.579288|0.8606061|0.57028115|0.68599033
317|143|23|37|107|0.58064514|0.8614458|0.572|0.6875
318|144|23|37|107|0.5819936|0.8622754|0.5737052|0.68899524
319|145|23|37|107|0.5833333|0.8630952|0.57539684|0.6904762
320|145|23|37|108|0.58146966|0.8630952|0.5731225|0.68883604
321|145|23|37|108|0.58146966|0.8630952|0.5731225|0.68883604
322|145|24|37|108|0.57961786|0.8579882|0.5731225|0.6872038
323|146|24|37|108|0.5809524|0.85882354|0.5748032|0.6886793
324|146|24|38|108|0.5822785|0.85882354|0.5748032|0.6886793
325|146|24|39|108|0.5835962|0.85882354|0.5748032|0.6886793
326|146|24|39|109|0.581761|0.85882354|0.57254905|0.6870588
327|146|24|40|109|0.5830721|0.85882354|0.57254905|0.6870588
328|147|24|40|109|0.584375|0.8596491|0.57421875|0.6885246
329|148|24|40|109|0.58566976|0.8604651|0.57587546|0.6899767
330|149|24|40|109|0.5869565|0.8612717|0.57751936|0.6914153
331|149|25|40|109|0.58513933|0.8563218|0.57751936|0.68981475
332|150|25|40|109|0.58641976|0.85714287|0.57915056|0.69124424
333|151|25|40|109|0.5876923|0.85795456|0.58076924|0.69266057
334|152|25|40|109|0.5889571|0.8587571|0.58237547|0.6940639
335|153|25|40|109|0.5902141|0.85955054|0.5839695|0.69545454
336|154|25|40|109|0.5914634|0.8603352|0.5855513|0.6968326
337|155|25|40|109|0.5927052|0.8611111|0.5871212|0.69819814
338|155|25|41|109|0.5939394|0.8611111|0.5871212|0.69819814
339|155|25|41|110|0.592145|0.8611111|0.5849057|0.6966292
340|155|25|42|110|0.5933735|0.8611111|0.5849057|0.6966292
341|155|25|42|111|0.5915916|0.8611111|0.58270675|0.6950673
342|156|25|42|111|0.5928144|0.86187845|0.58426964|0.69642854
343|157|25|42|111|0.59402984|0.86263734|0.5858209|0.6977778
344|158|25|42|111|0.5952381|0.863388|0.5873606|0.6991151
345|159|25|42|111|0.5964392|0.86413044|0.5888889|0.70044047
346|160|25|42|111|0.5976331|0.8648649|0.5904059|0.7017544
347|160|26|42|111|0.5958702|0.86021507|0.5904059|0.70021886
348|160|27|42|111|0.59411764|0.85561496|0.5904059|0.69868994
349|161|27|42|111|0.59530795|0.85638297|0.5919118|0.7
350|162|27|42|111|0.5964912|0.85714287|0.5934066|0.7012988
351|162|27|42|112|0.5947522|0.85714287|0.5912409|0.699784
352|162|27|43|112|0.5959302|0.85714287|0.5912409|0.699784
353|162|27|43|113|0.5942029|0.85714287|0.5890909|0.6982758
354|162|27|43|114|0.59248555|0.85714287|0.5869565|0.6967742
355|162|27|44|114|0.59365994|0.85714287|0.5869565|0.6967742
356|163|27|44|114|0.5948276|0.8578947|0.58844763|0.6980728
357|164|27|44|114|0.5959885|0.85863876|0.58992803|0.6993603
358|165|27|44|114|0.5971429|0.859375|0.5913978|0.7006369
359|165|27|44|115|0.5954416|0.859375|0.58928573|0.6991526
360|166|27|44|115|0.59659094|0.8601036|0.59074736|0.7004219
361|167|27|44|115|0.59773374|0.86082476|0.5921986|0.70168066
362|168|27|44|115|0.59887004|0.86153847|0.59363955|0.70292884
363|168|27|44|116|0.5971831|0.86153847|0.5915493|0.7014614
364|168|27|44|117|0.5955056|0.86153847|0.58947366|0.7
365|169|27|44|117|0.5966387|0.8622449|0.59090906|0.7012448
366|170|27|44|117|0.5977654|0.8629442|0.5923345|0.70247936
367|171|27|44|117|0.5988858|0.8636364|0.59375|0.70370376
368|171|27|44|118|0.5972222|0.8636364|0.5916955|0.70225877
369|171|28|44|118|0.5955679|0.8592965|0.5916955|0.7008197
370|171|28|44|119|0.5939227|0.8592965|0.58965516|0.6993864
371|172|28|44|119|0.59504133|0.86|0.5910653|0.700611
372|172|28|44|120|0.5934066|0.86|0.5890411|0.699187
373|173|28|44|120|0.59452057|0.8606965|0.5904437|0.7004048
374|173|28|44|121|0.59289616|0.8606965|0.58843535|0.69898987
375|174|28|44|121|0.59400547|0.8613861|0.5898305|0.7002012
376|174|28|44|122|0.5923913|0.8613861|0.5878378|0.69879514
377|174|28|45|122|0.5934959|0.8613861|0.5878378|0.69879514
378|175|28|45|122|0.5945946|0.86206895|0.5892256|0.70000005
379|175|28|46|122|0.5956873|0.86206895|0.5892256|0.70000005
380|176|28|46|122|0.5967742|0.8627451|0.590604|0.70119524
381|176|28|46|123|0.59517425|0.8627451|0.58862877|0.6998012
382|176|28|46|124|0.59358287|0.8627451|0.58666664|0.69841266
383|177|28|46|124|0.59466666|0.86341465|0.5880399|0.69960475
384|178|28|46|124|0.59574467|0.8640777|0.589404|0.70078737
385|178|28|46|125|0.59416443|0.8640777|0.5874587|0.69941056
386|178|28|46|126|0.5925926|0.8640777|0.5855263|0.6980392
387|178|29|46|126|0.59102905|0.8599034|0.5855263|0.6966732
388|178|29|47|126|0.59210527|0.8599034|0.5855263|0.6966732
389|179|29|47|126|0.5931758|0.8605769|0.5868853|0.6978557
390|180|29|47|126|0.59424084|0.861244|0.5882353|0.69902915
391|180|29|48|126|0.59530026|0.861244|0.5882353|0.69902915
392|180|29|49|126|0.5963542|0.861244|0.5882353|0.69902915
393|180|29|49|126|0.5963542|0.861244|0.5882353|0.69902915
394|180|29|49|127|0.5948052|0.861244|0.5863192|0.69767445
395|181|29|49|127|0.59585494|0.86190474|0.58766234|0.6988417
396|181|29|49|128|0.59431523|0.86190474|0.58576053|0.69749516
397|181|29|49|129|0.5927835|0.86190474|0.58387095|0.69615376
398|181|29|49|130|0.59125966|0.86190474|0.5819936|0.69481766
399|181|30|49|130|0.5897436|0.8578199|0.5819936|0.6934866
400|182|30|49|130|0.59079283|0.8584906|0.5833333|0.6946565
401|182|30|49|131|0.58928573|0.8584906|0.58146966|0.6933333
402|182|30|49|132|0.58778626|0.8584906|0.57961786|0.69201523
403|182|31|49|132|0.5862944|0.8544601|0.57961786|0.69070214
404|183|31|49|132|0.5873418|0.8551402|0.5809524|0.6918715
405|184|31|49|132|0.58838385|0.855814|0.5822785|0.693032
406|184|31|50|132|0.5894207|0.855814|0.5822785|0.693032
407|184|31|50|133|0.5879397|0.855814|0.58044165|0.6917293
408|185|31|50|133|0.58897245|0.8564815|0.581761|0.6928839
409|186|31|50|133|0.59|0.85714287|0.5830721|0.69402987
410|187|31|50|133|0.59102243|0.85779816|0.584375|0.6951673
411|188|31|50|133|0.5920398|0.8584475|0.58566976|0.6962962
412|189|31|50|133|0.5930521|0.8590909|0.5869565|0.6974169
413|190|31|50|133|0.5940594|0.8597285|0.5882353|0.6985295
414|190|31|50|134|0.5925926|0.8597285|0.58641976|0.6972477
415|191|31|50|134|0.59359604|0.8603604|0.5876923|0.6983547
416|192|31|50|134|0.5945946|0.86098653|0.5889571|0.6994536
417|192|31|50|135|0.59313726|0.86098653|0.58715594|0.69818175
418|192|31|51|135|0.594132|0.86098653|0.58715594|0.69818175
419|193|31|51|135|0.595122|0.86160713|0.5884146|0.6992753
420|193|31|51|135|0.595122|0.86160713|0.5884146|0.6992753
421|194|31|51|135|0.59610707|0.8622222|0.58966565|0.70036095
422|194|31|52|135|0.5970874|0.8622222|0.58966565|0.70036095
