N|Acuraccy|Precision|Recall|F-Measure
1|0.6666667|0.5|1.0|0.6666667
2|0.75|0.6666667|1.0|0.8
3|0.8|0.75|1.0|0.85714287
4|0.8333333|0.8|1.0|0.88888896
5|0.85714287|0.8333333|1.0|0.90909094
6|0.875|0.85714287|1.0|0.9230769
7|0.8888889|0.85714287|1.0|0.9230769
8|0.9|0.875|1.0|0.93333334
9|0.90909094|0.8888889|1.0|0.94117653
10|0.8333333|0.8|1.0|0.88888896
11|0.7692308|0.8|0.8888889|0.84210527
12|0.71428573|0.72727275|0.8888889|0.8
13|0.73333335|0.75|0.9|0.81818175
14|0.6875|0.75|0.8181818|0.78260875
15|0.7058824|0.75|0.8181818|0.78260875
16|0.7222222|0.75|0.8181818|0.78260875
17|0.7368421|0.7692308|0.8333333|0.8
18|0.7|0.71428573|0.8333333|0.7692307
19|0.6666667|0.6666667|0.8333333|0.7407408
20|0.6363636|0.6666667|0.7692308|0.71428573
21|0.65217394|0.6666667|0.7692308|0.71428573
22|0.625|0.625|0.7692308|0.6896552
23|0.64|0.625|0.7692308|0.6896552
24|0.64|0.625|0.7692308|0.6896552
25|0.65384614|0.64705884|0.78571427|0.7096774
26|0.6666667|0.64705884|0.78571427|0.7096774
27|0.6785714|0.64705884|0.78571427|0.7096774
28|0.6896552|0.64705884|0.78571427|0.7096774
29|0.6666667|0.64705884|0.73333335|0.6875
30|0.6451613|0.6111111|0.73333335|0.6666666
31|0.65625|0.6111111|0.73333335|0.6666666
32|0.6363636|0.57894737|0.73333335|0.64705884
33|0.64705884|0.57894737|0.73333335|0.64705884
34|0.6571429|0.6|0.75|0.6666667
35|0.6666667|0.6|0.75|0.6666667
36|0.6486486|0.6|0.7058824|0.6486487
37|0.65789473|0.61904764|0.7222222|0.6666667
38|0.64102566|0.59090906|0.7222222|0.6499999
39|0.625|0.59090906|0.68421054|0.63414633
40|0.63414633|0.59090906|0.68421054|0.63414633
41|0.63414633|0.59090906|0.68421054|0.63414633
42|0.61904764|0.59090906|0.65|0.6190476
43|0.627907|0.6086956|0.6666667|0.6363637
44|0.6363636|0.625|0.6818182|0.6521739
45|0.64444447|0.64|0.6956522|0.6666667
46|0.65217394|0.65384614|0.7083333|0.67999995
47|0.65957445|0.65384614|0.7083333|0.67999995
48|0.6666667|0.6666667|0.72|0.69230765
49|0.67346936|0.6666667|0.72|0.69230765
50|0.66|0.6666667|0.6923077|0.6792453
51|0.6666667|0.6785714|0.7037037|0.690909
52|0.65384614|0.6551724|0.7037037|0.67857146
53|0.6415094|0.6551724|0.6785714|0.6666667
54|0.6296296|0.6333333|0.6785714|0.6551724
55|0.6363636|0.6333333|0.6785714|0.6551724
56|0.625|0.61290324|0.6785714|0.6440678
57|0.61403507|0.59375|0.6785714|0.63333327
58|0.62068963|0.59375|0.6785714|0.63333327
59|0.6101695|0.57575756|0.6785714|0.6229508
60|0.6|0.57575756|0.6551724|0.61290324
61|0.60655737|0.5882353|0.6666667|0.62500006
62|0.61290324|0.5882353|0.6666667|0.62500006
63|0.6031746|0.5882353|0.6451613|0.61538464
64|0.6031746|0.5882353|0.6451613|0.61538464
65|0.59375|0.5882353|0.625|0.6060606
66|0.6|0.5882353|0.625|0.6060606
67|0.59090906|0.5714286|0.625|0.59701496
68|0.58208954|0.5555556|0.625|0.5882353
69|0.5735294|0.5405405|0.625|0.5797101
70|0.5797101|0.55263156|0.6363636|0.5915493
71|0.5714286|0.55263156|0.61764705|0.5833333
72|0.57746476|0.55263156|0.61764705|0.5833333
73|0.57746476|0.55263156|0.61764705|0.5833333
74|0.5694444|0.53846157|0.61764705|0.5753425
75|0.56164384|0.53846157|0.6|0.5675676
76|0.5675676|0.53846157|0.6|0.5675676
77|0.56|0.53846157|0.5833333|0.55999994
78|0.55263156|0.525|0.5833333|0.55263156
79|0.5584416|0.525|0.5833333|0.55263156
80|0.55128205|0.5121951|0.5833333|0.54545456
81|0.556962|0.5121951|0.5833333|0.54545456
82|0.55|0.5|0.5833333|0.53846157
83|0.54320985|0.4883721|0.5833333|0.5316456
84|0.5487805|0.5|0.5945946|0.54320985
85|0.55421686|0.51111114|0.6052632|0.5542169
86|0.5595238|0.5217391|0.61538464|0.5647059
87|0.5647059|0.5217391|0.61538464|0.5647059
88|0.5697674|0.5319149|0.625|0.57471263
89|0.5632184|0.5319149|0.6097561|0.5681818
90|0.5568182|0.5319149|0.5952381|0.5617978
91|0.5505618|0.5319149|0.5813953|0.5555555
92|0.5555556|0.5416667|0.59090906|0.5652174
93|0.5604396|0.5510204|0.6|0.5744681
94|0.5652174|0.5510204|0.6|0.5744681
95|0.5591398|0.54|0.6|0.56842107
96|0.5638298|0.54|0.6|0.56842107
97|0.55789477|0.5294118|0.6|0.56250006
98|0.5625|0.5294118|0.6|0.56250006
99|0.5670103|0.53846157|0.6086956|0.5714286
100|0.5714286|0.53846157|0.6086956|0.5714286
101|0.56565654|0.5283019|0.6086956|0.5656566
102|0.56|0.5185185|0.6086956|0.55999994
103|0.55445546|0.5090909|0.6086956|0.55445546
104|0.54901963|0.5090909|0.59574467|0.54901963
105|0.5436893|0.5090909|0.5833333|0.5436893
106|0.53846157|0.5090909|0.5714286|0.5384616
107|0.53333336|0.5|0.5714286|0.53333336
108|0.5283019|0.5|0.56|0.5283019
109|0.53271025|0.5|0.56|0.5283019
110|0.537037|0.50877196|0.5686275|0.5370371
111|0.5412844|0.51724136|0.5769231|0.54545456
112|0.53636366|0.5084746|0.5769231|0.5405405
113|0.5315315|0.5084746|0.5660377|0.53571427
114|0.53571427|0.51666665|0.5740741|0.54385966
115|0.539823|0.52459013|0.58181816|0.5517241
116|0.539823|0.52459013|0.58181816|0.5517241
117|0.54385966|0.5322581|0.58928573|0.559322
118|0.5478261|0.5322581|0.58928573|0.559322
119|0.55172414|0.5322581|0.58928573|0.559322
120|0.5470086|0.52380955|0.58928573|0.5546219
121|0.5423729|0.515625|0.58928573|0.55
122|0.53781515|0.515625|0.57894737|0.54545456
123|0.53333336|0.50769234|0.57894737|0.5409836
124|0.5289256|0.5|0.57894737|0.5365854
125|0.5327869|0.5074627|0.5862069|0.54399997
126|0.5365854|0.5147059|0.59322035|0.5511811
127|0.5322581|0.5072464|0.59322035|0.546875
128|0.536|0.51428574|0.6|0.5538462
129|0.53968257|0.51428574|0.6|0.5538462
130|0.54330707|0.52112675|0.60655737|0.56060606
131|0.5390625|0.52112675|0.5967742|0.556391
132|0.5426357|0.5277778|0.6031746|0.562963
133|0.53846157|0.5277778|0.59375|0.5588235
134|0.54198474|0.53424656|0.6|0.5652174
135|0.54545456|0.53424656|0.6|0.5652174
136|0.5488722|0.5405405|0.6060606|0.57142854
137|0.5522388|0.5405405|0.6060606|0.57142854
138|0.54814816|0.53333336|0.6060606|0.5673759
139|0.5441176|0.5263158|0.6060606|0.5633803
140|0.540146|0.5194805|0.6060606|0.5594405
141|0.54347825|0.525641|0.6119403|0.56551725
142|0.5467626|0.5316456|0.61764705|0.5714286
143|0.55|0.5316456|0.61764705|0.5714286
144|0.5531915|0.5375|0.6231884|0.5771812
145|0.5492958|0.5375|0.6142857|0.5733334
146|0.54545456|0.5375|0.6056338|0.5695364
147|0.5486111|0.5375|0.6056338|0.5695364
148|0.5448276|0.5375|0.5972222|0.56578946
149|0.5410959|0.5375|0.5890411|0.5620915
150|0.53741497|0.5375|0.5810811|0.55844164
151|0.5337838|0.5375|0.5733333|0.5548387
152|0.5302013|0.5375|0.56578946|0.55128205
153|0.53333336|0.5375|0.56578946|0.55128205
154|0.5298013|0.5308642|0.56578946|0.5477707
155|0.5298013|0.5308642|0.56578946|0.5477707
156|0.53289473|0.5365854|0.5714286|0.55345917
157|0.53594774|0.5365854|0.5714286|0.55345917
158|0.53246754|0.5301205|0.5714286|0.54999995
159|0.5354839|0.53571427|0.5769231|0.5555555
160|0.53846157|0.5411765|0.5822785|0.56097555
161|0.53503186|0.5411765|0.575|0.55757576
162|0.53797466|0.54651165|0.5802469|0.56287426
163|0.5408805|0.55172414|0.58536583|0.56804734
164|0.5375|0.54545456|0.58536583|0.56470585
165|0.5341615|0.54545456|0.57831323|0.56140345
166|0.5308642|0.53932583|0.57831323|0.55813956
167|0.5337423|0.53932583|0.57831323|0.55813956
168|0.5365854|0.54444444|0.5833333|0.56321836
169|0.53939396|0.5494506|0.5882353|0.5681819
170|0.53614455|0.54347825|0.5882353|0.5649717
171|0.53892213|0.5483871|0.59302324|0.56983244
172|0.53571427|0.5425532|0.59302324|0.5666666
173|0.53846157|0.5473684|0.59770113|0.57142854
174|0.5411765|0.5520833|0.60227275|0.576087
175|0.54385966|0.5520833|0.60227275|0.576087
176|0.5406977|0.5463917|0.60227275|0.572973
177|0.53757226|0.5463917|0.5955056|0.56989247
178|0.5344828|0.5408163|0.5955056|0.5668449
179|0.5371429|0.54545456|0.6|0.57142854
180|0.53409094|0.54545456|0.5934066|0.56842107
181|0.53672314|0.54545456|0.5934066|0.56842107
182|0.53370786|0.54545456|0.5869565|0.56544507
183|0.5363129|0.54545456|0.5869565|0.56544507
184|0.5388889|0.54545456|0.5869565|0.56544507
185|0.5359116|0.54545456|0.58064514|0.5625
186|0.53846157|0.55|0.5851064|0.56701034
187|0.5409836|0.55445546|0.58947366|0.57142854
188|0.54347825|0.5588235|0.59375|0.57575756
189|0.5405405|0.5533981|0.59375|0.5728643
190|0.5430108|0.5533981|0.59375|0.5728643
191|0.54545456|0.5533981|0.59375|0.5728643
192|0.54787236|0.5576923|0.5979381|0.57711446
193|0.54497355|0.552381|0.5979381|0.57425743
194|0.54210526|0.5471698|0.5979381|0.57142854
195|0.539267|0.5420561|0.5979381|0.5686275
196|0.5416667|0.5462963|0.6020408|0.57281554
197|0.5388601|0.5462963|0.5959596|0.57004833
198|0.53608245|0.5462963|0.59|0.56730765
199|0.53846157|0.5462963|0.59|0.56730765
200|0.5408163|0.5462963|0.59|0.56730765
201|0.5431472|0.5462963|0.59|0.56730765
202|0.540404|0.5462963|0.5841584|0.5645933
203|0.5427136|0.5462963|0.5841584|0.5645933
204|0.545|0.5462963|0.5841584|0.5645933
205|0.5472637|0.5504587|0.5882353|0.5687204
206|0.54950494|0.55454546|0.592233|0.57276994
207|0.54679805|0.55454546|0.58653843|0.5700934
208|0.5441176|0.55454546|0.5809524|0.5674419
209|0.5463415|0.55454546|0.5809524|0.5674419
210|0.5485437|0.5585586|0.5849057|0.57142854
211|0.5507246|0.5625|0.58878505|0.5753425
212|0.55288464|0.5663717|0.5925926|0.57918555
213|0.5502392|0.5663717|0.58715594|0.5765766
214|0.552381|0.5663717|0.58715594|0.5765766
215|0.55450237|0.5663717|0.58715594|0.5765766
216|0.5566038|0.5663717|0.58715594|0.5765766
217|0.5586854|0.5663717|0.58715594|0.5765766
218|0.5607477|0.5663717|0.58715594|0.5765766
219|0.55813956|0.5614035|0.58715594|0.57399106
220|0.5555556|0.5565217|0.58715594|0.57142854
221|0.5529954|0.55172414|0.58715594|0.5688889
222|0.5504587|0.55172414|0.58181816|0.5663716
223|0.5479452|0.5470086|0.58181816|0.5638767
224|0.54545456|0.5470086|0.5765766|0.5614035
225|0.54751134|0.5508475|0.58035713|0.5652174
226|0.5495495|0.5508475|0.58035713|0.5652174
227|0.5515695|0.5508475|0.58035713|0.5652174
228|0.5535714|0.5508475|0.58035713|0.5652174
229|0.5511111|0.5462185|0.58035713|0.56277055
230|0.54867256|0.5416667|0.58035713|0.5603448
231|0.5506608|0.54545456|0.5840708|0.56410253
232|0.5482456|0.5409836|0.5840708|0.5617022
233|0.55021834|0.54471546|0.5877193|0.56540084
234|0.5478261|0.5403226|0.5877193|0.5630252
235|0.54545456|0.536|0.5877193|0.5606694
236|0.54741377|0.53968257|0.59130436|0.5643154
237|0.5450644|0.53543305|0.59130436|0.56198347
238|0.5470086|0.5390625|0.5948276|0.5655737
239|0.5489362|0.5426357|0.5982906|0.5691057
240|0.5466102|0.53846157|0.5982906|0.5668017
241|0.5466102|0.53846157|0.5982906|0.5668017
242|0.5443038|0.53435117|0.5982906|0.5645161
243|0.5462185|0.5378788|0.60169494|0.56799996
244|0.54811716|0.5413534|0.60504204|0.5714286
245|0.54583335|0.5413534|0.6|0.56917
246|0.5435685|0.53731346|0.6|0.56692916
247|0.5435685|0.53731346|0.6|0.56692916
248|0.5413223|0.53731346|0.59504133|0.56470597
249|0.54320985|0.5407407|0.59836066|0.56809336
250|0.5409836|0.5367647|0.59836066|0.5658914
251|0.54285717|0.540146|0.60162604|0.5692308
252|0.54471546|0.54347825|0.6048387|0.57251906
253|0.5465587|0.54347825|0.6048387|0.57251906
254|0.5483871|0.54347825|0.6048387|0.57251906
255|0.5502008|0.54347825|0.6048387|0.57251906
256|0.552|0.54347825|0.6048387|0.57251906
257|0.5498008|0.54347825|0.6|0.57034224
258|0.5515873|0.54347825|0.6|0.57034224
259|0.5533597|0.54347825|0.6|0.57034224
260|0.5551181|0.54347825|0.6|0.57034224
261|0.5529412|0.53956836|0.6|0.5681819
262|0.5546875|0.53956836|0.6|0.5681819
263|0.5564202|0.54285717|0.6031746|0.57142854
264|0.5542636|0.54285717|0.5984252|0.56928843
265|0.55598456|0.5460993|0.6015625|0.57249075
266|0.5576923|0.5460993|0.6015625|0.57249075
267|0.5555556|0.5460993|0.5968992|0.5703704
268|0.55725193|0.5460993|0.5968992|0.5703704
269|0.5551331|0.5460993|0.5923077|0.5682657
270|0.5568182|0.5492958|0.5954198|0.5714286
271|0.5568182|0.5492958|0.5954198|0.5714286
272|0.5584906|0.5492958|0.5954198|0.5714286
273|0.5601504|0.5492958|0.5954198|0.5714286
274|0.56179774|0.55244756|0.5984849|0.57454544
275|0.5634328|0.55244756|0.5984849|0.57454544
276|0.5613383|0.5486111|0.5984849|0.5724638
277|0.56296295|0.55172414|0.60150373|0.5755396
278|0.5608856|0.5479452|0.60150373|0.57347673
279|0.5625|0.5510204|0.6044776|0.5765124
280|0.5641026|0.5540541|0.6074074|0.5795053
281|0.56569344|0.557047|0.6102941|0.5824562
282|0.5672727|0.56|0.6131387|0.5853659
283|0.56884056|0.5629139|0.615942|0.58823526
284|0.57039714|0.56578946|0.61870503|0.5910653
285|0.5683453|0.56578946|0.6142857|0.5890411
286|0.56989247|0.56578946|0.6142857|0.5890411
287|0.56785715|0.56578946|0.6099291|0.5870307
288|0.5658363|0.56578946|0.6056338|0.5850341
289|0.5673759|0.56578946|0.6056338|0.5850341
290|0.56537104|0.56578946|0.6013986|0.58305085
291|0.5669014|0.56578946|0.6013986|0.58305085
292|0.56842107|0.5686275|0.6041667|0.58585864
293|0.56643355|0.5686275|0.6|0.58389264
294|0.5679442|0.5686275|0.6|0.58389264
295|0.5679442|0.5686275|0.6|0.58389264
296|0.5694444|0.5714286|0.60273975|0.5866667
297|0.56747407|0.56774193|0.60273975|0.58471763
298|0.5689655|0.56774193|0.60273975|0.58471763
299|0.5704467|0.56774193|0.60273975|0.58471763
300|0.5684931|0.5641026|0.60273975|0.5827815
301|0.5699659|0.5641026|0.60273975|0.5827815
302|0.5680272|0.5641026|0.5986394|0.58085805
303|0.5694915|0.5641026|0.5986394|0.58085805
304|0.5709459|0.566879|0.6013514|0.5836066
305|0.57239056|0.56962025|0.60402685|0.5863192
306|0.5738255|0.56962025|0.60402685|0.5863192
307|0.57525086|0.572327|0.6066667|0.58899677
308|0.57666665|0.575|0.6092715|0.5916399
309|0.5780731|0.57763976|0.6118421|0.5942492
310|0.57615894|0.5740741|0.6118421|0.5923567
311|0.57425743|0.5705522|0.6118421|0.5904762
312|0.57236844|0.5705522|0.60784316|0.5886076
313|0.57377046|0.5731707|0.6103896|0.5911949
314|0.5751634|0.57575756|0.61290324|0.59374994
315|0.57328993|0.57228917|0.61290324|0.59190035
316|0.5746753|0.5748503|0.61538464|0.5944273
317|0.57281554|0.5748503|0.611465|0.5925926
318|0.57419354|0.57738096|0.613924|0.59509206
319|0.5755627|0.57988167|0.6163522|0.597561
320|0.5769231|0.58235294|0.61875|0.59999996
321|0.5782748|0.5847953|0.621118|0.6024096
322|0.5764331|0.5847953|0.61728394|0.60060054
323|0.5746032|0.5813953|0.61728394|0.5988024
324|0.5727848|0.5813953|0.61349696|0.5970149
325|0.5741325|0.58381504|0.61585367|0.5994066
326|0.5754717|0.58381504|0.61585367|0.5994066
327|0.5768025|0.5862069|0.6181818|0.6017699
328|0.575|0.58285713|0.6181818|0.6
329|0.57320875|0.57954544|0.6181818|0.5982405
330|0.5714286|0.57954544|0.61445785|0.5964912
331|0.5727554|0.5819209|0.61676645|0.59883726
332|0.57098764|0.5819209|0.6130952|0.59710145
333|0.5723077|0.58426964|0.61538464|0.5994236
334|0.5705522|0.5810056|0.61538464|0.5977012
335|0.57186544|0.5833333|0.61764705|0.59999996
336|0.57012194|0.5801105|0.61764705|0.5982906
337|0.56838906|0.5769231|0.61764705|0.59659094
338|0.56969696|0.57923496|0.61988306|0.59887004
339|0.570997|0.57923496|0.61988306|0.59887004
340|0.57228917|0.57923496|0.61988306|0.59887004
341|0.5735736|0.58152175|0.622093|0.60112363
342|0.57185626|0.58152175|0.61849713|0.5994398
343|0.5731343|0.5837838|0.62068963|0.6016713
344|0.5744048|0.5860215|0.62285715|0.6038781
345|0.5727003|0.5828877|0.62285715|0.6022099
346|0.57100594|0.57978725|0.62285715|0.600551
347|0.5722714|0.58201057|0.625|0.60273975
348|0.57058823|0.57894737|0.625|0.60109293
349|0.5718475|0.58115184|0.62711865|0.6032609
350|0.5701754|0.58115184|0.6235955|0.60162604
351|0.5714286|0.58115184|0.6235955|0.60162604
352|0.5726744|0.5833333|0.6256983|0.6037736
353|0.57101446|0.5803109|0.6256983|0.60215056
354|0.57225436|0.5803109|0.6256983|0.60215056
355|0.57348704|0.5803109|0.6256983|0.60215056
356|0.57471263|0.5803109|0.6256983|0.60215056
357|0.57593125|0.5803109|0.6256983|0.60215056
358|0.57714283|0.58247423|0.62777776|0.604278
359|0.57834756|0.5846154|0.62983423|0.60638297
360|0.57954544|0.5867347|0.6318681|0.60846555
361|0.5779037|0.5837563|0.6318681|0.60686016
362|0.5762712|0.5837563|0.6284153|0.6052632
363|0.57746476|0.5837563|0.6284153|0.6052632
364|0.57865167|0.5837563|0.6284153|0.6052632
365|0.57983196|0.5858586|0.6304348|0.60732985
366|0.57983196|0.5858586|0.6304348|0.60732985
367|0.57821226|0.5858586|0.62702703|0.6057441
368|0.5793872|0.5879397|0.62903225|0.6077922
