 "nameObj" , "predicate" , "nameDom" ,
 "Mass card" , "domain_category" , "Roman Church" ,
 "Mass card" , "domain_category" , "Roman Catholic Church" ,
 "spiritual bouquet" , "domain_category" , "Church of Rome" ,
 "spiritual bouquet" , "domain_category" , "Western Church" ,
 "spiritual bouquet" , "domain_category" , "Roman Catholic" ,
 "spiritual bouquet" , "domain_category" , "Roman Church" ,
 "spiritual bouquet" , "domain_category" , "Roman Catholic Church" ,
 "kiss of peace" , "domain_category" , "Church of Rome" ,
 "kiss of peace" , "domain_category" , "Western Church" ,
 "kiss of peace" , "domain_category" , "Roman Catholic" ,
 "kiss of peace" , "domain_category" , "Roman Church" ,
 "kiss of peace" , "domain_category" , "Roman Catholic Church" ,
 "pax" , "domain_category" , "Church of Rome" ,
 "pax" , "domain_category" , "Western Church" ,
 "pax" , "domain_category" , "Roman Catholic" ,
 "pax" , "domain_category" , "Roman Church" ,
 "pax" , "domain_category" , "Roman Catholic Church" ,
 "handshaking" , "domain_category" , "contract" ,
 "handshake" , "domain_category" , "contract" ,
 "handclasp" , "domain_category" , "contract" ,
 "salute" , "domain_category" , "armed forces" ,
 "salute" , "domain_category" , "armed services" ,
 "salute" , "domain_category" , "military machine" ,
 "salute" , "domain_category" , "military" ,
 "salute" , "domain_category" , "war machine" ,
 "military greeting" , "domain_category" , "armed forces" ,
 "military greeting" , "domain_category" , "armed services" ,
 "military greeting" , "domain_category" , "military machine" ,
 "military greeting" , "domain_category" , "military" ,
 "military greeting" , "domain_category" , "war machine" ,
 "declination" , "domain_category" , "astronomy" ,
 "declination" , "domain_category" , "uranology" ,
 "low-down" , "domain_category" , "jazz" ,
 "data format" , "domain_category" , "information processing system" ,
 "data format" , "domain_category" , "data processor" ,
 "data format" , "domain_category" , "electronic computer" ,
 "data format" , "domain_category" , "computing machine" ,
 "data format" , "domain_category" , "computer" ,
 "data format" , "domain_category" , "computing device" ,
 "formatting" , "domain_category" , "information processing system" ,
 "formatting" , "domain_category" , "data processor" ,
 "formatting" , "domain_category" , "electronic computer" ,
 "formatting" , "domain_category" , "computing machine" ,
 "formatting" , "domain_category" , "computer" ,
 "formatting" , "domain_category" , "computing device" ,
 "data formatting" , "domain_category" , "information processing system" ,
 "data formatting" , "domain_category" , "data processor" ,
 "data formatting" , "domain_category" , "electronic computer" ,
 "data formatting" , "domain_category" , "computing machine" ,
 "data formatting" , "domain_category" , "computer" ,
 "data formatting" , "domain_category" , "computing device" ,
 "high-level formatting" , "domain_category" , "computing" ,
 "high-level formatting" , "domain_category" , "computer science" ,
 "initialization" , "domain_category" , "computing" ,
 "initialization" , "domain_category" , "computer science" ,
 "low-level formatting" , "domain_category" , "computing" ,
 "low-level formatting" , "domain_category" , "computer science" ,
 "initialisation" , "domain_category" , "computing" ,
 "initialisation" , "domain_category" , "computer science" ,
 "military intelligence" , "domain_category" , "armed forces" ,
 "military intelligence" , "domain_category" , "armed services" ,
 "military intelligence" , "domain_category" , "military machine" ,
 "military intelligence" , "domain_category" , "military" ,
 "military intelligence" , "domain_category" , "war machine" ,
 "automatic face recognition" , "domain_category" , "terrorism" ,
 "automatic face recognition" , "domain_category" , "terrorist act" ,
 "automatic face recognition" , "domain_category" , "act of terrorism" ,
 "facial recognition" , "domain_category" , "terrorism" ,
 "facial recognition" , "domain_category" , "terrorist act" ,
 "facial recognition" , "domain_category" , "act of terrorism" ,
 "testimony" , "domain_category" , "law" ,
 "testimony" , "domain_category" , "jurisprudence" ,
 "attestation" , "domain_category" , "law" ,
 "attestation" , "domain_category" , "jurisprudence" ,
 "counsel" , "domain_category" , "law" ,
 "counsel" , "domain_category" , "jurisprudence" ,
 "rule of evidence" , "domain_category" , "law" ,
 "rule of evidence" , "domain_category" , "jurisprudence" ,
 "GIGO" , "domain_category" , "computing" ,
 "GIGO" , "domain_category" , "computer science" ,
 "communications protocol" , "domain_category" , "computing" ,
 "communications protocol" , "domain_category" , "computer science" ,
 "file transfer protocol" , "domain_category" , "computing" ,
 "file transfer protocol" , "domain_category" , "computer science" ,
 "FTP" , "domain_category" , "computing" ,
 "FTP" , "domain_category" , "computer science" ,
 "legal code" , "domain_category" , "law" ,
 "legal code" , "domain_category" , "jurisprudence" ,
 "penal code" , "domain_category" , "law" ,
 "penal code" , "domain_category" , "jurisprudence" ,
 "United States Code" , "domain_category" , "law" ,
 "United States Code" , "domain_category" , "jurisprudence" ,
 "U. S. Code" , "domain_category" , "law" ,
 "U. S. Code" , "domain_category" , "jurisprudence" ,
 "building code" , "domain_category" , "law" ,
 "building code" , "domain_category" , "jurisprudence" ,
 "fire code" , "domain_category" , "law" ,
 "fire code" , "domain_category" , "jurisprudence" ,
 "omerta" , "domain_category" , "Mafia" ,
 "omerta" , "domain_category" , "Maffia" ,
 "omerta" , "domain_category" , "Cosa Nostra" ,
 "health code" , "domain_category" , "law" ,
 "health code" , "domain_category" , "jurisprudence" ,
 "sanitary code" , "domain_category" , "law" ,
 "sanitary code" , "domain_category" , "jurisprudence" ,
 "write up" , "domain_category" , "authorship" ,
 "write up" , "domain_category" , "writing" ,
 "write up" , "domain_category" , "penning" ,
 "write up" , "domain_category" , "composition" ,
 "connivance" , "domain_category" , "law" ,
 "connivance" , "domain_category" , "jurisprudence" ,
 "secret approval" , "domain_category" , "law" ,
 "secret approval" , "domain_category" , "jurisprudence" ,
 "tacit consent" , "domain_category" , "law" ,
 "tacit consent" , "domain_category" , "jurisprudence" ,
 "liberty chit" , "domain_category" , "armed forces" ,
 "liberty chit" , "domain_category" , "armed services" ,
 "liberty chit" , "domain_category" , "military machine" ,
 "liberty chit" , "domain_category" , "military" ,
 "liberty chit" , "domain_category" , "war machine" ,
 "bravo" , "domain_category" , "politics" ,
 "bravo" , "domain_category" , "government" ,
 "bravo" , "domain_category" , "political science" ,
 "paean" , "domain_category" , "antiquity" ,
 "pean" , "domain_category" , "antiquity" ,
 "preaching" , "domain_category" , "church" ,
 "preaching" , "domain_category" , "church service" ,
 "sermon" , "domain_category" , "church" ,
 "sermon" , "domain_category" , "church service" ,
 "takedown" , "domain_category" , "rassling" ,
 "takedown" , "domain_category" , "grappling" ,
 "takedown" , "domain_category" , "wrestling" ,
 "mud" , "domain_category" , "masonry" ,
 "paradox" , "domain_category" , "logic" ,
 "manifesto" , "domain_category" , "administration" ,
 "manifesto" , "domain_category" , "governing" ,
 "manifesto" , "domain_category" , "governance" ,
 "manifesto" , "domain_category" , "government" ,
 "manifesto" , "domain_category" , "government activity" ,
 "pronunciamento" , "domain_category" , "administration" ,
 "pronunciamento" , "domain_category" , "governing" ,
 "pronunciamento" , "domain_category" , "governance" ,
 "pronunciamento" , "domain_category" , "government" ,
 "pronunciamento" , "domain_category" , "government activity" ,
 "dictum" , "domain_category" , "law" ,
 "dictum" , "domain_category" , "jurisprudence" ,
 "Bill of Rights" , "domain_category" , "law" ,
 "Bill of Rights" , "domain_category" , "jurisprudence" ,
 "First Amendment" , "domain_category" , "law" ,
 "First Amendment" , "domain_category" , "jurisprudence" ,
 "Fifth Amendment" , "domain_category" , "law" ,
 "Fifth Amendment" , "domain_category" , "jurisprudence" ,
 "Fourteenth Amendment" , "domain_category" , "law" ,
 "Fourteenth Amendment" , "domain_category" , "jurisprudence" ,
 "Eighteenth Amendment" , "domain_category" , "law" ,
 "Eighteenth Amendment" , "domain_category" , "jurisprudence" ,
 "Nineteenth Amendment" , "domain_category" , "law" ,
 "Nineteenth Amendment" , "domain_category" , "jurisprudence" ,
 "cause of action" , "domain_category" , "law" ,
 "cause of action" , "domain_category" , "jurisprudence" ,
 "allegation" , "domain_category" , "law" ,
 "allegation" , "domain_category" , "jurisprudence" ,
 "mathematical statement" , "domain_category" , "maths" ,
 "mathematical statement" , "domain_category" , "math" ,
 "mathematical statement" , "domain_category" , "mathematics" ,
 "predication" , "domain_category" , "logic" ,
 "witness" , "domain_category" , "law" ,
 "witness" , "domain_category" , "jurisprudence" ,
 "witness" , "domain_category" , "law" ,
 "witness" , "domain_category" , "jurisprudence" ,
 "corpus delicti" , "domain_category" , "law" ,
 "corpus delicti" , "domain_category" , "jurisprudence" ,
 "direct evidence" , "domain_category" , "law" ,
 "direct evidence" , "domain_category" , "jurisprudence" ,
 "indirect evidence" , "domain_category" , "law" ,
 "indirect evidence" , "domain_category" , "jurisprudence" ,
 "circumstantial evidence" , "domain_category" , "law" ,
 "circumstantial evidence" , "domain_category" , "jurisprudence" ,
 "corroborating evidence" , "domain_category" , "law" ,
 "corroborating evidence" , "domain_category" , "jurisprudence" ,
 "hearsay evidence" , "domain_category" , "law" ,
 "hearsay evidence" , "domain_category" , "jurisprudence" ,
 "state's evidence" , "domain_category" , "law" ,
 "state's evidence" , "domain_category" , "jurisprudence" ,
 "affidavit" , "domain_category" , "law" ,
 "affidavit" , "domain_category" , "jurisprudence" ,
 "subornation" , "domain_category" , "law" ,
 "subornation" , "domain_category" , "jurisprudence" ,
 "bidding" , "domain_category" , "bridge" ,
 "takeout" , "domain_category" , "bridge" ,
 "overbid" , "domain_category" , "vendue" ,
 "overbid" , "domain_category" , "auction" ,
 "overbid" , "domain_category" , "auction sale" ,
 "overbid" , "domain_category" , "bridge" ,
 "overbid" , "domain_category" , "bridge" ,
 "overcall" , "domain_category" , "bridge" ,
 "preempt" , "domain_category" , "bridge" ,
 "explanandum" , "domain_category" , "logic" ,
 "explicandum" , "domain_category" , "logic" ,
 "explanans" , "domain_category" , "logic" ,
 "alibi" , "domain_category" , "law" ,
 "alibi" , "domain_category" , "jurisprudence" ,
 "exposition" , "domain_category" , "artistic production" ,
 "exposition" , "domain_category" , "art" ,
 "exposition" , "domain_category" , "artistic creation" ,
 "exposition" , "domain_category" , "music" ,
 "deriving" , "domain_category" , "diachrony" ,
 "deriving" , "domain_category" , "historical linguistics" ,
 "deriving" , "domain_category" , "diachronic linguistics" ,
 "etymologizing" , "domain_category" , "diachrony" ,
 "etymologizing" , "domain_category" , "historical linguistics" ,
 "etymologizing" , "domain_category" , "diachronic linguistics" ,
 "recursive definition" , "domain_category" , "maths" ,
 "recursive definition" , "domain_category" , "math" ,
 "recursive definition" , "domain_category" , "mathematics" ,
 "Annunciation" , "domain_category" , "Christianity" ,
 "Annunciation" , "domain_category" , "Christian religion" ,
 "banns" , "domain_category" , "church" ,
 "banns" , "domain_category" , "church service" ,
 "caveat" , "domain_category" , "law" ,
 "caveat" , "domain_category" , "jurisprudence" ,
 "weather forecasting" , "domain_category" , "meteorology" ,
 "particular proposition" , "domain_category" , "logic" ,
 "universal proposition" , "domain_category" , "logic" ,
 "negation" , "domain_category" , "logic" ,
 "postulate" , "domain_category" , "logic" ,
 "posit" , "domain_category" , "logic" ,
 "axiom" , "domain_category" , "logic" ,
 "boundary condition" , "domain_category" , "maths" ,
 "boundary condition" , "domain_category" , "math" ,
 "boundary condition" , "domain_category" , "mathematics" ,
 "Midrash" , "domain_category" , "Judaism" ,
 "cite" , "domain_category" , "authorship" ,
 "cite" , "domain_category" , "writing" ,
 "cite" , "domain_category" , "penning" ,
 "cite" , "domain_category" , "composition" ,
 "footnote" , "domain_category" , "authorship" ,
 "footnote" , "domain_category" , "writing" ,
 "footnote" , "domain_category" , "penning" ,
 "footnote" , "domain_category" , "composition" ,
 "fatwah" , "domain_category" , "Muslimism" ,
 "fatwah" , "domain_category" , "Islam" ,
 "obiter dictum" , "domain_category" , "law" ,
 "obiter dictum" , "domain_category" , "jurisprudence" ,
 "demythologisation" , "domain_category" , "faith" ,
 "demythologisation" , "domain_category" , "religious belief" ,
 "demythologisation" , "domain_category" , "religion" ,
 "demythologization" , "domain_category" , "faith" ,
 "demythologization" , "domain_category" , "religious belief" ,
 "demythologization" , "domain_category" , "religion" ,
 "written agreement" , "domain_category" , "law" ,
 "written agreement" , "domain_category" , "jurisprudence" ,
 "matter of law" , "domain_category" , "law" ,
 "matter of law" , "domain_category" , "jurisprudence" ,
 "question of law" , "domain_category" , "law" ,
 "question of law" , "domain_category" , "jurisprudence" ,
 "standard generalized markup language" , "domain_category" , "computing" ,
 "standard generalized markup language" , "domain_category" , "computer science" ,
 "SGML" , "domain_category" , "computing" ,
 "SGML" , "domain_category" , "computer science" ,
 "ahimsa" , "domain_category" , "Hinduism" ,
 "ahimsa" , "domain_category" , "Hindooism" ,
 "ahimsa" , "domain_category" , "Buddhism" ,
 "ahimsa" , "domain_category" , "Jainism" ,
 "ecumenism" , "domain_category" , "Christianity" ,
 "ecumenism" , "domain_category" , "Christian religion" ,
 "ecumenicalism" , "domain_category" , "Christianity" ,
 "ecumenicalism" , "domain_category" , "Christian religion" ,
 "ecumenicism" , "domain_category" , "Christianity" ,
 "ecumenicism" , "domain_category" , "Christian religion" ,
 "Immaculate Conception" , "domain_category" , "Church of Rome" ,
 "Immaculate Conception" , "domain_category" , "Western Church" ,
 "Immaculate Conception" , "domain_category" , "Roman Catholic" ,
 "Immaculate Conception" , "domain_category" , "Roman Church" ,
 "Immaculate Conception" , "domain_category" , "Roman Catholic Church" ,
 "Immaculate Conception" , "domain_category" , "Christianity" ,
 "Immaculate Conception" , "domain_category" , "Christian religion" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Church of Rome" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Western Church" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Roman Catholic" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Roman Church" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Roman Catholic Church" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Christianity" ,
 "Immaculate Conception of the Virgin Mary" , "domain_category" , "Christian religion" ,
 "Incarnation" , "domain_category" , "Christianity" ,
 "Incarnation" , "domain_category" , "Christian religion" ,
 "Nicene Creed" , "domain_category" , "Christianity" ,
 "Nicene Creed" , "domain_category" , "Christian religion" ,
 "real presence" , "domain_category" , "Christianity" ,
 "real presence" , "domain_category" , "Christian religion" ,
 "contraindication" , "domain_category" , "medicine" ,
 "contraindication" , "domain_category" , "medical specialty" ,
 "symptom" , "domain_category" , "medicine" ,
 "symptom" , "domain_category" , "medical specialty" ,
 "ascender" , "domain_category" , "printing" ,
 "ascender" , "domain_category" , "printing process" ,
 "descender" , "domain_category" , "printing" ,
 "descender" , "domain_category" , "printing process" ,
 "isometric" , "domain_category" , "maths" ,
 "isometric" , "domain_category" , "math" ,
 "isometric" , "domain_category" , "mathematics" ,
 "isometric" , "domain_category" , "physiology" ,
 "isometric" , "domain_category" , "crystallography" ,
 "precursor" , "domain_category" , "biochemistry" ,
 "taps" , "domain_category" , "armed forces" ,
 "taps" , "domain_category" , "armed services" ,
 "taps" , "domain_category" , "military machine" ,
 "taps" , "domain_category" , "military" ,
 "taps" , "domain_category" , "war machine" ,
 "lights-out" , "domain_category" , "armed forces" ,
 "lights-out" , "domain_category" , "armed services" ,
 "lights-out" , "domain_category" , "military machine" ,
 "lights-out" , "domain_category" , "military" ,
 "lights-out" , "domain_category" , "war machine" ,
 "wake-up signal" , "domain_category" , "armed forces" ,
 "wake-up signal" , "domain_category" , "armed services" ,
 "wake-up signal" , "domain_category" , "military machine" ,
 "wake-up signal" , "domain_category" , "military" ,
 "wake-up signal" , "domain_category" , "war machine" ,
 "musical notation" , "domain_category" , "music" ,
 "sheet music" , "domain_category" , "music" ,
 "check character" , "domain_category" , "transmission" ,
 "superscript" , "domain_category" , "printing" ,
 "superscript" , "domain_category" , "printing process" ,
 "superior" , "domain_category" , "astronomy" ,
 "superior" , "domain_category" , "uranology" ,
 "superior" , "domain_category" , "printing" ,
 "superior" , "domain_category" , "printing process" ,
 "subscript" , "domain_category" , "printing" ,
 "subscript" , "domain_category" , "printing process" ,
 "inferior" , "domain_category" , "anatomy" ,
 "inferior" , "domain_category" , "general anatomy" ,
 "inferior" , "domain_category" , "astronomy" ,
 "inferior" , "domain_category" , "uranology" ,
 "inferior" , "domain_category" , "printing" ,
 "inferior" , "domain_category" , "printing process" ,
 "accent" , "domain_category" , "language" ,
 "accent" , "domain_category" , "linguistic communication" ,
 "accent mark" , "domain_category" , "language" ,
 "accent mark" , "domain_category" , "linguistic communication" ,
 "acute" , "domain_category" , "medicine" ,
 "acute" , "domain_category" , "medical specialty" ,
 "cartridge font" , "domain_category" , "computing" ,
 "cartridge font" , "domain_category" , "computer science" ,
 "font cartridge" , "domain_category" , "computing" ,
 "font cartridge" , "domain_category" , "computer science" ,
 "raster font" , "domain_category" , "computing" ,
 "raster font" , "domain_category" , "computer science" ,
 "screen font" , "domain_category" , "computing" ,
 "screen font" , "domain_category" , "computer science" ,
 "serif" , "domain_category" , "printing" ,
 "serif" , "domain_category" , "printing process" ,
 "seriph" , "domain_category" , "printing" ,
 "seriph" , "domain_category" , "printing process" ,
 "G" , "domain_category" , "natural philosophy" ,
 "G" , "domain_category" , "physics" ,
 "N" , "domain_category" , "solution" ,
 "R" , "domain_category" , "natural philosophy" ,
 "R" , "domain_category" , "physics" ,
 "period" , "domain_category" , "ice hockey" ,
 "period" , "domain_category" , "hockey" ,
 "period" , "domain_category" , "hockey game" ,
 "diagonal" , "domain_category" , "maths" ,
 "diagonal" , "domain_category" , "math" ,
 "diagonal" , "domain_category" , "mathematics" ,
 "diagonal" , "domain_category" , "geometry" ,
 "domain name" , "domain_category" , "computing" ,
 "domain name" , "domain_category" , "computer science" ,
 "phylactery" , "domain_category" , "Judaism" ,
 "tefillin" , "domain_category" , "Judaism" ,
 "musical scale" , "domain_category" , "music" ,
 "tucket" , "domain_category" , "music" ,
 "fanfare" , "domain_category" , "music" ,
 "flourish" , "domain_category" , "music" ,
 "glissando" , "domain_category" , "music" ,
 "roulade" , "domain_category" , "music" ,
 "supertonic" , "domain_category" , "music" ,
 "mediant" , "domain_category" , "music" ,
 "subdominant" , "domain_category" , "music" ,
 "submediant" , "domain_category" , "music" ,
 "leading tone" , "domain_category" , "music" ,
 "subtonic" , "domain_category" , "music" ,
 "scale of C major" , "domain_category" , "music" ,
 "C major scale" , "domain_category" , "music" ,
 "C major" , "domain_category" , "music" ,
 "segno" , "domain_category" , "music" ,
 "sforzando" , "domain_category" , "music" ,
 "chord" , "domain_category" , "music" ,
 "chord" , "domain_category" , "music" ,
 "insignia of rank" , "domain_category" , "armed forces" ,
 "insignia of rank" , "domain_category" , "armed services" ,
 "insignia of rank" , "domain_category" , "military machine" ,
 "insignia of rank" , "domain_category" , "military" ,
 "insignia of rank" , "domain_category" , "war machine" ,
 "facial profiling" , "domain_category" , "terrorism" ,
 "facial profiling" , "domain_category" , "terrorist act" ,
 "facial profiling" , "domain_category" , "act of terrorism" ,
 "acting out" , "domain_category" , "psychiatry" ,
 "acting out" , "domain_category" , "psychological medicine" ,
 "acting out" , "domain_category" , "psychopathology" ,
 "premiere" , "domain_category" , "performing arts" ,
 "premiere" , "domain_category" , "performing arts" ,
 "world premiere" , "domain_category" , "music" ,
 "programming language" , "domain_category" , "computing" ,
 "programming language" , "domain_category" , "computer science" ,
 "programing language" , "domain_category" , "computing" ,
 "programing language" , "domain_category" , "computer science" ,
 "object-oriented programming language" , "domain_category" , "computing" ,
 "object-oriented programming language" , "domain_category" , "computer science" ,
 "object-oriented programing language" , "domain_category" , "computing" ,
 "object-oriented programing language" , "domain_category" , "computer science" ,
 "Sanskrit" , "domain_category" , "Hinduism" ,
 "Sanskrit" , "domain_category" , "Hindooism" ,
 "Sanskritic language" , "domain_category" , "Hinduism" ,
 "Sanskritic language" , "domain_category" , "Hindooism" ,
 "Bengali" , "domain_category" , "Hinduism" ,
 "Bengali" , "domain_category" , "Hindooism" ,
 "Niger-Kordofanian" , "domain_category" , "Swahili" ,
 "Niger-Kordofanian language" , "domain_category" , "Swahili" ,
 "frequency-response curve" , "domain_category" , "electronics" ,
 "frequency-response characteristic" , "domain_category" , "electronics" ,
 "characterisic function" , "domain_category" , "electronics" ,
 "characteristic curve" , "domain_category" , "electronics" ,
 "dramatic play" , "domain_category" , "drama" ,
 "farce" , "domain_category" , "cooking" ,
 "farce" , "domain_category" , "cookery" ,
 "farce" , "domain_category" , "preparation" ,
 "pizzicato" , "domain_category" , "music" ,
 "counterpoint" , "domain_category" , "music" ,
 "classical" , "domain_category" , "natural philosophy" ,
 "classical" , "domain_category" , "physics" ,
 "classical" , "domain_category" , "fine arts" ,
 "classical" , "domain_category" , "beaux arts" ,
 "classical" , "domain_category" , "music" ,
 "melodic theme" , "domain_category" , "music" ,
 "musical theme" , "domain_category" , "music" ,
 "gradual" , "domain_category" , "Church of Rome" ,
 "gradual" , "domain_category" , "Western Church" ,
 "gradual" , "domain_category" , "Roman Catholic" ,
 "gradual" , "domain_category" , "Roman Church" ,
 "gradual" , "domain_category" , "Roman Catholic Church" ,
 "Hallel" , "domain_category" , "Judaism" ,
 "plainchant" , "domain_category" , "Church of Rome" ,
 "plainchant" , "domain_category" , "Western Church" ,
 "plainchant" , "domain_category" , "Roman Catholic" ,
 "plainchant" , "domain_category" , "Roman Church" ,
 "plainchant" , "domain_category" , "Roman Catholic Church" ,
 "plainsong" , "domain_category" , "Church of Rome" ,
 "plainsong" , "domain_category" , "Western Church" ,
 "plainsong" , "domain_category" , "Roman Catholic" ,
 "plainsong" , "domain_category" , "Roman Church" ,
 "plainsong" , "domain_category" , "Roman Catholic Church" ,
 "hymn" , "domain_category" , "music" ,
 "Magnificat" , "domain_category" , "Gospel of Luke" ,
 "Magnificat" , "domain_category" , "Luke" ,
 "Magnificat" , "domain_category" , "Gospel According to Luke" ,
 "allegro" , "domain_category" , "music" ,
 "allegretto" , "domain_category" , "music" ,
 "andante" , "domain_category" , "music" ,
 "prelude" , "domain_category" , "music" ,
 "voluntary" , "domain_category" , "physiology" ,
 "voluntary" , "domain_category" , "armed forces" ,
 "voluntary" , "domain_category" , "armed services" ,
 "voluntary" , "domain_category" , "military machine" ,
 "voluntary" , "domain_category" , "military" ,
 "voluntary" , "domain_category" , "war machine" ,
 "largo" , "domain_category" , "music" ,
 "largo" , "domain_category" , "music" ,
 "larghetto" , "domain_category" , "music" ,
 "chorus" , "domain_category" , "music" ,
 "chorus" , "domain_category" , "singing" ,
 "chorus" , "domain_category" , "vocalizing" ,
 "madrigal" , "domain_category" , "music" ,
 "syncopation" , "domain_category" , "phonology" ,
 "syncopation" , "domain_category" , "phonemics" ,
 "syncopation" , "domain_category" , "music" ,
 "pop" , "domain_category" , "ball" ,
 "pop" , "domain_category" , "baseball game" ,
 "pop" , "domain_category" , "baseball" ,
 "pop" , "domain_category" , "music" ,
 "pop" , "domain_category" , "artistic production" ,
 "pop" , "domain_category" , "art" ,
 "pop" , "domain_category" , "artistic creation" ,
 "jazz" , "domain_category" , "music" ,
 "jazz" , "domain_category" , "jazz" ,
 "gospel singing" , "domain_category" , "a capella singing" ,
 "gospel singing" , "domain_category" , "a cappella singing" ,
 "jive" , "domain_category" , "saltation" ,
 "jive" , "domain_category" , "dancing" ,
 "jive" , "domain_category" , "terpsichore" ,
 "jive" , "domain_category" , "dance" ,
 "expressive style" , "domain_category" , "language" ,
 "expressive style" , "domain_category" , "linguistic communication" ,
 "expressive style" , "domain_category" , "music" ,
 "expressive style" , "domain_category" , "artistic production" ,
 "expressive style" , "domain_category" , "art" ,
 "expressive style" , "domain_category" , "artistic creation" ,
 "black humor" , "domain_category" , "drama" ,
 "black humour" , "domain_category" , "drama" ,
 "monotone" , "domain_category" , "maths" ,
 "monotone" , "domain_category" , "math" ,
 "monotone" , "domain_category" , "mathematics" ,
 "stress" , "domain_category" , "natural philosophy" ,
 "stress" , "domain_category" , "physics" ,
 "stress" , "domain_category" , "psychological science" ,
 "stress" , "domain_category" , "psychology" ,
 "backbeat" , "domain_category" , "rock" ,
 "backbeat" , "domain_category" , "rock music" ,
 "backbeat" , "domain_category" , "rock'n'roll" ,
 "backbeat" , "domain_category" , "rock and roll" ,
 "backbeat" , "domain_category" , "rock-and-roll" ,
 "backbeat" , "domain_category" , "rock 'n' roll" ,
 "arioso" , "domain_category" , "music" ,
 "tautology" , "domain_category" , "logic" ,
 "rhythmic pattern" , "domain_category" , "prosody" ,
 "rhythmic pattern" , "domain_category" , "metrics" ,
 "poetic rhythm" , "domain_category" , "prosody" ,
 "poetic rhythm" , "domain_category" , "metrics" ,
 "metrical foot" , "domain_category" , "prosody" ,
 "metrical foot" , "domain_category" , "metrics" ,
 "metrical unit" , "domain_category" , "prosody" ,
 "metrical unit" , "domain_category" , "metrics" ,
 "rime" , "domain_category" , "verse" ,
 "rime" , "domain_category" , "poesy" ,
 "rime" , "domain_category" , "poetry" ,
 "rhetorical device" , "domain_category" , "rhetoric" ,
 "epanodos" , "domain_category" , "rhetoric" ,
 "epanodos" , "domain_category" , "rhetoric" ,
 "ploce" , "domain_category" , "rhetoric" ,
 "dramatic irony" , "domain_category" , "dramatics" ,
 "dramatic irony" , "domain_category" , "theater" ,
 "dramatic irony" , "domain_category" , "theatre" ,
 "dramatic irony" , "domain_category" , "dramaturgy" ,
 "dramatic irony" , "domain_category" , "dramatic art" ,
 "meiosis" , "domain_category" , "genetics" ,
 "meiosis" , "domain_category" , "genetic science" ,
 "oral communication" , "domain_category" , "language" ,
 "oral communication" , "domain_category" , "linguistic communication" ,
 "spoken communication" , "domain_category" , "language" ,
 "spoken communication" , "domain_category" , "linguistic communication" ,
 "speech communication" , "domain_category" , "language" ,
 "speech communication" , "domain_category" , "linguistic communication" ,
 "voice communication" , "domain_category" , "language" ,
 "voice communication" , "domain_category" , "linguistic communication" ,
 "spoken language" , "domain_category" , "language" ,
 "spoken language" , "domain_category" , "linguistic communication" ,
 "speech sound" , "domain_category" , "phonetics" ,
 "morphophoneme" , "domain_category" , "linguistics" ,
 "phoneme" , "domain_category" , "linguistics" ,
 "allophone" , "domain_category" , "linguistics" ,
 "geminate" , "domain_category" , "linguistics" ,
 "devil" , "domain_category" , "cooking" ,
 "devil" , "domain_category" , "cookery" ,
 "devil" , "domain_category" , "preparation" ,
 "syncope" , "domain_category" , "phonology" ,
 "syncope" , "domain_category" , "phonemics" ,
 "communion" , "domain_category" , "Christianity" ,
 "communion" , "domain_category" , "Christian religion" ,
 "shmooze" , "domain_category" , "Yiddish" ,
 "pretrial conference" , "domain_category" , "law" ,
 "pretrial conference" , "domain_category" , "jurisprudence" ,
 "pretrial" , "domain_category" , "law" ,
 "pretrial" , "domain_category" , "jurisprudence" ,
 "call up" , "domain_category" , "telephone" ,
 "call up" , "domain_category" , "telephony" ,
 "call up" , "domain_category" , "armed forces" ,
 "call up" , "domain_category" , "armed services" ,
 "call up" , "domain_category" , "military machine" ,
 "call up" , "domain_category" , "military" ,
 "call up" , "domain_category" , "war machine" ,
 "eisegesis" , "domain_category" , "Good Book" ,
 "eisegesis" , "domain_category" , "Word" ,
 "eisegesis" , "domain_category" , "Book" ,
 "eisegesis" , "domain_category" , "Scripture" ,
 "eisegesis" , "domain_category" , "Word of God" ,
 "eisegesis" , "domain_category" , "Holy Writ" ,
 "eisegesis" , "domain_category" , "Christian Bible" ,
 "eisegesis" , "domain_category" , "Bible" ,
 "eisegesis" , "domain_category" , "Holy Scripture" ,
 "exegesis" , "domain_category" , "Good Book" ,
 "exegesis" , "domain_category" , "Word" ,
 "exegesis" , "domain_category" , "Book" ,
 "exegesis" , "domain_category" , "Scripture" ,
 "exegesis" , "domain_category" , "Word of God" ,
 "exegesis" , "domain_category" , "Holy Writ" ,
 "exegesis" , "domain_category" , "Christian Bible" ,
 "exegesis" , "domain_category" , "Bible" ,
 "exegesis" , "domain_category" , "Holy Scripture" ,
 "property settlement" , "domain_category" , "matrimonial law" ,
 "collision" , "domain_category" , "natural philosophy" ,
 "collision" , "domain_category" , "physics" ,
 "challenge" , "domain_category" , "law" ,
 "challenge" , "domain_category" , "jurisprudence" ,
