 "nameObj" , "predicate" , "nameDom" ,
 "platform" , "domain_category" , "armed services" ,
 "platform" , "domain_category" , "military machine" ,
 "platform" , "domain_category" , "military" ,
 "platform" , "domain_category" , "war machine" ,
 "chukka" , "domain_category" , "polo" ,
 "church building" , "domain_category" , "church" ,
 "church building" , "domain_category" , "church service" ,
 "church bell" , "domain_category" , "church" ,
 "church bell" , "domain_category" , "church service" ,
 "churn" , "domain_category" , "cooking" ,
 "churn" , "domain_category" , "cookery" ,
 "churn" , "domain_category" , "preparation" ,
 "cinema" , "domain_category" , "business" ,
 "cinema" , "domain_category" , "commercial enterprise" ,
 "cinema" , "domain_category" , "business enterprise" ,
 "cinema" , "domain_category" , "artistic production" ,
 "cinema" , "domain_category" , "art" ,
 "cinema" , "domain_category" , "artistic creation" ,
 "tongue" , "domain_category" , "music" ,
 "tongue" , "domain_category" , "music" ,
 "clarion" , "domain_category" , "music" ,
 "clarion" , "domain_category" , "music" ,
 "inclinometer" , "domain_category" , "airplane" ,
 "inclinometer" , "domain_category" , "plane" ,
 "inclinometer" , "domain_category" , "aeroplane" ,
 "clipper" , "domain_category" , "electronics" ,
 "cloister" , "domain_category" , "faith" ,
 "cloister" , "domain_category" , "religious belief" ,
 "cloister" , "domain_category" , "religion" ,
 "closed-circuit television" , "domain_category" , "dramatics" ,
 "closed-circuit television" , "domain_category" , "theater" ,
 "closed-circuit television" , "domain_category" , "theatre" ,
 "closed-circuit television" , "domain_category" , "dramaturgy" ,
 "closed-circuit television" , "domain_category" , "dramatic art" ,
 "closed-circuit television" , "domain_category" , "mill" ,
 "closed-circuit television" , "domain_category" , "manufacturing plant" ,
 "closed-circuit television" , "domain_category" , "manufactory" ,
 "closed-circuit television" , "domain_category" , "factory" ,
 "arms" , "domain_category" , "heraldry" ,
 "blazonry" , "domain_category" , "heraldry" ,
 "blazon" , "domain_category" , "artistic production" ,
 "blazon" , "domain_category" , "art" ,
 "blazon" , "domain_category" , "artistic creation" ,
 "blazon" , "domain_category" , "heraldry" ,
 "coat of arms" , "domain_category" , "heraldry" ,
 "coca" , "domain_category" , "flora" ,
 "coca" , "domain_category" , "plant" ,
 "coca" , "domain_category" , "plant life" ,
 "cockpit" , "domain_category" , "car racing" ,
 "cockpit" , "domain_category" , "auto racing" ,
 "coke" , "domain_category" , "chemistry" ,
 "coke" , "domain_category" , "chemical science" ,
 "C" , "domain_category" , "music" ,
 "collector" , "domain_category" , "taxation" ,
 "collector" , "domain_category" , "tax" ,
 "collector" , "domain_category" , "revenue enhancement" ,
 "pit" , "domain_category" , "car racing" ,
 "pit" , "domain_category" , "auto racing" ,
 "pit" , "domain_category" , "Christianity" ,
 "pit" , "domain_category" , "Christian religion" ,
 "pillar" , "domain_category" , "architecture" ,
 "column" , "domain_category" , "architecture" ,
 "column" , "domain_category" , "armed forces" ,
 "column" , "domain_category" , "armed services" ,
 "column" , "domain_category" , "military machine" ,
 "column" , "domain_category" , "military" ,
 "column" , "domain_category" , "war machine" ,
 "command post" , "domain_category" , "armed forces" ,
 "command post" , "domain_category" , "armed services" ,
 "command post" , "domain_category" , "military machine" ,
 "command post" , "domain_category" , "military" ,
 "command post" , "domain_category" , "war machine" ,
 "GHQ" , "domain_category" , "armed forces" ,
 "GHQ" , "domain_category" , "armed services" ,
 "GHQ" , "domain_category" , "military machine" ,
 "GHQ" , "domain_category" , "military" ,
 "GHQ" , "domain_category" , "war machine" ,
 "general headquarters" , "domain_category" , "armed forces" ,
 "general headquarters" , "domain_category" , "armed services" ,
 "general headquarters" , "domain_category" , "military machine" ,
 "general headquarters" , "domain_category" , "military" ,
 "general headquarters" , "domain_category" , "war machine" ,
 "commissary" , "domain_category" , "armed forces" ,
 "commissary" , "domain_category" , "armed services" ,
 "commissary" , "domain_category" , "military machine" ,
 "commissary" , "domain_category" , "military" ,
 "commissary" , "domain_category" , "war machine" ,
 "constituent" , "domain_category" , "grammar" ,
 "compound" , "domain_category" , "phytology" ,
 "compound" , "domain_category" , "botany" ,
 "compound" , "domain_category" , "zoological science" ,
 "compound" , "domain_category" , "zoology" ,
 "compound" , "domain_category" , "chemistry" ,
 "compound" , "domain_category" , "chemical science" ,
 "information processing system" , "domain_category" , "computing" ,
 "information processing system" , "domain_category" , "computer science" ,
 "data processor" , "domain_category" , "computing" ,
 "data processor" , "domain_category" , "computer science" ,
 "electronic computer" , "domain_category" , "computing" ,
 "electronic computer" , "domain_category" , "computer science" ,
 "computing machine" , "domain_category" , "computing" ,
 "computing machine" , "domain_category" , "computer science" ,
 "computer" , "domain_category" , "computing" ,
 "computer" , "domain_category" , "computer science" ,
 "computing device" , "domain_category" , "computing" ,
 "computing device" , "domain_category" , "computer science" ,
 "computer circuit" , "domain_category" , "computing" ,
 "computer circuit" , "domain_category" , "computer science" ,
 "computer network" , "domain_category" , "computing" ,
 "computer network" , "domain_category" , "computer science" ,
 "safe" , "domain_category" , "ball" ,
 "safe" , "domain_category" , "baseball game" ,
 "safe" , "domain_category" , "baseball" ,
 "Constitution" , "domain_category" , "law" ,
 "Constitution" , "domain_category" , "jurisprudence" ,
 "tangency" , "domain_category" , "electronics" ,
 "command key" , "domain_category" , "computing" ,
 "command key" , "domain_category" , "computer science" ,
 "control key" , "domain_category" , "computing" ,
 "control key" , "domain_category" , "computer science" ,
 "panel" , "domain_category" , "computing" ,
 "panel" , "domain_category" , "computer science" ,
 "panel" , "domain_category" , "law" ,
 "panel" , "domain_category" , "jurisprudence" ,
 "conveyor belt" , "domain_category" , "mill" ,
 "conveyor belt" , "domain_category" , "manufacturing plant" ,
 "conveyor belt" , "domain_category" , "manufactory" ,
 "conveyor belt" , "domain_category" , "factory" ,
 "conveyer belt" , "domain_category" , "mill" ,
 "conveyer belt" , "domain_category" , "manufacturing plant" ,
 "conveyer belt" , "domain_category" , "manufactory" ,
 "conveyer belt" , "domain_category" , "factory" ,
 "conveyer" , "domain_category" , "mill" ,
 "conveyer" , "domain_category" , "manufacturing plant" ,
 "conveyer" , "domain_category" , "manufactory" ,
 "conveyer" , "domain_category" , "factory" ,
 "transporter" , "domain_category" , "mill" ,
 "transporter" , "domain_category" , "manufacturing plant" ,
 "transporter" , "domain_category" , "manufactory" ,
 "transporter" , "domain_category" , "factory" ,
 "conveyor" , "domain_category" , "mill" ,
 "conveyor" , "domain_category" , "manufacturing plant" ,
 "conveyor" , "domain_category" , "manufactory" ,
 "conveyor" , "domain_category" , "factory" ,
 "tank" , "domain_category" , "armed forces" ,
 "tank" , "domain_category" , "armed services" ,
 "tank" , "domain_category" , "military machine" ,
 "tank" , "domain_category" , "military" ,
 "tank" , "domain_category" , "war machine" ,
 "copy" , "domain_category" , "biological science" ,
 "copy" , "domain_category" , "biology" ,
 "copy" , "domain_category" , "law" ,
 "copy" , "domain_category" , "jurisprudence" ,
 "truss" , "domain_category" , "cooking" ,
 "truss" , "domain_category" , "cookery" ,
 "truss" , "domain_category" , "preparation" ,
 "truss" , "domain_category" , "medicine" ,
 "truss" , "domain_category" , "medical specialty" ,
 "truss" , "domain_category" , "architecture" ,
 "corbel" , "domain_category" , "architecture" ,
 "corbel" , "domain_category" , "architecture" ,
 "corbel arch" , "domain_category" , "architecture" ,
 "corbiestep" , "domain_category" , "architecture" ,
 "corbel step" , "domain_category" , "architecture" ,
 "crow step" , "domain_category" , "architecture" ,
 "corbie-step" , "domain_category" , "architecture" ,
 "corbie gable" , "domain_category" , "architecture" ,
 "core" , "domain_category" , "computing" ,
 "core" , "domain_category" , "computer science" ,
 "magnetic core" , "domain_category" , "computing" ,
 "magnetic core" , "domain_category" , "computer science" ,
 "corner" , "domain_category" , "architecture" ,
 "quoin" , "domain_category" , "architecture" ,
 "trump" , "domain_category" , "cards" ,
 "trump" , "domain_category" , "card game" ,
 "trump" , "domain_category" , "cards" ,
 "trump" , "domain_category" , "card game" ,
 "trumpet" , "domain_category" , "music" ,
 "cornice" , "domain_category" , "architecture" ,
 "corona" , "domain_category" , "anatomy" ,
 "corona" , "domain_category" , "general anatomy" ,
 "corona" , "domain_category" , "phytology" ,
 "corona" , "domain_category" , "botany" ,
 "girdle" , "domain_category" , "flora" ,
 "girdle" , "domain_category" , "plant" ,
 "girdle" , "domain_category" , "plant life" ,
 "costume" , "domain_category" , "performing arts" ,
 "courtroom" , "domain_category" , "law" ,
 "courtroom" , "domain_category" , "jurisprudence" ,
 "courthouse" , "domain_category" , "law" ,
 "courthouse" , "domain_category" , "jurisprudence" ,
 "cradle" , "domain_category" , "lacrosse" ,
 "crank" , "domain_category" , "boat" ,
 "ointment" , "domain_category" , "medicine" ,
 "ointment" , "domain_category" , "medical specialty" ,
 "cream" , "domain_category" , "cooking" ,
 "cream" , "domain_category" , "cookery" ,
 "cream" , "domain_category" , "preparation" ,
 "crenel" , "domain_category" , "architecture" ,
 "cricket equipment" , "domain_category" , "cricket" ,
 "crochet" , "domain_category" , "handicraft" ,
 "crochet" , "domain_category" , "handicraft" ,
 "croquet equipment" , "domain_category" , "croquet" ,
 "crossover" , "domain_category" , "genre" ,
 "crossover" , "domain_category" , "music genre" ,
 "crossover" , "domain_category" , "musical genre" ,
 "crossover" , "domain_category" , "musical style" ,
 "crown" , "domain_category" , "dental medicine" ,
 "crown" , "domain_category" , "odontology" ,
 "crown" , "domain_category" , "dentistry" ,
 "crownwork" , "domain_category" , "dental medicine" ,
 "crownwork" , "domain_category" , "odontology" ,
 "crownwork" , "domain_category" , "dentistry" ,
 "jacket" , "domain_category" , "dental medicine" ,
 "jacket" , "domain_category" , "odontology" ,
 "jacket" , "domain_category" , "dentistry" ,
 "jacket crown" , "domain_category" , "dental medicine" ,
 "jacket crown" , "domain_category" , "odontology" ,
 "jacket crown" , "domain_category" , "dentistry" ,
 "crypt" , "domain_category" , "church" ,
 "crypt" , "domain_category" , "church service" ,
 "cube" , "domain_category" , "arithmetic" ,
 "cup" , "domain_category" , "medicine" ,
 "cup" , "domain_category" , "practice of medicine" ,
 "cursor" , "domain_category" , "computing" ,
 "cursor" , "domain_category" , "computer science" ,
 "cyma" , "domain_category" , "classical architecture" ,
 "cyma" , "domain_category" , "Greco-Roman architecture" ,
 "cymatium" , "domain_category" , "classical architecture" ,
 "cymatium" , "domain_category" , "Greco-Roman architecture" ,
 "dado" , "domain_category" , "woodwork" ,
 "dado" , "domain_category" , "woodworking" ,
 "dado" , "domain_category" , "carpentry" ,
 "dado" , "domain_category" , "woodwork" ,
 "dado" , "domain_category" , "woodworking" ,
 "dado" , "domain_category" , "carpentry" ,
 "stump" , "domain_category" , "cricket" ,
 "damascene" , "domain_category" , "handicraft" ,
 "daub" , "domain_category" , "masonry" ,
 "deadeye" , "domain_category" , "sailing" ,
 "deadeye" , "domain_category" , "seafaring" ,
 "deadeye" , "domain_category" , "navigation" ,
 "dedicated file server" , "domain_category" , "computing" ,
 "dedicated file server" , "domain_category" , "computer science" ,
 "deicer" , "domain_category" , "airplane" ,
 "deicer" , "domain_category" , "plane" ,
 "deicer" , "domain_category" , "aeroplane" ,
 "defroster" , "domain_category" , "airplane" ,
 "defroster" , "domain_category" , "plane" ,
 "defroster" , "domain_category" , "aeroplane" ,
 "dental appliance" , "domain_category" , "dental medicine" ,
 "dental appliance" , "domain_category" , "odontology" ,
 "dental appliance" , "domain_category" , "dentistry" ,
 "plate" , "domain_category" , "ball" ,
 "plate" , "domain_category" , "baseball game" ,
 "plate" , "domain_category" , "baseball" ,
 "dial" , "domain_category" , "telephone" ,
 "dial" , "domain_category" , "telephony" ,
 "dialog box" , "domain_category" , "computing" ,
 "dialog box" , "domain_category" , "computer science" ,
 "diaphragm" , "domain_category" , "anatomy" ,
 "diaphragm" , "domain_category" , "general anatomy" ,
 "die" , "domain_category" , "ball" ,
 "die" , "domain_category" , "baseball game" ,
 "die" , "domain_category" , "baseball" ,
 "die" , "domain_category" , "faith" ,
 "die" , "domain_category" , "religious belief" ,
 "die" , "domain_category" , "religion" ,
 "differential" , "domain_category" , "maths" ,
 "differential" , "domain_category" , "math" ,
 "differential" , "domain_category" , "mathematics" ,
 "formal" , "domain_category" , "fine arts" ,
 "formal" , "domain_category" , "beaux arts" ,
 "DIP switch" , "domain_category" , "computing" ,
 "DIP switch" , "domain_category" , "computer science" ,
 "dual inline package switch" , "domain_category" , "computing" ,
 "dual inline package switch" , "domain_category" , "computer science" ,
 "disc" , "domain_category" , "computing" ,
 "disc" , "domain_category" , "computer science" ,
 "disk" , "domain_category" , "farming" ,
 "disk" , "domain_category" , "agriculture" ,
 "disk" , "domain_category" , "husbandry" ,
 "disk" , "domain_category" , "computing" ,
 "disk" , "domain_category" , "computer science" ,
 "disk controller" , "domain_category" , "computing" ,
 "disk controller" , "domain_category" , "computer science" ,
 "hard drive" , "domain_category" , "computing" ,
 "hard drive" , "domain_category" , "computer science" ,
 "Winchester drive" , "domain_category" , "computing" ,
 "Winchester drive" , "domain_category" , "computer science" ,
 "disc drive" , "domain_category" , "computing" ,
 "disc drive" , "domain_category" , "computer science" ,
 "disk drive" , "domain_category" , "computing" ,
 "disk drive" , "domain_category" , "computer science" ,
 "display adaptor" , "domain_category" , "computing" ,
 "display adaptor" , "domain_category" , "computer science" ,
 "display adapter" , "domain_category" , "computing" ,
 "display adapter" , "domain_category" , "computer science" ,
 "still" , "domain_category" , "verse" ,
 "still" , "domain_category" , "poesy" ,
 "still" , "domain_category" , "poetry" ,
 "point" , "domain_category" , "navigation" ,
 "point" , "domain_category" , "piloting" ,
 "point" , "domain_category" , "pilotage" ,
 "ditch" , "domain_category" , "air" ,
 "ditch" , "domain_category" , "air travel" ,
 "ditch" , "domain_category" , "aviation" ,
 "document" , "domain_category" , "computing" ,
 "document" , "domain_category" , "computer science" ,
 "dongle" , "domain_category" , "computing" ,
 "dongle" , "domain_category" , "computer science" ,
 "double stitch" , "domain_category" , "handicraft" ,
 "double crochet" , "domain_category" , "handicraft" ,
 "downstage" , "domain_category" , "dramatics" ,
 "downstage" , "domain_category" , "theater" ,
 "downstage" , "domain_category" , "theatre" ,
 "downstage" , "domain_category" , "dramaturgy" ,
 "downstage" , "domain_category" , "dramatic art" ,
 "dredge" , "domain_category" , "cooking" ,
 "dredge" , "domain_category" , "cookery" ,
 "dredge" , "domain_category" , "preparation" ,
 "aid station" , "domain_category" , "armed forces" ,
 "aid station" , "domain_category" , "armed services" ,
 "aid station" , "domain_category" , "military machine" ,
 "aid station" , "domain_category" , "military" ,
 "aid station" , "domain_category" , "war machine" ,
 "dressing station" , "domain_category" , "armed forces" ,
 "dressing station" , "domain_category" , "armed services" ,
 "dressing station" , "domain_category" , "military machine" ,
 "dressing station" , "domain_category" , "military" ,
 "dressing station" , "domain_category" , "war machine" ,
 "dress uniform" , "domain_category" , "armed forces" ,
 "dress uniform" , "domain_category" , "armed services" ,
 "dress uniform" , "domain_category" , "military machine" ,
 "dress uniform" , "domain_category" , "military" ,
 "dress uniform" , "domain_category" , "war machine" ,
 "heading" , "domain_category" , "excavation" ,
 "heading" , "domain_category" , "mining" ,
 "drift" , "domain_category" , "excavation" ,
 "drift" , "domain_category" , "mining" ,
 "drift" , "domain_category" , "airplane" ,
 "drift" , "domain_category" , "plane" ,
 "drift" , "domain_category" , "aeroplane" ,
 "drift" , "domain_category" , "ship" ,
 "gallery" , "domain_category" , "excavation" ,
 "gallery" , "domain_category" , "mining" ,
 "drip mold" , "domain_category" , "architecture" ,
 "drip mould" , "domain_category" , "architecture" ,
 "drip" , "domain_category" , "architecture" ,
 "driver" , "domain_category" , "computing" ,
 "driver" , "domain_category" , "computer science" ,
 "driving iron" , "domain_category" , "golf" ,
 "driving iron" , "domain_category" , "golf game" ,
 "one iron" , "domain_category" , "golf" ,
 "one iron" , "domain_category" , "golf game" ,
 "drug" , "domain_category" , "medicine" ,
 "drug" , "domain_category" , "practice of medicine" ,
 "dump" , "domain_category" , "computing" ,
 "dump" , "domain_category" , "computer science" ,
 "duplex" , "domain_category" , "telecommunication" ,
 "duplex" , "domain_category" , "telecom" ,
 "home" , "domain_category" , "ball" ,
 "home" , "domain_category" , "baseball game" ,
 "home" , "domain_category" , "baseball" ,
 "home" , "domain_category" , "sport" ,
 "home" , "domain_category" , "athletics" ,
 "domicile" , "domain_category" , "law" ,
 "domicile" , "domain_category" , "jurisprudence" ,
 "phone" , "domain_category" , "telephone" ,
 "phone" , "domain_category" , "telephony" ,
 "phone" , "domain_category" , "phonetics" ,
 "purple" , "domain_category" , "Church of Rome" ,
 "purple" , "domain_category" , "Western Church" ,
 "purple" , "domain_category" , "Roman Catholic" ,
 "purple" , "domain_category" , "Roman Church" ,
 "purple" , "domain_category" , "Roman Catholic Church" ,
 "the purple" , "domain_category" , "Church of Rome" ,
 "the purple" , "domain_category" , "Western Church" ,
 "the purple" , "domain_category" , "Roman Catholic" ,
 "the purple" , "domain_category" , "Roman Church" ,
 "the purple" , "domain_category" , "Roman Catholic Church" ,
 "echelon" , "domain_category" , "armed forces" ,
 "echelon" , "domain_category" , "armed services" ,
 "echelon" , "domain_category" , "military machine" ,
 "echelon" , "domain_category" , "military" ,
 "echelon" , "domain_category" , "war machine" ,
 "image" , "domain_category" , "psychological science" ,
 "image" , "domain_category" , "psychology" ,
 "image" , "domain_category" , "Jung" ,
 "image" , "domain_category" , "Carl Jung" ,
 "image" , "domain_category" , "Carl Gustav Jung" ,
 "image" , "domain_category" , "maths" ,
 "image" , "domain_category" , "math" ,
 "image" , "domain_category" , "mathematics" ,
 "electronic organ" , "domain_category" , "music" ,
 "electric organ" , "domain_category" , "music" ,
 "Hammond organ" , "domain_category" , "music" ,
 "organ" , "domain_category" , "music" ,
 "electronic converter" , "domain_category" , "telecommunication" ,
 "electronic converter" , "domain_category" , "telecom" ,
 "emulsion" , "domain_category" , "chemistry" ,
 "emulsion" , "domain_category" , "chemical science" ,
 "enamel" , "domain_category" , "handicraft" ,
 "remainder" , "domain_category" , "commercialism" ,
 "remainder" , "domain_category" , "commerce" ,
 "remainder" , "domain_category" , "mercantilism" ,
 "engine room" , "domain_category" , "ship" ,
 "ensemble" , "domain_category" , "artistic production" ,
 "ensemble" , "domain_category" , "art" ,
 "ensemble" , "domain_category" , "artistic creation" ,
 "ensign" , "domain_category" , "armed forces" ,
 "ensign" , "domain_category" , "armed services" ,
 "ensign" , "domain_category" , "military machine" ,
 "ensign" , "domain_category" , "military" ,
 "ensign" , "domain_category" , "war machine" ,
 "entablature" , "domain_category" , "architecture" ,
 "epee" , "domain_category" , "fencing" ,
 "erasable programmable read-only memory" , "domain_category" , "computing" ,
 "erasable programmable read-only memory" , "domain_category" , "computer science" ,
 "EPROM" , "domain_category" , "computing" ,
 "EPROM" , "domain_category" , "computer science" ,
 "escutcheon" , "domain_category" , "sailing" ,
 "escutcheon" , "domain_category" , "seafaring" ,
 "escutcheon" , "domain_category" , "navigation" ,
 "export" , "domain_category" , "commercialism" ,
 "export" , "domain_category" , "commerce" ,
 "export" , "domain_category" , "mercantilism" ,
 "export" , "domain_category" , "computing" ,
 "export" , "domain_category" , "computer science" ,
 "frontal" , "domain_category" , "meteorology" ,
 "frontage" , "domain_category" , "river" ,
 "faceplate" , "domain_category" , "information processing system" ,
 "faceplate" , "domain_category" , "data processor" ,
 "faceplate" , "domain_category" , "electronic computer" ,
 "faceplate" , "domain_category" , "computing machine" ,
 "faceplate" , "domain_category" , "computer" ,
 "faceplate" , "domain_category" , "computing device" ,
 "fagot" , "domain_category" , "metallurgy" ,
 "faggot" , "domain_category" , "metallurgy" ,
 "fan" , "domain_category" , "ball" ,
 "fan" , "domain_category" , "baseball game" ,
 "fan" , "domain_category" , "baseball" ,
 "farm" , "domain_category" , "farming" ,
 "farm" , "domain_category" , "agriculture" ,
 "farm" , "domain_category" , "husbandry" ,
 "fatigues" , "domain_category" , "armed forces" ,
 "fatigues" , "domain_category" , "armed services" ,
 "fatigues" , "domain_category" , "military machine" ,
 "fatigues" , "domain_category" , "military" ,
 "fatigues" , "domain_category" , "war machine" ,
 "feature" , "domain_category" , "linguistics" ,
 "pilot" , "domain_category" , "air" ,
 "pilot" , "domain_category" , "air travel" ,
 "pilot" , "domain_category" , "aviation" ,
 "pilot" , "domain_category" , "aircraft" ,
 "pilot" , "domain_category" , "aircraft" ,
 "fess" , "domain_category" , "heraldry" ,
 "fesse" , "domain_category" , "heraldry" ,
 "field hospital" , "domain_category" , "armed forces" ,
 "field hospital" , "domain_category" , "armed services" ,
 "field hospital" , "domain_category" , "military machine" ,
 "field hospital" , "domain_category" , "military" ,
 "field hospital" , "domain_category" , "war machine" ,
 "attack aircraft" , "domain_category" , "armed forces" ,
 "attack aircraft" , "domain_category" , "armed services" ,
 "attack aircraft" , "domain_category" , "military machine" ,
 "attack aircraft" , "domain_category" , "military" ,
 "attack aircraft" , "domain_category" , "war machine" ,
 "fighter" , "domain_category" , "armed forces" ,
 "fighter" , "domain_category" , "armed services" ,
 "fighter" , "domain_category" , "military machine" ,
 "fighter" , "domain_category" , "military" ,
 "fighter" , "domain_category" , "war machine" ,
 "fighter aircraft" , "domain_category" , "armed forces" ,
 "fighter aircraft" , "domain_category" , "armed services" ,
 "fighter aircraft" , "domain_category" , "military machine" ,
 "fighter aircraft" , "domain_category" , "military" ,
 "fighter aircraft" , "domain_category" , "war machine" ,
 "figure skate" , "domain_category" , "sport" ,
 "figure skate" , "domain_category" , "athletics" ,
 "file" , "domain_category" , "law" ,
 "file" , "domain_category" , "jurisprudence" ,
 "file server" , "domain_category" , "computing" ,
 "file server" , "domain_category" , "computer science" ,
 "filet" , "domain_category" , "cooking" ,
 "filet" , "domain_category" , "cookery" ,
 "filet" , "domain_category" , "preparation" ,
 "fillet" , "domain_category" , "cooking" ,
 "fillet" , "domain_category" , "cookery" ,
 "fillet" , "domain_category" , "preparation" ,
 "film" , "domain_category" , "business" ,
 "film" , "domain_category" , "commercial enterprise" ,
 "film" , "domain_category" , "business enterprise" ,
 "film" , "domain_category" , "artistic production" ,
 "film" , "domain_category" , "art" ,
 "film" , "domain_category" , "artistic creation" ,
 "film" , "domain_category" , "film" ,
 "film" , "domain_category" , "picture" ,
 "film" , "domain_category" , "pic" ,
 "film" , "domain_category" , "picture show" ,
 "film" , "domain_category" , "moving picture" ,
 "film" , "domain_category" , "flick" ,
 "film" , "domain_category" , "moving-picture show" ,
 "film" , "domain_category" , "movie" ,
 "film" , "domain_category" , "motion-picture show" ,
 "film" , "domain_category" , "motion picture" ,
 "fire control radar" , "domain_category" , "armed forces" ,
 "fire control radar" , "domain_category" , "armed services" ,
 "fire control radar" , "domain_category" , "military machine" ,
 "fire control radar" , "domain_category" , "military" ,
 "fire control radar" , "domain_category" , "war machine" ,
 "fire control system" , "domain_category" , "armed forces" ,
 "fire control system" , "domain_category" , "armed services" ,
 "fire control system" , "domain_category" , "military machine" ,
 "fire control system" , "domain_category" , "military" ,
 "fire control system" , "domain_category" , "war machine" ,
 "fish lure" , "domain_category" , "angling" ,
 "fisherman's lure" , "domain_category" , "angling" ,
 "fitment" , "domain_category" , "piece of furniture" ,
 "fitment" , "domain_category" , "furniture" ,
 "fitment" , "domain_category" , "article of furniture" ,
 "white" , "domain_category" , "chess game" ,
 "white" , "domain_category" , "chess" ,
 "white" , "domain_category" , "draughts" ,
 "white" , "domain_category" , "checkers" ,
 "ground" , "domain_category" , "football" ,
 "ground" , "domain_category" , "football game" ,
 "ground" , "domain_category" , "ball" ,
 "ground" , "domain_category" , "baseball game" ,
 "ground" , "domain_category" , "baseball" ,
 "ground" , "domain_category" , "ball" ,
 "ground" , "domain_category" , "baseball game" ,
 "ground" , "domain_category" , "baseball" ,
 "ground" , "domain_category" , "artistic production" ,
 "ground" , "domain_category" , "art" ,
 "ground" , "domain_category" , "artistic creation" ,
 "ground" , "domain_category" , "electricity" ,
 "fleur-de-lys" , "domain_category" , "heraldry" ,
 "fleur-de-lis" , "domain_category" , "heraldry" ,
 "story" , "domain_category" , "history" ,
 "flying carpet" , "domain_category" , "folktale" ,
 "flying carpet" , "domain_category" , "folk tale" ,
 "foil" , "domain_category" , "fencing" ,
 "frill" , "domain_category" , "paleontology" ,
 "frill" , "domain_category" , "fossilology" ,
 "frill" , "domain_category" , "palaeontology" ,
 "foliage" , "domain_category" , "architecture" ,
 "foreground" , "domain_category" , "computing" ,
 "foreground" , "domain_category" , "computer science" ,
 "fort" , "domain_category" , "armed forces" ,
 "fort" , "domain_category" , "armed services" ,
 "fort" , "domain_category" , "military machine" ,
 "fort" , "domain_category" , "military" ,
 "fort" , "domain_category" , "war machine" ,
 "jet" , "domain_category" , "air" ,
 "jet" , "domain_category" , "air travel" ,
 "jet" , "domain_category" , "aviation" ,
 "fraction" , "domain_category" , "arithmetic" ,
 "frame buffer" , "domain_category" , "computer graphics" ,
 "fret" , "domain_category" , "handicraft" ,
 "fringe" , "domain_category" , "handicraft" ,
 "front" , "domain_category" , "meteorology" ,
 "full-dress uniform" , "domain_category" , "armed forces" ,
 "full-dress uniform" , "domain_category" , "armed services" ,
 "full-dress uniform" , "domain_category" , "military machine" ,
 "full-dress uniform" , "domain_category" , "military" ,
 "full-dress uniform" , "domain_category" , "war machine" ,
 "fungible" , "domain_category" , "law" ,
 "fungible" , "domain_category" , "jurisprudence" ,
 "funnel" , "domain_category" , "ship" ,
 "future" , "domain_category" , "grammar" ,
 "galley" , "domain_category" , "antiquity" ,
 "gambling house" , "domain_category" , "business" ,
 "gambling house" , "domain_category" , "commercial enterprise" ,
 "gambling house" , "domain_category" , "business enterprise" ,
 "gambling hell" , "domain_category" , "business" ,
 "gambling hell" , "domain_category" , "commercial enterprise" ,
 "gambling hell" , "domain_category" , "business enterprise" ,
 "gaming house" , "domain_category" , "business" ,
 "gaming house" , "domain_category" , "commercial enterprise" ,
 "gaming house" , "domain_category" , "business enterprise" ,
 "gambling den" , "domain_category" , "business" ,
 "gambling den" , "domain_category" , "commercial enterprise" ,
 "gambling den" , "domain_category" , "business enterprise" ,
 "garden" , "domain_category" , "horticulture" ,
 "garden" , "domain_category" , "gardening" ,
 "garrison" , "domain_category" , "armed forces" ,
 "garrison" , "domain_category" , "armed services" ,
 "garrison" , "domain_category" , "military machine" ,
 "garrison" , "domain_category" , "military" ,
 "garrison" , "domain_category" , "war machine" ,
 "garrison" , "domain_category" , "armed forces" ,
 "garrison" , "domain_category" , "armed services" ,
 "garrison" , "domain_category" , "military machine" ,
 "garrison" , "domain_category" , "military" ,
 "garrison" , "domain_category" , "war machine" ,
 "gas shell" , "domain_category" , "armed forces" ,
 "gas shell" , "domain_category" , "armed services" ,
 "gas shell" , "domain_category" , "military machine" ,
 "gas shell" , "domain_category" , "military" ,
 "gas shell" , "domain_category" , "war machine" ,
 "gas system" , "domain_category" , "plant" ,
 "gas system" , "domain_category" , "works" ,
 "gas system" , "domain_category" , "industrial plant" ,
 "gate" , "domain_category" , "architecture" ,
 "gauze" , "domain_category" , "medicine" ,
 "gauze" , "domain_category" , "medical specialty" ,
 "gauze bandage" , "domain_category" , "medicine" ,
 "gauze bandage" , "domain_category" , "medical specialty" ,
 "generic" , "domain_category" , "drug" ,
 "generic" , "domain_category" , "biological science" ,
 "generic" , "domain_category" , "biology" ,
 "sailplane" , "domain_category" , "air" ,
 "sailplane" , "domain_category" , "air travel" ,
 "sailplane" , "domain_category" , "aviation" ,
 "goalmouth" , "domain_category" , "soccer" ,
 "goalmouth" , "domain_category" , "association football" ,
 "goalmouth" , "domain_category" , "hockey" ,
 "goalmouth" , "domain_category" , "field hockey" ,
 "golden calf" , "domain_category" , "Old Testament" ,
 "club head" , "domain_category" , "golf" ,
 "club head" , "domain_category" , "golf game" ,
 "club-head" , "domain_category" , "golf" ,
 "club-head" , "domain_category" , "golf game" ,
 "golf-club head" , "domain_category" , "golf" ,
